Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,221,-,-,-,-
ACQUAPPESA,422,-,-,-,-
ACRI,4403,39,-,-,-
AIELLO CALABRO,375,-,-,-,-
AIETA,77,-,-,-,-
ALBIDONA,412,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,219,-,-,-,-
ALTOMONTE,1029,-,-,-,-
ALTRA ASP,1049,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,5190,26,-,-,-
AMENDOLARA,330,-,-,-,-
APRIGLIANO,667,11,-,-,-
BELMONTE CALABRO,517,-,-,-,-
BELSITO,275,-,-,-,-
BELVEDERE MARITTIMO,2031,11,-,-,-
BIANCHI,406,-,-,-,-
BISIGNANO,2357,21,-,-,-
BOCCHIGLIERO,152,7,-,-,-
BONIFATI,427,8,-,-,-
BUONVICINO,397,-,-,-,-
CALOPEZZATI,530,-,-,-,-
CALOVETO,392,-,-,-,-
CAMPANA,317,8,-,-,-
CANNA,159,-,-,-,-
CARIATI,1324,17,-,-,-
CAROLEI,916,-,-,-,-
CARPANZANO,31,-,-,-,-
CASALI DEL MANCO,2998,26,-,-,-
CASSANO ALLO IONIO,4559,32,-,-,-
CASTIGLIONE COSENTINO,1072,11,-,-,-
CASTROLIBERO,2992,19,-,-,-
CASTROREGIO,51,-,-,-,-
CASTROVILLARI,4877,37,-,-,-
CELICO,614,8,-,-,-
CELLARA,150,-,-,-,-
CERCHIARA DI CALABRIA,510,10,-,-,-
CERISANO,910,-,-,-,-
CERVICATI,206,-,-,-,-
CERZETO,354,-,-,-,-
CETRARO,2713,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,353,-,-,-,-
COLOSIMI,438,-,-,-,-
CORIGLIANO-ROSSANO,24636,174,-,-,-
COSENZA,21550,170,-,-,-
CROPALATI,266,-,-,-,-
CROSIA,2948,17,-,-,-
DIAMANTE,995,8,-,-,-
DIPIGNANO,1466,12,-,-,-
DOMANICO,402,-,-,-,-
FAGNANO CASTELLO,494,6,-,-,-
FALCONARA ALBANESE,367,-,-,-,-
FIGLINE VEGLIATURO,400,-,-,-,-
FIRMO,380,6,-,-,-
FIUMEFREDDO BRUZIO,1027,-,-,-,-
FRANCAVILLA MARITTIMA,696,-,-,-,-
FRASCINETO,495,-,-,-,-
FUSCALDO,2129,8,-,-,-
GRIMALDI,492,-,-,-,-
GRISOLIA,522,-,-,-,-
GUARDIA PIEMONTESE,494,-,-,-,-
LAGO,727,-,-,-,-
LAINO BORGO,475,-,-,-,-
LAINO CASTELLO,187,-,-,-,-
LAPPANO,196,-,-,-,-
LATTARICO,1162,6,-,-,-
LONGOBARDI,617,23,-,-,-
LONGOBUCCO,818,-,-,-,-
LUNGRO,398,8,-,-,-
LUZZI,2496,17,-,-,-
MAIERA',273,-,-,-,-
MALITO,219,-,-,-,-
MALVITO,394,9,-,-,-
MANDATORICCIO,583,-,-,-,-
MANGONE,560,-,-,-,-
MARANO MARCHESATO,1135,8,-,-,-
MARANO PRINCIPATO,858,-,-,-,-
MARZI,266,-,-,-,-
MENDICINO,3045,10,-,-,-
MONGRASSANO,528,6,-,-,-
MONTALTO UFFUGO,7668,30,-,-,-
MONTEGIORDANO,413,-,-,-,-
MORANO CALABRO,518,11,-,-,-
MORMANNO,280,11,-,-,-
MOTTAFOLLONE,219,-,-,-,-
NOCARA,51,-,-,-,-
ORIOLO,159,-,-,-,-
ORSOMARSO,272,-,-,-,-
PALUDI,237,-,-,-,-
PANETTIERI,39,-,-,-,-
PAOLA,4070,37,-,-,-
PAPASIDERO,42,-,-,-,-
PARENTI,591,-,-,-,-
PATERNO CALABRO,459,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,404,-,-,-,-
PIETRAFITTA,234,-,-,-,-
PIETRAPAOLA,312,-,-,-,-
PLATACI,96,-,-,-,-
PRAIA A MARE,1214,7,-,-,-
RENDE,13109,61,-,-,-
ROCCA IMPERIALE,375,-,-,-,-
ROGGIANO GRAVINA,1575,18,-,-,-
ROGLIANO,1624,12,-,-,-
ROSE,1275,9,-,-,-
ROSETO CAPO SPULICO,207,-,-,-,-
ROTA GRECA,260,-,-,-,-
ROVITO,540,-,-,-,-
SAN BASILE,150,-,-,-,-
SAN BENEDETTO ULLANO,298,-,-,-,-
SAN COSMO ALBANESE,203,6,-,-,-
SAN DEMETRIO CORONE,758,-,-,-,-
SAN DONATO DI NINEA,303,-,-,-,-
SAN FILI,612,6,-,-,-
SAN GIORGIO ALBANESE,407,6,-,-,-
SAN GIOVANNI IN FIORE,4384,34,-,-,-
SAN LORENZO BELLIZZI,80,-,-,-,-
SAN LORENZO DEL VALLO,567,-,-,-,-
SAN LUCIDO,1166,11,-,-,-
SAN MARCO ARGENTANO,1904,7,-,-,-
SAN MARTINO DI FINITA,278,-,-,-,-
SAN NICOLA ARCELLA,314,-,-,-,-
SAN PIETRO IN AMANTEA,148,-,-,-,-
SAN PIETRO IN GUARANO,1269,10,-,-,-
SAN SOSTI,456,7,-,-,-
SAN VINCENZO LA COSTA,784,-,-,-,-
SANGINETO,177,-,-,-,-
SANTA CATERINA ALBANESE,135,-,-,-,-
SANTA DOMENICA TALAO,83,-,-,-,-
SANTA MARIA DEL CEDRO,883,-,-,-,-
SANTA SOFIA D'EPIRO,354,7,-,-,-
SANT'AGATA DI ESARO,133,-,-,-,-
SANTO STEFANO DI ROGLIANO,728,-,-,-,-
SARACENA,983,8,-,-,-
SCALA COELI,69,6,-,-,-
SCALEA,2395,10,-,-,-
SCIGLIANO,235,-,-,-,-
SERRA D'AIELLO,181,-,-,-,-
SPEZZANO ALBANESE,1389,22,-,-,-
SPEZZANO DELLA SILA,1110,16,-,-,-
TARSIA,489,-,-,-,-
TERRANOVA DA SIBARI,1086,14,-,-,-
TERRAVECCHIA,115,-,-,-,-
TORANO CASTELLO,1057,22,-,-,-
TORTORA,1033,9,-,-,-
TREBISACCE,2110,18,-,-,-
VACCARIZZO ALBANESE,272,-,-,-,-
VERBICARO,324,7,-,-,-
VILLAPIANA,916,-,-,-,-
ZUMPANO,889,-,-,-,-
