Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,219,-,-,-,-
ACQUAPPESA,413,-,-,-,-
ACRI,4354,38,-,-,-
AIELLO CALABRO,371,-,-,-,-
AIETA,76,-,-,-,-
ALBIDONA,411,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,219,-,-,-,-
ALTOMONTE,1024,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5161,26,-,-,-
AMENDOLARA,325,-,-,-,-
APRIGLIANO,661,11,-,-,-
BELMONTE CALABRO,517,-,-,-,-
BELSITO,274,-,-,-,-
BELVEDERE MARITTIMO,2013,11,-,-,-
BIANCHI,404,-,-,-,-
BISIGNANO,2338,21,-,-,-
BOCCHIGLIERO,152,7,-,-,-
BONIFATI,426,8,-,-,-
BUONVICINO,395,-,-,-,-
CALOPEZZATI,520,-,-,-,-
CALOVETO,390,-,-,-,-
CAMPANA,315,8,-,-,-
CANNA,153,-,-,-,-
CARIATI,1310,17,-,-,-
CAROLEI,894,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2958,26,-,-,-
CASSANO ALLO IONIO,4493,31,-,-,-
CASTIGLIONE COSENTINO,1056,11,-,-,-
CASTROLIBERO,2954,18,-,-,-
CASTROREGIO,50,-,-,-,-
CASTROVILLARI,4839,36,-,-,-
CELICO,610,8,-,-,-
CELLARA,150,-,-,-,-
CERCHIARA DI CALABRIA,505,10,-,-,-
CERISANO,893,-,-,-,-
CERVICATI,204,-,-,-,-
CERZETO,346,-,-,-,-
CETRARO,2667,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,350,-,-,-,-
COLOSIMI,437,-,-,-,-
CORIGLIANO-ROSSANO,24470,172,-,-,-
COSENZA,21325,167,-,-,-
CROPALATI,261,-,-,-,-
CROSIA,2901,17,-,-,-
DIAMANTE,988,8,-,-,-
DIPIGNANO,1452,12,-,-,-
DOMANICO,398,-,-,-,-
FAGNANO CASTELLO,490,6,-,-,-
FALCONARA ALBANESE,365,-,-,-,-
FIGLINE VEGLIATURO,398,-,-,-,-
FIRMO,377,6,-,-,-
FIUMEFREDDO BRUZIO,1011,-,-,-,-
FRANCAVILLA MARITTIMA,689,-,-,-,-
FRASCINETO,487,-,-,-,-
FUSCALDO,2112,8,-,-,-
GRIMALDI,483,-,-,-,-
GRISOLIA,517,-,-,-,-
GUARDIA PIEMONTESE,485,-,-,-,-
LAGO,726,-,-,-,-
LAINO BORGO,474,-,-,-,-
LAINO CASTELLO,185,-,-,-,-
LAPPANO,196,-,-,-,-
LATTARICO,1150,6,-,-,-
LONGOBARDI,609,23,-,-,-
LONGOBUCCO,813,-,-,-,-
LUNGRO,392,7,-,-,-
LUZZI,2477,17,-,-,-
MAIERA',273,-,-,-,-
MALITO,215,-,-,-,-
MALVITO,386,9,-,-,-
MANDATORICCIO,581,-,-,-,-
MANGONE,556,-,-,-,-
MARANO MARCHESATO,1119,8,-,-,-
MARANO PRINCIPATO,850,-,-,-,-
MARZI,264,-,-,-,-
MENDICINO,2995,9,-,-,-
