Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,214,-,-,-,-
ACQUAPPESA,404,-,-,-,-
ACRI,4228,36,-,-,-
AIELLO CALABRO,357,-,-,-,-
AIETA,74,-,-,-,-
ALBIDONA,405,-,-,-,-
ALESSANDRIA DEL CARRETTO,54,-,-,-,-
ALTILIA,215,-,-,-,-
ALTOMONTE,1012,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5005,26,-,-,-
AMENDOLARA,322,-,-,-,-
APRIGLIANO,638,11,-,-,-
BELMONTE CALABRO,489,-,-,-,-
BELSITO,269,-,-,-,-
BELVEDERE MARITTIMO,1948,10,-,-,-
BIANCHI,402,-,-,-,-
BISIGNANO,2306,21,-,-,-
BOCCHIGLIERO,146,7,-,-,-
BONIFATI,417,7,-,-,-
BUONVICINO,384,-,-,-,-
CALOPEZZATI,510,-,-,-,-
CALOVETO,381,-,-,-,-
CAMPANA,310,8,-,-,-
CANNA,144,-,-,-,-
CARIATI,1269,16,-,-,-
CAROLEI,858,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2919,25,-,-,-
CASSANO ALLO IONIO,4377,30,-,-,-
CASTIGLIONE COSENTINO,1013,10,-,-,-
CASTROLIBERO,2850,18,-,-,-
CASTROREGIO,48,-,-,-,-
CASTROVILLARI,4666,35,-,-,-
CELICO,608,8,-,-,-
CELLARA,142,-,-,-,-
CERCHIARA DI CALABRIA,492,10,-,-,-
CERISANO,883,-,-,-,-
CERVICATI,200,-,-,-,-
CERZETO,341,-,-,-,-
CETRARO,2579,25,-,-,-
CIVITA,74,-,-,-,-
CLETO,323,-,-,-,-
COLOSIMI,430,-,-,-,-
CORIGLIANO-ROSSANO,23894,169,-,-,-
COSENZA,20712,164,-,-,-
CROPALATI,253,-,-,-,-
CROSIA,2779,17,-,-,-
