Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,210,-,-,-,-
ACQUAPPESA,382,-,-,-,-
ACRI,4096,35,-,-,-
AIELLO CALABRO,336,-,-,-,-
AIETA,68,-,-,-,-
ALBIDONA,380,-,-,-,-
ALESSANDRIA DEL CARRETTO,51,-,-,-,-
ALTILIA,202,-,-,-,-
ALTOMONTE,977,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4689,25,-,-,-
AMENDOLARA,311,-,-,-,-
APRIGLIANO,610,10,-,-,-
BELMONTE CALABRO,423,-,-,-,-
BELSITO,263,-,-,-,-
BELVEDERE MARITTIMO,1842,10,-,-,-
BIANCHI,385,-,-,-,-
BISIGNANO,2186,21,-,-,-
BOCCHIGLIERO,144,7,-,-,-
BONIFATI,412,7,-,-,-
BUONVICINO,355,-,-,-,-
CALOPEZZATI,487,-,-,-,-
CALOVETO,376,-,-,-,-
CAMPANA,284,7,-,-,-
CANNA,141,-,-,-,-
CARIATI,1240,16,-,-,-
CAROLEI,828,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2813,24,-,-,-
CASSANO ALLO IONIO,4225,30,-,-,-
CASTIGLIONE COSENTINO,964,10,-,-,-
CASTROLIBERO,2713,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4419,32,-,-,-
CELICO,588,8,-,-,-
CELLARA,131,-,-,-,-
CERCHIARA DI CALABRIA,477,9,-,-,-
CERISANO,824,-,-,-,-
CERVICATI,193,-,-,-,-
CERZETO,332,-,-,-,-
CETRARO,2501,25,-,-,-
CIVITA,67,-,-,-,-
CLETO,292,-,-,-,-
COLOSIMI,409,-,-,-,-
CORIGLIANO-ROSSANO,22949,165,-,-,-
COSENZA,19685,154,-,-,-
CROPALATI,247,-,-,-,-
CROSIA,2691,17,-,-,-
DIAMANTE,922,8,-,-,-
DIPIGNANO,1331,11,-,-,-
DOMANICO,362,-,-,-,-
FAGNANO CASTELLO,468,6,-,-,-
FALCONARA ALBANESE,319,-,-,-,-
FIGLINE VEGLIATURO,360,-,-,-,-
FIRMO,336,-,-,-,-
FIUMEFREDDO BRUZIO,926,-,-,-,-
FRANCAVILLA MARITTIMA,655,-,-,-,-
FRASCINETO,460,-,-,-,-
FUSCALDO,1995,8,-,-,-
GRIMALDI,461,-,-,-,-
GRISOLIA,496,-,-,-,-
GUARDIA PIEMONTESE,460,-,-,-,-
LAGO,663,-,-,-,-
LAINO BORGO,460,-,-,-,-
LAINO CASTELLO,183,-,-,-,-
LAPPANO,183,-,-,-,-
LATTARICO,1087,6,-,-,-
LONGOBARDI,559,23,-,-,-
LONGOBUCCO,780,-,-,-,-
LUNGRO,364,6,-,-,-
LUZZI,2359,17,-,-,-
MAIERA',238,-,-,-,-
MALITO,198,-,-,-,-
MALVITO,353,8,-,-,-
MANDATORICCIO,552,-,-,-,-
MANGONE,516,-,-,-,-
MARANO MARCHESATO,1035,8,-,-,-
MARANO PRINCIPATO,769,-,-,-,-
MARZI,241,-,-,-,-
MENDICINO,2772,9,-,-,-
MONGRASSANO,486,6,-,-,-
MONTALTO UFFUGO,7070,29,-,-,-
MONTEGIORDANO,385,-,-,-,-
MORANO CALABRO,426,10,-,-,-
MORMANNO,273,11,-,-,-
MOTTAFOLLONE,188,-,-,-,-
NOCARA,45,-,-,-,-
ORIOLO,155,-,-,-,-
ORSOMARSO,256,-,-,-,-
PALUDI,221,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3770,34,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,579,-,-,-,-
PATERNO CALABRO,428,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,364,-,-,-,-
PIETRAFITTA,220,-,-,-,-
PIETRAPAOLA,287,-,-,-,-
PLATACI,91,-,-,-,-
PRAIA A MARE,1116,7,-,-,-
RENDE,11808,56,-,-,-
ROCCA IMPERIALE,368,-,-,-,-
ROGGIANO GRAVINA,1485,17,-,-,-
ROGLIANO,1492,11,-,-,-
ROSE,1190,8,-,-,-
ROSETO CAPO SPULICO,198,-,-,-,-
ROTA GRECA,244,-,-,-,-
ROVITO,513,-,-,-,-
SAN BASILE,135,-,-,-,-
SAN BENEDETTO ULLANO,286,-,-,-,-
SAN COSMO ALBANESE,187,6,-,-,-
SAN DEMETRIO CORONE,671,-,-,-,-
SAN DONATO DI NINEA,281,-,-,-,-
SAN FILI,549,6,-,-,-
SAN GIORGIO ALBANESE,383,6,-,-,-
SAN GIOVANNI IN FIORE,4159,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,526,-,-,-,-
SAN LUCIDO,1069,10,-,-,-
SAN MARCO ARGENTANO,1769,7,-,-,-
SAN MARTINO DI FINITA,257,-,-,-,-
SAN NICOLA ARCELLA,298,-,-,-,-
SAN PIETRO IN AMANTEA,129,-,-,-,-
SAN PIETRO IN GUARANO,1134,9,-,-,-
SAN SOSTI,413,7,-,-,-
SAN VINCENZO LA COSTA,691,-,-,-,-
SANGINETO,170,-,-,-,-
SANTA CATERINA ALBANESE,129,-,-,-,-
SANTA DOMENICA TALAO,80,-,-,-,-
SANTA MARIA DEL CEDRO,852,-,-,-,-
SANTA SOFIA D'EPIRO,324,7,-,-,-
SANT'AGATA DI ESARO,125,-,-,-,-
SANTO STEFANO DI ROGLIANO,658,-,-,-,-
SARACENA,883,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2284,8,-,-,-
SCIGLIANO,218,-,-,-,-
SERRA D'AIELLO,165,-,-,-,-
SPEZZANO ALBANESE,1312,21,-,-,-
SPEZZANO DELLA SILA,1072,14,-,-,-
TARSIA,436,-,-,-,-
TERRANOVA DA SIBARI,1034,13,-,-,-
TERRAVECCHIA,103,-,-,-,-
TORANO CASTELLO,995,20,-,-,-
TORTORA,919,9,-,-,-
TREBISACCE,1910,16,-,-,-
VACCARIZZO ALBANESE,249,-,-,-,-
VERBICARO,300,6,-,-,-
VILLAPIANA,871,-,-,-,-
ZUMPANO,838,-,-,-,-
