Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,205,-,-,-,-
ACQUAPPESA,324,-,-,-,-
ACRI,3655,33,-,-,-
AIELLO CALABRO,305,-,-,-,-
AIETA,50,-,-,-,-
ALBIDONA,322,-,-,-,-
ALESSANDRIA DEL CARRETTO,45,-,-,-,-
ALTILIA,179,-,-,-,-
ALTOMONTE,819,-,-,-,-
ALTRA ASP,1045,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4260,25,-,-,-
AMENDOLARA,289,-,-,-,-
APRIGLIANO,559,10,-,-,-
BELMONTE CALABRO,383,-,-,-,-
BELSITO,243,-,-,-,-
BELVEDERE MARITTIMO,1655,10,-,-,-
BIANCHI,351,-,-,-,-
BISIGNANO,1994,20,-,-,-
BOCCHIGLIERO,133,7,-,-,-
BONIFATI,382,7,-,-,-
BUONVICINO,304,-,-,-,-
CALOPEZZATI,469,-,-,-,-
CALOVETO,355,-,-,-,-
CAMPANA,282,7,-,-,-
CANNA,133,-,-,-,-
CARIATI,1218,15,-,-,-
CAROLEI,650,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2495,21,-,-,-
CASSANO ALLO IONIO,3837,30,-,-,-
CASTIGLIONE COSENTINO,820,8,-,-,-
CASTROLIBERO,2361,17,-,-,-
CASTROREGIO,44,-,-,-,-
CASTROVILLARI,3874,31,-,-,-
CELICO,500,7,-,-,-
CELLARA,105,-,-,-,-
CERCHIARA DI CALABRIA,451,8,-,-,-
CERISANO,712,-,-,-,-
CERVICATI,162,-,-,-,-
CERZETO,307,-,-,-,-
CETRARO,2300,24,-,-,-
CIVITA,64,-,-,-,-
CLETO,258,-,-,-,-
COLOSIMI,353,-,-,-,-
CORIGLIANO-ROSSANO,21106,162,-,-,-
COSENZA,17051,147,-,-,-
CROPALATI,221,-,-,-,-
CROSIA,2523,16,-,-,-
DIAMANTE,804,7,-,-,-
DIPIGNANO,1108,9,-,-,-
DOMANICO,286,-,-,-,-
FAGNANO CASTELLO,420,6,-,-,-
FALCONARA ALBANESE,278,-,-,-,-
FIGLINE VEGLIATURO,341,-,-,-,-
FIRMO,315,-,-,-,-
FIUMEFREDDO BRUZIO,750,-,-,-,-
FRANCAVILLA MARITTIMA,615,-,-,-,-
FRASCINETO,416,-,-,-,-
FUSCALDO,1824,8,-,-,-
GRIMALDI,401,-,-,-,-
GRISOLIA,469,-,-,-,-
GUARDIA PIEMONTESE,384,-,-,-,-
LAGO,564,-,-,-,-
LAINO BORGO,424,-,-,-,-
LAINO CASTELLO,170,-,-,-,-
LAPPANO,170,-,-,-,-
LATTARICO,959,6,-,-,-
LONGOBARDI,499,23,-,-,-
LONGOBUCCO,734,-,-,-,-
LUNGRO,337,6,-,-,-
LUZZI,2087,17,-,-,-
MAIERA',201,-,-,-,-
MALITO,153,-,-,-,-
MALVITO,284,8,-,-,-
MANDATORICCIO,530,-,-,-,-
MANGONE,470,-,-,-,-
MARANO MARCHESATO,915,8,-,-,-
MARANO PRINCIPATO,663,-,-,-,-
MARZI,221,-,-,-,-
MENDICINO,2368,9,-,-,-
MONGRASSANO,434,6,-,-,-
MONTALTO UFFUGO,6255,26,-,-,-
MONTEGIORDANO,367,-,-,-,-
MORANO CALABRO,301,10,-,-,-
MORMANNO,256,9,-,-,-
MOTTAFOLLONE,154,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,144,-,-,-,-
ORSOMARSO,235,-,-,-,-
PALUDI,193,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3352,31,-,-,-
PAPASIDERO,37,-,-,-,-
PARENTI,545,-,-,-,-
PATERNO CALABRO,370,-,-,-,-
PEDIVIGLIANO,187,-,-,-,-
PIANE CRATI,322,-,-,-,-
PIETRAFITTA,200,-,-,-,-
PIETRAPAOLA,269,-,-,-,-
PLATACI,86,-,-,-,-
PRAIA A MARE,996,7,-,-,-
RENDE,10117,53,-,-,-
ROCCA IMPERIALE,354,-,-,-,-
ROGGIANO GRAVINA,1351,16,-,-,-
ROGLIANO,1355,11,-,-,-
ROSE,1065,8,-,-,-
ROSETO CAPO SPULICO,188,-,-,-,-
ROTA GRECA,208,-,-,-,-
ROVITO,468,-,-,-,-
SAN BASILE,119,-,-,-,-
SAN BENEDETTO ULLANO,269,-,-,-,-
SAN COSMO ALBANESE,183,6,-,-,-
SAN DEMETRIO CORONE,614,-,-,-,-
SAN DONATO DI NINEA,244,-,-,-,-
SAN FILI,501,6,-,-,-
SAN GIORGIO ALBANESE,312,6,-,-,-
