Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,23,-,-,-,-
ACQUAPPESA,46,-,-,-,-
ACRI,1250,20,-,-,-
AIELLO CALABRO,21,-,-,-,-
AIETA,-,-,-,-,-
ALBIDONA,52,-,-,-,-
ALESSANDRIA DEL CARRETTO,-,-,-,-,-
ALTILIA,31,-,-,-,-
ALTOMONTE,304,-,-,-,-
ALTRA ASP,188,7,-,-,-
ALTRA REGIONE,334,8,-,-,-
AMANTEA,593,13,-,-,-
AMENDOLARA,36,-,-,-,-
APRIGLIANO,84,8,-,-,-
BELMONTE CALABRO,101,-,-,-,-
BELSITO,36,-,-,-,-
BELVEDERE MARITTIMO,368,-,-,-,-
BIANCHI,40,-,-,-,-
BISIGNANO,753,14,-,-,-
BOCCHIGLIERO,83,6,-,-,-
BONIFATI,60,-,-,-,-
BUONVICINO,69,-,-,-,-
CALOPEZZATI,61,-,-,-,-
CALOVETO,72,-,-,-,-
CAMPANA,214,-,-,-,-
CANNA,7,-,-,-,-
CARIATI,456,9,-,-,-
CAROLEI,99,-,-,-,-
CARPANZANO,-,-,-,-,-
CASALI DEL MANCO,494,16,-,-,-
CASSANO ALLO IONIO,1425,23,-,-,-
CASTIGLIONE COSENTINO,160,-,-,-,-
CASTROLIBERO,468,8,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,1117,19,-,-,-
CELICO,221,7,-,-,-
CELLARA,7,-,-,-,-
CERCHIARA DI CALABRIA,75,-,-,-,-
CERISANO,118,-,-,-,-
CERVICATI,51,-,-,-,-
CERZETO,80,-,-,-,-
CETRARO,438,12,-,-,-
CIVITA,25,-,-,-,-
CLETO,36,-,-,-,-
COLOSIMI,40,-,-,-,-
CORIGLIANO-ROSSANO,6146,117,-,-,-
COSENZA,3755,72,-,-,-
CROPALATI,29,-,-,-,-
CROSIA,646,10,-,-,-
DIAMANTE,117,-,-,-,-
DIPIGNANO,201,-,-,-,-
DOMANICO,58,-,-,-,-
FAGNANO CASTELLO,100,-,-,-,-
FALCONARA ALBANESE,55,-,-,-,-
FIGLINE VEGLIATURO,79,-,-,-,-
FIRMO,35,-,-,-,-
FIUMEFREDDO BRUZIO,85,-,-,-,-
FRANCAVILLA MARITTIMA,151,-,-,-,-
FRASCINETO,80,-,-,-,-
FUSCALDO,330,-,-,-,-
GRIMALDI,39,-,-,-,-
GRISOLIA,70,-,-,-,-
GUARDIA PIEMONTESE,78,-,-,-,-
LAGO,68,-,-,-,-
LAINO BORGO,97,-,-,-,-
LAINO CASTELLO,39,-,-,-,-
LAPPANO,47,-,-,-,-
LATTARICO,203,-,-,-,-
LONGOBARDI,118,15,-,-,-
LONGOBUCCO,164,-,-,-,-
LUNGRO,74,-,-,-,-
LUZZI,599,10,-,-,-
MAIERA',42,-,-,-,-
MALITO,26,-,-,-,-
MALVITO,79,-,-,-,-
MANDATORICCIO,179,-,-,-,-
MANGONE,134,-,-,-,-
MARANO MARCHESATO,166,6,-,-,-
MARANO PRINCIPATO,149,-,-,-,-
MARZI,56,-,-,-,-
MENDICINO,529,-,-,-,-
MONGRASSANO,103,-,-,-,-
MONTALTO UFFUGO,1183,14,-,-,-
MONTEGIORDANO,51,-,-,-,-
MORANO CALABRO,225,8,-,-,-
MORMANNO,131,7,-,-,-
MOTTAFOLLONE,26,-,-,-,-
NOCARA,19,-,-,-,-
ORIOLO,58,-,-,-,-
ORSOMARSO,12,-,-,-,-
PALUDI,29,-,-,-,-
PANETTIERI,14,-,-,-,-
PAOLA,551,10,-,-,-
PAPASIDERO,6,-,-,-,-
PARENTI,58,-,-,-,-
PATERNO CALABRO,131,-,-,-,-
PEDIVIGLIANO,79,-,-,-,-
PIANE CRATI,68,-,-,-,-
PIETRAFITTA,28,-,-,-,-
PIETRAPAOLA,72,-,-,-,-
PLATACI,32,-,-,-,-
PRAIA A MARE,265,-,-,-,-
RENDE,2097,31,-,-,-
ROCCA IMPERIALE,190,-,-,-,-
ROGGIANO GRAVINA,349,9,-,-,-
ROGLIANO,278,-,-,-,-
ROSE,343,6,-,-,-
