Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,210,-,-,-,-
ACQUAPPESA,375,-,-,-,-
ACRI,4013,35,-,-,-
AIELLO CALABRO,329,-,-,-,-
AIETA,68,-,-,-,-
ALBIDONA,377,-,-,-,-
ALESSANDRIA DEL CARRETTO,50,-,-,-,-
ALTILIA,198,-,-,-,-
ALTOMONTE,952,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,4628,25,-,-,-
AMENDOLARA,308,-,-,-,-
APRIGLIANO,602,10,-,-,-
BELMONTE CALABRO,420,-,-,-,-
BELSITO,256,-,-,-,-
BELVEDERE MARITTIMO,1790,10,-,-,-
BIANCHI,379,-,-,-,-
BISIGNANO,2142,21,-,-,-
BOCCHIGLIERO,144,7,-,-,-
BONIFATI,406,7,-,-,-
BUONVICINO,349,-,-,-,-
CALOPEZZATI,487,-,-,-,-
CALOVETO,373,-,-,-,-
CAMPANA,285,7,-,-,-
CANNA,139,-,-,-,-
CARIATI,1236,16,-,-,-
CAROLEI,802,-,-,-,-
CARPANZANO,29,-,-,-,-
CASALI DEL MANCO,2774,24,-,-,-
CASSANO ALLO IONIO,4164,30,-,-,-
CASTIGLIONE COSENTINO,944,10,-,-,-
CASTROLIBERO,2651,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4327,31,-,-,-
CELICO,580,8,-,-,-
CELLARA,129,-,-,-,-
CERCHIARA DI CALABRIA,464,9,-,-,-
CERISANO,799,-,-,-,-
CERVICATI,190,-,-,-,-
CERZETO,325,-,-,-,-
CETRARO,2437,24,-,-,-
CIVITA,67,-,-,-,-
CLETO,288,-,-,-,-
COLOSIMI,404,-,-,-,-
CORIGLIANO-ROSSANO,22708,164,-,-,-
COSENZA,19256,154,-,-,-
CROPALATI,240,-,-,-,-
CROSIA,2668,17,-,-,-
DIAMANTE,910,8,-,-,-
DIPIGNANO,1291,11,-,-,-
DOMANICO,341,-,-,-,-
FAGNANO CASTELLO,458,6,-,-,-
FALCONARA ALBANESE,316,-,-,-,-
FIGLINE VEGLIATURO,351,-,-,-,-
FIRMO,336,-,-,-,-
FIUMEFREDDO BRUZIO,896,-,-,-,-
FRANCAVILLA MARITTIMA,643,-,-,-,-
FRASCINETO,451,-,-,-,-
FUSCALDO,1957,8,-,-,-
GRIMALDI,441,-,-,-,-
GRISOLIA,494,-,-,-,-
GUARDIA PIEMONTESE,447,-,-,-,-
LAGO,636,-,-,-,-
LAINO BORGO,458,-,-,-,-
LAINO CASTELLO,182,-,-,-,-
LAPPANO,182,-,-,-,-
LATTARICO,1068,6,-,-,-
LONGOBARDI,545,23,-,-,-
LONGOBUCCO,773,-,-,-,-
LUNGRO,357,6,-,-,-
LUZZI,2320,17,-,-,-
MAIERA',235,-,-,-,-
MALITO,189,-,-,-,-
MALVITO,336,8,-,-,-
MANDATORICCIO,545,-,-,-,-
MANGONE,508,-,-,-,-
MARANO MARCHESATO,1016,8,-,-,-
MARANO PRINCIPATO,744,-,-,-,-
MARZI,234,-,-,-,-
MENDICINO,2695,9,-,-,-
MONGRASSANO,480,6,-,-,-
MONTALTO UFFUGO,6907,28,-,-,-
MONTEGIORDANO,381,-,-,-,-
MORANO CALABRO,400,10,-,-,-
MORMANNO,270,11,-,-,-
MOTTAFOLLONE,184,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,155,-,-,-,-
ORSOMARSO,254,-,-,-,-
PALUDI,209,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3662,34,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,577,-,-,-,-
PATERNO CALABRO,410,-,-,-,-
PEDIVIGLIANO,211,-,-,-,-
PIANE CRATI,349,-,-,-,-
PIETRAFITTA,218,-,-,-,-
PIETRAPAOLA,281,-,-,-,-
PLATACI,89,-,-,-,-
PRAIA A MARE,1081,7,-,-,-
RENDE,11515,55,-,-,-
ROCCA IMPERIALE,364,-,-,-,-
ROGGIANO GRAVINA,1468,17,-,-,-
ROGLIANO,1462,11,-,-,-
ROSE,1147,8,-,-,-
ROSETO CAPO SPULICO,197,-,-,-,-
ROTA GRECA,241,-,-,-,-
ROVITO,509,-,-,-,-
SAN BASILE,133,-,-,-,-
SAN BENEDETTO ULLANO,280,-,-,-,-
SAN COSMO ALBANESE,186,6,-,-,-
SAN DEMETRIO CORONE,662,-,-,-,-
SAN DONATO DI NINEA,269,-,-,-,-
SAN FILI,538,6,-,-,-
SAN GIORGIO ALBANESE,378,6,-,-,-
SAN GIOVANNI IN FIORE,4119,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,512,-,-,-,-
SAN LUCIDO,1020,10,-,-,-
SAN MARCO ARGENTANO,1722,7,-,-,-
SAN MARTINO DI FINITA,254,-,-,-,-
SAN NICOLA ARCELLA,290,-,-,-,-
SAN PIETRO IN AMANTEA,129,-,-,-,-
SAN PIETRO IN GUARANO,1102,9,-,-,-
SAN SOSTI,397,7,-,-,-
SAN VINCENZO LA COSTA,666,-,-,-,-
SANGINETO,169,-,-,-,-
SANTA CATERINA ALBANESE,128,-,-,-,-
SANTA DOMENICA TALAO,78,-,-,-,-
SANTA MARIA DEL CEDRO,831,-,-,-,-
SANTA SOFIA D'EPIRO,315,7,-,-,-
SANT'AGATA DI ESARO,125,-,-,-,-
SANTO STEFANO DI ROGLIANO,636,-,-,-,-
SARACENA,866,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2233,8,-,-,-
SCIGLIANO,203,-,-,-,-
SERRA D'AIELLO,162,-,-,-,-
SPEZZANO ALBANESE,1296,21,-,-,-
SPEZZANO DELLA SILA,1049,14,-,-,-
TARSIA,425,-,-,-,-
TERRANOVA DA SIBARI,1012,13,-,-,-
TERRAVECCHIA,102,-,-,-,-
TORANO CASTELLO,975,20,-,-,-
TORTORA,898,9,-,-,-
TREBISACCE,1887,16,-,-,-
VACCARIZZO ALBANESE,247,-,-,-,-
VERBICARO,294,6,-,-,-
VILLAPIANA,854,-,-,-,-
ZUMPANO,822,-,-,-,-
