Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,224,-,-,-,-
ACQUAPPESA,431,-,-,-,-
ACRI,4501,43,-,-,-
AIELLO CALABRO,380,-,-,-,-
AIETA,78,-,-,-,-
ALBIDONA,412,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,221,-,-,-,-
ALTOMONTE,1044,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5340,27,-,-,-
AMENDOLARA,336,-,-,-,-
APRIGLIANO,681,13,-,-,-
BELMONTE CALABRO,527,-,-,-,-
BELSITO,276,-,-,-,-
BELVEDERE MARITTIMO,2086,11,-,-,-
BIANCHI,413,-,-,-,-
BISIGNANO,2389,23,-,-,-
BOCCHIGLIERO,153,7,-,-,-
BONIFATI,432,8,-,-,-
BUONVICINO,406,-,-,-,-
CALOPEZZATI,541,-,-,-,-
CALOVETO,395,-,-,-,-
CAMPANA,320,8,-,-,-
CANNA,161,-,-,-,-
CARIATI,1343,18,-,-,-
CAROLEI,929,-,-,-,-
CARPANZANO,32,-,-,-,-
CASALI DEL MANCO,3048,28,-,-,-
CASSANO ALLO IONIO,4626,32,-,-,-
CASTIGLIONE COSENTINO,1119,11,-,-,-
CASTROLIBERO,3081,21,-,-,-
CASTROREGIO,52,-,-,-,-
CASTROVILLARI,4984,38,-,-,-
CELICO,621,8,-,-,-
CELLARA,152,-,-,-,-
CERCHIARA DI CALABRIA,518,10,-,-,-
CERISANO,929,-,-,-,-
CERVICATI,209,-,-,-,-
CERZETO,366,-,-,-,-
CETRARO,2772,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,361,-,-,-,-
COLOSIMI,453,-,-,-,-
CORIGLIANO-ROSSANO,24977,182,-,-,-
COSENZA,22011,179,-,-,-
CROPALATI,268,-,-,-,-
CROSIA,2980,17,-,-,-
DIAMANTE,1018,9,-,-,-
DIPIGNANO,1491,12,-,-,-
DOMANICO,404,-,-,-,-
FAGNANO CASTELLO,501,6,-,-,-
FALCONARA ALBANESE,373,-,-,-,-
FIGLINE VEGLIATURO,406,-,-,-,-
FIRMO,384,6,-,-,-
FIUMEFREDDO BRUZIO,1077,-,-,-,-
FRANCAVILLA MARITTIMA,703,-,-,-,-
FRASCINETO,500,-,-,-,-
FUSCALDO,2156,9,-,-,-
GRIMALDI,499,-,-,-,-
GRISOLIA,527,-,-,-,-
GUARDIA PIEMONTESE,499,-,-,-,-
LAGO,736,-,-,-,-
LAINO BORGO,485,-,-,-,-
LAINO CASTELLO,189,-,-,-,-
LAPPANO,205,-,-,-,-
LATTARICO,1179,6,-,-,-
LONGOBARDI,623,24,-,-,-
LONGOBUCCO,828,6,-,-,-
LUNGRO,410,9,-,-,-
LUZZI,2546,17,-,-,-
MAIERA',283,-,-,-,-
MALITO,224,-,-,-,-
MALVITO,403,9,-,-,-
MANDATORICCIO,586,-,-,-,-
MANGONE,572,-,-,-,-
MARANO MARCHESATO,1156,8,-,-,-
MARANO PRINCIPATO,878,-,-,-,-
MARZI,266,-,-,-,-
MENDICINO,3099,14,-,-,-
MONGRASSANO,541,6,-,-,-
MONTALTO UFFUGO,7839,33,-,-,-
MONTEGIORDANO,427,-,-,-,-
MORANO CALABRO,533,11,-,-,-
MORMANNO,281,11,-,-,-
MOTTAFOLLONE,222,-,-,-,-
NOCARA,54,-,-,-,-
ORIOLO,159,-,-,-,-
ORSOMARSO,278,-,-,-,-
PALUDI,237,-,-,-,-
