Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,187,-,-,-,-
ACQUAPPESA,262,-,-,-,-
ACRI,3061,30,-,-,-
AIELLO CALABRO,257,-,-,-,-
AIETA,32,-,-,-,-
ALBIDONA,250,-,-,-,-
ALESSANDRIA DEL CARRETTO,33,-,-,-,-
ALTILIA,166,-,-,-,-
ALTOMONTE,752,-,-,-,-
ALTRA ASP,1003,12,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3593,24,-,-,-
AMENDOLARA,246,-,-,-,-
APRIGLIANO,499,10,-,-,-
BELMONTE CALABRO,318,-,-,-,-
BELSITO,205,-,-,-,-
BELVEDERE MARITTIMO,1365,10,-,-,-
BIANCHI,272,-,-,-,-
BISIGNANO,1750,17,-,-,-
BOCCHIGLIERO,125,7,-,-,-
BONIFATI,309,6,-,-,-
BUONVICINO,268,-,-,-,-
CALOPEZZATI,342,-,-,-,-
CALOVETO,296,-,-,-,-
CAMPANA,266,7,-,-,-
CANNA,75,-,-,-,-
CARIATI,1032,13,-,-,-
CAROLEI,561,-,-,-,-
CARPANZANO,16,-,-,-,-
CASALI DEL MANCO,2173,20,-,-,-
CASSANO ALLO IONIO,3257,29,-,-,-
CASTIGLIONE COSENTINO,703,8,-,-,-
CASTROLIBERO,2074,16,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3288,26,-,-,-
CELICO,461,7,-,-,-
CELLARA,97,-,-,-,-
CERCHIARA DI CALABRIA,337,-,-,-,-
CERISANO,584,-,-,-,-
CERVICATI,145,-,-,-,-
CERZETO,263,-,-,-,-
CETRARO,1864,20,-,-,-
CIVITA,55,-,-,-,-
CLETO,214,-,-,-,-
COLOSIMI,261,-,-,-,-
CORIGLIANO-ROSSANO,17537,156,-,-,-
COSENZA,15011,133,-,-,-
CROPALATI,181,-,-,-,-
CROSIA,2088,15,-,-,-
DIAMANTE,584,-,-,-,-
DIPIGNANO,956,8,-,-,-
DOMANICO,236,-,-,-,-
FAGNANO CASTELLO,358,-,-,-,-
FALCONARA ALBANESE,242,-,-,-,-
FIGLINE VEGLIATURO,296,-,-,-,-
FIRMO,245,-,-,-,-
FIUMEFREDDO BRUZIO,627,-,-,-,-
FRANCAVILLA MARITTIMA,507,-,-,-,-
FRASCINETO,348,-,-,-,-
FUSCALDO,1532,8,-,-,-
GRIMALDI,346,-,-,-,-
GRISOLIA,420,-,-,-,-
GUARDIA PIEMONTESE,282,-,-,-,-
LAGO,498,-,-,-,-
LAINO BORGO,356,-,-,-,-
LAINO CASTELLO,146,-,-,-,-
LAPPANO,155,-,-,-,-
LATTARICO,847,6,-,-,-
LONGOBARDI,412,20,-,-,-
LONGOBUCCO,601,-,-,-,-
LUNGRO,305,6,-,-,-
LUZZI,1855,16,-,-,-
MAIERA',184,-,-,-,-
MALITO,114,-,-,-,-
MALVITO,241,7,-,-,-
MANDATORICCIO,465,-,-,-,-
MANGONE,397,-,-,-,-
MARANO MARCHESATO,795,8,-,-,-
MARANO PRINCIPATO,581,-,-,-,-
MARZI,205,-,-,-,-
MENDICINO,2104,7,-,-,-
MONGRASSANO,385,-,-,-,-
MONTALTO UFFUGO,5374,22,-,-,-
MONTEGIORDANO,315,-,-,-,-
MORANO CALABRO,287,9,-,-,-
MORMANNO,227,8,-,-,-
MOTTAFOLLONE,139,-,-,-,-
NOCARA,36,-,-,-,-
ORIOLO,136,-,-,-,-
ORSOMARSO,208,-,-,-,-
PALUDI,149,-,-,-,-
PANETTIERI,36,-,-,-,-
PAOLA,2761,28,-,-,-
PAPASIDERO,34,-,-,-,-
PARENTI,503,-,-,-,-
PATERNO CALABRO,331,-,-,-,-
PEDIVIGLIANO,147,-,-,-,-
PIANE CRATI,292,-,-,-,-
PIETRAFITTA,169,-,-,-,-
PIETRAPAOLA,209,-,-,-,-
PLATACI,76,-,-,-,-
PRAIA A MARE,726,7,-,-,-
RENDE,8805,49,-,-,-
ROCCA IMPERIALE,332,-,-,-,-
ROGGIANO GRAVINA,1156,14,-,-,-
