Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,111,-,-,-,-
ACQUAPPESA,140,-,-,-,-
ACRI,1846,25,-,-,-
AIELLO CALABRO,97,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,144,-,-,-,-
ALESSANDRIA DEL CARRETTO,7,-,-,-,-
ALTILIA,84,-,-,-,-
ALTOMONTE,506,-,-,-,-
ALTRA ASP,847,9,-,-,-
ALTRA REGIONE,590,11,-,-,-
AMANTEA,1743,18,-,-,-
AMENDOLARA,135,-,-,-,-
APRIGLIANO,343,8,-,-,-
BELMONTE CALABRO,170,-,-,-,-
BELSITO,102,-,-,-,-
BELVEDERE MARITTIMO,702,8,-,-,-
BIANCHI,160,-,-,-,-
BISIGNANO,1262,17,-,-,-
BOCCHIGLIERO,113,7,-,-,-
BONIFATI,179,-,-,-,-
BUONVICINO,117,-,-,-,-
CALOPEZZATI,117,-,-,-,-
CALOVETO,166,-,-,-,-
CAMPANA,228,6,-,-,-
CANNA,45,-,-,-,-
CARIATI,639,12,-,-,-
CAROLEI,343,-,-,-,-
CARPANZANO,8,-,-,-,-
CASALI DEL MANCO,1360,18,-,-,-
CASSANO ALLO IONIO,2140,29,-,-,-
CASTIGLIONE COSENTINO,330,-,-,-,-
CASTROLIBERO,1302,12,-,-,-
CASTROREGIO,-,-,-,-,-
CASTROVILLARI,1944,23,-,-,-
CELICO,371,7,-,-,-
CELLARA,56,-,-,-,-
CERCHIARA DI CALABRIA,170,-,-,-,-
CERISANO,375,-,-,-,-
CERVICATI,86,-,-,-,-
CERZETO,171,-,-,-,-
CETRARO,1095,16,-,-,-
CIVITA,34,-,-,-,-
CLETO,97,-,-,-,-
COLOSIMI,154,-,-,-,-
CORIGLIANO-ROSSANO,11060,144,-,-,-
COSENZA,9477,110,-,-,-
CROPALATI,103,-,-,-,-
CROSIA,1247,13,-,-,-
DIAMANTE,249,-,-,-,-
DIPIGNANO,613,8,-,-,-
DOMANICO,149,-,-,-,-
FAGNANO CASTELLO,212,-,-,-,-
FALCONARA ALBANESE,136,-,-,-,-
FIGLINE VEGLIATURO,182,-,-,-,-
FIRMO,114,-,-,-,-
FIUMEFREDDO BRUZIO,280,-,-,-,-
FRANCAVILLA MARITTIMA,289,-,-,-,-
FRASCINETO,172,-,-,-,-
FUSCALDO,970,8,-,-,-
GRIMALDI,142,-,-,-,-
GRISOLIA,298,-,-,-,-
GUARDIA PIEMONTESE,159,-,-,-,-
LAGO,224,-,-,-,-
LAINO BORGO,179,-,-,-,-
LAINO CASTELLO,71,-,-,-,-
LAPPANO,107,-,-,-,-
LATTARICO,515,-,-,-,-
LONGOBARDI,194,17,-,-,-
LONGOBUCCO,380,-,-,-,-
LUNGRO,161,6,-,-,-
LUZZI,1138,13,-,-,-
MAIERA',77,-,-,-,-
MALITO,73,-,-,-,-
MALVITO,152,-,-,-,-
MANDATORICCIO,280,-,-,-,-
MANGONE,268,-,-,-,-
MARANO MARCHESATO,476,8,-,-,-
MARANO PRINCIPATO,361,-,-,-,-
MARZI,167,-,-,-,-
MENDICINO,1300,-,-,-,-
MONGRASSANO,231,-,-,-,-
MONTALTO UFFUGO,3203,22,-,-,-
MONTEGIORDANO,131,-,-,-,-
MORANO CALABRO,255,8,-,-,-
MORMANNO,172,7,-,-,-
MOTTAFOLLONE,73,-,-,-,-
NOCARA,31,-,-,-,-
ORIOLO,93,-,-,-,-
ORSOMARSO,103,-,-,-,-
PALUDI,73,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1329,19,-,-,-
PAPASIDERO,21,-,-,-,-
PARENTI,305,-,-,-,-
PATERNO CALABRO,211,-,-,-,-
PEDIVIGLIANO,93,-,-,-,-
PIANE CRATI,206,-,-,-,-
PIETRAFITTA,114,-,-,-,-
PIETRAPAOLA,114,-,-,-,-
PLATACI,45,-,-,-,-
PRAIA A MARE,405,7,-,-,-
RENDE,5276,44,-,-,-
ROCCA IMPERIALE,266,-,-,-,-
ROGGIANO GRAVINA,796,13,-,-,-
ROGLIANO,838,7,-,-,-
ROSE,590,8,-,-,-
ROSETO CAPO SPULICO,134,-,-,-,-
ROTA GRECA,73,-,-,-,-
ROVITO,342,-,-,-,-
SAN BASILE,57,-,-,-,-
SAN BENEDETTO ULLANO,199,-,-,-,-
SAN COSMO ALBANESE,109,6,-,-,-
SAN DEMETRIO CORONE,184,-,-,-,-
SAN DONATO DI NINEA,90,-,-,-,-
SAN FILI,236,-,-,-,-
SAN GIORGIO ALBANESE,92,-,-,-,-
SAN GIOVANNI IN FIORE,2432,31,-,-,-
SAN LORENZO BELLIZZI,26,-,-,-,-
SAN LORENZO DEL VALLO,255,-,-,-,-
SAN LUCIDO,563,8,-,-,-
SAN MARCO ARGENTANO,767,6,-,-,-
SAN MARTINO DI FINITA,103,-,-,-,-
SAN NICOLA ARCELLA,138,-,-,-,-
SAN PIETRO IN AMANTEA,38,-,-,-,-
SAN PIETRO IN GUARANO,403,7,-,-,-
SAN SOSTI,179,6,-,-,-
SAN VINCENZO LA COSTA,288,-,-,-,-
SANGINETO,105,-,-,-,-
SANTA CATERINA ALBANESE,52,-,-,-,-
