Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,208,-,-,-,-
ACQUAPPESA,374,-,-,-,-
ACRI,3988,35,-,-,-
AIELLO CALABRO,328,-,-,-,-
AIETA,68,-,-,-,-
ALBIDONA,374,-,-,-,-
ALESSANDRIA DEL CARRETTO,50,-,-,-,-
ALTILIA,193,-,-,-,-
ALTOMONTE,948,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,4617,25,-,-,-
AMENDOLARA,304,-,-,-,-
APRIGLIANO,600,10,-,-,-
BELMONTE CALABRO,418,-,-,-,-
BELSITO,256,-,-,-,-
BELVEDERE MARITTIMO,1780,10,-,-,-
BIANCHI,378,-,-,-,-
BISIGNANO,2137,21,-,-,-
BOCCHIGLIERO,143,7,-,-,-
BONIFATI,406,7,-,-,-
BUONVICINO,347,-,-,-,-
CALOPEZZATI,486,-,-,-,-
CALOVETO,372,-,-,-,-
CAMPANA,285,7,-,-,-
CANNA,139,-,-,-,-
CARIATI,1236,16,-,-,-
CAROLEI,793,-,-,-,-
CARPANZANO,28,-,-,-,-
CASALI DEL MANCO,2759,23,-,-,-
CASSANO ALLO IONIO,4139,30,-,-,-
CASTIGLIONE COSENTINO,933,9,-,-,-
CASTROLIBERO,2634,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4301,31,-,-,-
CELICO,579,8,-,-,-
CELLARA,129,-,-,-,-
CERCHIARA DI CALABRIA,462,9,-,-,-
CERISANO,792,-,-,-,-
CERVICATI,190,-,-,-,-
CERZETO,325,-,-,-,-
CETRARO,2435,24,-,-,-
CIVITA,66,-,-,-,-
CLETO,286,-,-,-,-
COLOSIMI,402,-,-,-,-
CORIGLIANO-ROSSANO,22614,164,-,-,-
COSENZA,19109,153,-,-,-
CROPALATI,240,-,-,-,-
CROSIA,2647,17,-,-,-
DIAMANTE,907,8,-,-,-
DIPIGNANO,1285,10,-,-,-
DOMANICO,338,-,-,-,-
FAGNANO CASTELLO,454,6,-,-,-
FALCONARA ALBANESE,315,-,-,-,-
FIGLINE VEGLIATURO,351,-,-,-,-
FIRMO,336,-,-,-,-
FIUMEFREDDO BRUZIO,891,-,-,-,-
FRANCAVILLA MARITTIMA,642,-,-,-,-
FRASCINETO,442,-,-,-,-
FUSCALDO,1949,8,-,-,-
GRIMALDI,434,-,-,-,-
GRISOLIA,493,-,-,-,-
GUARDIA PIEMONTESE,443,-,-,-,-
LAGO,629,-,-,-,-
LAINO BORGO,457,-,-,-,-
LAINO CASTELLO,182,-,-,-,-
LAPPANO,182,-,-,-,-
LATTARICO,1062,6,-,-,-
LONGOBARDI,541,23,-,-,-
LONGOBUCCO,770,-,-,-,-
LUNGRO,354,6,-,-,-
LUZZI,2305,17,-,-,-
MAIERA',233,-,-,-,-
MALITO,187,-,-,-,-
MALVITO,329,8,-,-,-
MANDATORICCIO,542,-,-,-,-
MANGONE,504,-,-,-,-
MARANO MARCHESATO,1007,8,-,-,-
MARANO PRINCIPATO,739,-,-,-,-
MARZI,233,-,-,-,-
MENDICINO,2671,9,-,-,-
MONGRASSANO,479,6,-,-,-
MONTALTO UFFUGO,6852,28,-,-,-
MONTEGIORDANO,381,-,-,-,-
MORANO CALABRO,392,10,-,-,-
MORMANNO,270,11,-,-,-
MOTTAFOLLONE,183,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,154,-,-,-,-
ORSOMARSO,254,-,-,-,-
PALUDI,202,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3626,32,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,576,-,-,-,-
PATERNO CALABRO,410,-,-,-,-
PEDIVIGLIANO,210,-,-,-,-
PIANE CRATI,347,-,-,-,-
PIETRAFITTA,217,-,-,-,-
PIETRAPAOLA,280,-,-,-,-
PLATACI,89,-,-,-,-
PRAIA A MARE,1078,7,-,-,-
RENDE,11423,54,-,-,-
ROCCA IMPERIALE,362,-,-,-,-
ROGGIANO GRAVINA,1463,17,-,-,-
ROGLIANO,1452,11,-,-,-
ROSE,1131,8,-,-,-
ROSETO CAPO SPULICO,197,-,-,-,-
ROTA GRECA,241,-,-,-,-
ROVITO,507,-,-,-,-
SAN BASILE,132,-,-,-,-
SAN BENEDETTO ULLANO,280,-,-,-,-
SAN COSMO ALBANESE,186,6,-,-,-
SAN DEMETRIO CORONE,659,-,-,-,-
SAN DONATO DI NINEA,269,-,-,-,-
SAN FILI,535,6,-,-,-
SAN GIORGIO ALBANESE,378,6,-,-,-
SAN GIOVANNI IN FIORE,4109,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,510,-,-,-,-
SAN LUCIDO,1017,9,-,-,-
SAN MARCO ARGENTANO,1708,7,-,-,-
SAN MARTINO DI FINITA,252,-,-,-,-
SAN NICOLA ARCELLA,289,-,-,-,-
SAN PIETRO IN AMANTEA,129,-,-,-,-
SAN PIETRO IN GUARANO,1099,9,-,-,-
SAN SOSTI,394,7,-,-,-
SAN VINCENZO LA COSTA,660,-,-,-,-
SANGINETO,169,-,-,-,-
SANTA CATERINA ALBANESE,128,-,-,-,-
SANTA DOMENICA TALAO,78,-,-,-,-
SANTA MARIA DEL CEDRO,827,-,-,-,-
SANTA SOFIA D'EPIRO,313,7,-,-,-
SANT'AGATA DI ESARO,125,-,-,-,-
