Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,196,-,-,-,-
ACQUAPPESA,287,-,-,-,-
ACRI,3294,33,-,-,-
AIELLO CALABRO,279,-,-,-,-
AIETA,40,-,-,-,-
ALBIDONA,256,-,-,-,-
ALESSANDRIA DEL CARRETTO,36,-,-,-,-
ALTILIA,176,-,-,-,-
ALTOMONTE,803,-,-,-,-
ALTRA ASP,1028,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3938,24,-,-,-
AMENDOLARA,267,-,-,-,-
APRIGLIANO,537,10,-,-,-
BELMONTE CALABRO,345,-,-,-,-
BELSITO,221,-,-,-,-
BELVEDERE MARITTIMO,1528,10,-,-,-
BIANCHI,287,-,-,-,-
BISIGNANO,1872,19,-,-,-
BOCCHIGLIERO,128,7,-,-,-
BONIFATI,351,7,-,-,-
BUONVICINO,283,-,-,-,-
CALOPEZZATI,413,-,-,-,-
CALOVETO,344,-,-,-,-
CAMPANA,278,7,-,-,-
CANNA,109,-,-,-,-
CARIATI,1132,13,-,-,-
CAROLEI,612,-,-,-,-
CARPANZANO,20,-,-,-,-
CASALI DEL MANCO,2371,20,-,-,-
CASSANO ALLO IONIO,3629,29,-,-,-
CASTIGLIONE COSENTINO,787,8,-,-,-
CASTROLIBERO,2244,17,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3662,27,-,-,-
CELICO,481,7,-,-,-
CELLARA,99,-,-,-,-
CERCHIARA DI CALABRIA,416,8,-,-,-
CERISANO,673,-,-,-,-
CERVICATI,155,-,-,-,-
CERZETO,288,-,-,-,-
CETRARO,2078,23,-,-,-
CIVITA,58,-,-,-,-
CLETO,225,-,-,-,-
COLOSIMI,296,-,-,-,-
CORIGLIANO-ROSSANO,19840,160,-,-,-
COSENZA,16268,141,-,-,-
CROPALATI,204,-,-,-,-
CROSIA,2366,15,-,-,-
DIAMANTE,706,-,-,-,-
DIPIGNANO,1057,8,-,-,-
DOMANICO,271,-,-,-,-
FAGNANO CASTELLO,398,6,-,-,-
FALCONARA ALBANESE,259,-,-,-,-
FIGLINE VEGLIATURO,329,-,-,-,-
FIRMO,286,-,-,-,-
FIUMEFREDDO BRUZIO,700,-,-,-,-
FRANCAVILLA MARITTIMA,566,-,-,-,-
FRASCINETO,401,-,-,-,-
FUSCALDO,1701,8,-,-,-
GRIMALDI,388,-,-,-,-
GRISOLIA,448,-,-,-,-
GUARDIA PIEMONTESE,330,-,-,-,-
LAGO,532,-,-,-,-
LAINO BORGO,401,-,-,-,-
LAINO CASTELLO,160,-,-,-,-
LAPPANO,163,-,-,-,-
LATTARICO,921,6,-,-,-
LONGOBARDI,467,21,-,-,-
LONGOBUCCO,677,-,-,-,-
LUNGRO,327,6,-,-,-
LUZZI,1991,17,-,-,-
MAIERA',193,-,-,-,-
MALITO,140,-,-,-,-
MALVITO,262,8,-,-,-
MANDATORICCIO,503,-,-,-,-
MANGONE,443,-,-,-,-
MARANO MARCHESATO,874,8,-,-,-
MARANO PRINCIPATO,645,-,-,-,-
MARZI,210,-,-,-,-
MENDICINO,2281,8,-,-,-
MONGRASSANO,411,-,-,-,-
MONTALTO UFFUGO,5939,24,-,-,-
MONTEGIORDANO,336,-,-,-,-
MORANO CALABRO,295,9,-,-,-
MORMANNO,232,9,-,-,-
MOTTAFOLLONE,148,-,-,-,-
NOCARA,40,-,-,-,-
ORIOLO,139,-,-,-,-
ORSOMARSO,228,-,-,-,-
PALUDI,172,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3100,31,-,-,-
PAPASIDERO,34,-,-,-,-
PARENTI,530,-,-,-,-
PATERNO CALABRO,355,-,-,-,-
PEDIVIGLIANO,175,-,-,-,-
PIANE CRATI,315,-,-,-,-
PIETRAFITTA,177,-,-,-,-
PIETRAPAOLA,242,-,-,-,-
PLATACI,79,-,-,-,-
PRAIA A MARE,897,7,-,-,-
RENDE,9652,52,-,-,-
ROCCA IMPERIALE,342,-,-,-,-
ROGGIANO GRAVINA,1268,15,-,-,-
ROGLIANO,1304,11,-,-,-
ROSE,1010,8,-,-,-
ROSETO CAPO SPULICO,160,-,-,-,-
ROTA GRECA,188,-,-,-,-
ROVITO,433,-,-,-,-
SAN BASILE,116,-,-,-,-
SAN BENEDETTO ULLANO,261,-,-,-,-
SAN COSMO ALBANESE,166,6,-,-,-
SAN DEMETRIO CORONE,567,-,-,-,-
SAN DONATO DI NINEA,221,-,-,-,-
SAN FILI,475,-,-,-,-
SAN GIORGIO ALBANESE,285,-,-,-,-
SAN GIOVANNI IN FIORE,3654,33,-,-,-
SAN LORENZO BELLIZZI,61,-,-,-,-
SAN LORENZO DEL VALLO,418,-,-,-,-
SAN LUCIDO,825,9,-,-,-
SAN MARCO ARGENTANO,1491,7,-,-,-
SAN MARTINO DI FINITA,189,-,-,-,-
SAN NICOLA ARCELLA,256,-,-,-,-
SAN PIETRO IN AMANTEA,117,-,-,-,-
SAN PIETRO IN GUARANO,899,9,-,-,-
SAN SOSTI,322,7,-,-,-
SAN VINCENZO LA COSTA,578,-,-,-,-
SANGINETO,154,-,-,-,-
SANTA CATERINA ALBANESE,106,-,-,-,-
SANTA DOMENICA TALAO,71,-,-,-,-
SANTA MARIA DEL CEDRO,761,-,-,-,-
SANTA SOFIA D'EPIRO,235,7,-,-,-
SANT'AGATA DI ESARO,121,-,-,-,-
SANTO STEFANO DI ROGLIANO,552,-,-,-,-
SARACENA,763,6,-,-,-
SCALA COELI,37,-,-,-,-
SCALEA,1995,8,-,-,-
SCIGLIANO,161,-,-,-,-
SERRA D'AIELLO,133,-,-,-,-
SPEZZANO ALBANESE,1106,18,-,-,-
SPEZZANO DELLA SILA,849,14,-,-,-
TARSIA,372,-,-,-,-
TERRANOVA DA SIBARI,917,12,-,-,-
TERRAVECCHIA,80,-,-,-,-
TORANO CASTELLO,882,20,-,-,-
TORTORA,733,8,-,-,-
TREBISACCE,1589,12,-,-,-
VACCARIZZO ALBANESE,207,-,-,-,-
VERBICARO,210,6,-,-,-
VILLAPIANA,753,-,-,-,-
ZUMPANO,733,-,-,-,-
