Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,214,-,-,-,-
ACQUAPPESA,404,-,-,-,-
ACRI,4232,36,-,-,-
AIELLO CALABRO,358,-,-,-,-
AIETA,74,-,-,-,-
ALBIDONA,406,-,-,-,-
ALESSANDRIA DEL CARRETTO,54,-,-,-,-
ALTILIA,216,-,-,-,-
ALTOMONTE,1014,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5012,26,-,-,-
AMENDOLARA,322,-,-,-,-
APRIGLIANO,640,11,-,-,-
BELMONTE CALABRO,492,-,-,-,-
BELSITO,269,-,-,-,-
BELVEDERE MARITTIMO,1949,10,-,-,-
BIANCHI,402,-,-,-,-
BISIGNANO,2308,21,-,-,-
BOCCHIGLIERO,146,7,-,-,-
BONIFATI,418,7,-,-,-
BUONVICINO,384,-,-,-,-
CALOPEZZATI,511,-,-,-,-
CALOVETO,381,-,-,-,-
CAMPANA,310,8,-,-,-
CANNA,144,-,-,-,-
CARIATI,1270,16,-,-,-
CAROLEI,858,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2920,25,-,-,-
CASSANO ALLO IONIO,4383,30,-,-,-
CASTIGLIONE COSENTINO,1013,10,-,-,-
CASTROLIBERO,2856,18,-,-,-
CASTROREGIO,48,-,-,-,-
CASTROVILLARI,4685,35,-,-,-
CELICO,608,8,-,-,-
CELLARA,142,-,-,-,-
CERCHIARA DI CALABRIA,492,10,-,-,-
CERISANO,883,-,-,-,-
CERVICATI,200,-,-,-,-
CERZETO,341,-,-,-,-
CETRARO,2580,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,329,-,-,-,-
COLOSIMI,430,-,-,-,-
CORIGLIANO-ROSSANO,23934,169,-,-,-
COSENZA,20735,164,-,-,-
CROPALATI,253,-,-,-,-
CROSIA,2784,17,-,-,-
