Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,214,-,-,-,-
ACQUAPPESA,405,-,-,-,-
ACRI,4241,36,-,-,-
AIELLO CALABRO,358,-,-,-,-
AIETA,74,-,-,-,-
ALBIDONA,408,-,-,-,-
ALESSANDRIA DEL CARRETTO,54,-,-,-,-
ALTILIA,216,-,-,-,-
ALTOMONTE,1015,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5022,26,-,-,-
AMENDOLARA,322,-,-,-,-
APRIGLIANO,640,11,-,-,-
BELMONTE CALABRO,497,-,-,-,-
BELSITO,269,-,-,-,-
BELVEDERE MARITTIMO,1951,10,-,-,-
BIANCHI,402,-,-,-,-
BISIGNANO,2311,21,-,-,-
BOCCHIGLIERO,146,7,-,-,-
BONIFATI,419,7,-,-,-
BUONVICINO,386,-,-,-,-
CALOPEZZATI,511,-,-,-,-
CALOVETO,381,-,-,-,-
CAMPANA,310,8,-,-,-
CANNA,144,-,-,-,-
CARIATI,1274,16,-,-,-
CAROLEI,862,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2923,25,-,-,-
CASSANO ALLO IONIO,4389,31,-,-,-
CASTIGLIONE COSENTINO,1015,11,-,-,-
CASTROLIBERO,2861,18,-,-,-
CASTROREGIO,48,-,-,-,-
CASTROVILLARI,4704,35,-,-,-
CELICO,608,8,-,-,-
CELLARA,142,-,-,-,-
CERCHIARA DI CALABRIA,492,10,-,-,-
CERISANO,883,-,-,-,-
CERVICATI,201,-,-,-,-
CERZETO,341,-,-,-,-
CETRARO,2582,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,334,-,-,-,-
COLOSIMI,431,-,-,-,-
CORIGLIANO-ROSSANO,23985,169,-,-,-
COSENZA,20782,164,-,-,-
CROPALATI,253,-,-,-,-
CROSIA,2791,17,-,-,-
DIAMANTE,968,8,-,-,-
DIPIGNANO,1408,12,-,-,-
DOMANICO,394,-,-,-,-
FAGNANO CASTELLO,481,6,-,-,-
FALCONARA ALBANESE,362,-,-,-,-
FIGLINE VEGLIATURO,380,-,-,-,-
FIRMO,364,6,-,-,-
FIUMEFREDDO BRUZIO,978,-,-,-,-
FRANCAVILLA MARITTIMA,680,-,-,-,-
FRASCINETO,479,-,-,-,-
FUSCALDO,2090,8,-,-,-
GRIMALDI,481,-,-,-,-
GRISOLIA,513,-,-,-,-
GUARDIA PIEMONTESE,478,-,-,-,-
LAGO,713,-,-,-,-
LAINO BORGO,472,-,-,-,-
LAINO CASTELLO,185,-,-,-,-
LAPPANO,194,-,-,-,-
LATTARICO,1141,6,-,-,-
LONGOBARDI,590,23,-,-,-
LONGOBUCCO,807,-,-,-,-
LUNGRO,384,7,-,-,-
LUZZI,2449,17,-,-,-
MAIERA',263,-,-,-,-
MALITO,212,-,-,-,-
MALVITO,377,9,-,-,-
MANDATORICCIO,572,-,-,-,-
MANGONE,546,-,-,-,-
MARANO MARCHESATO,1096,8,-,-,-
MARANO PRINCIPATO,825,-,-,-,-
MARZI,259,-,-,-,-
MENDICINO,2946,9,-,-,-
MONGRASSANO,520,6,-,-,-
MONTALTO UFFUGO,7418,29,-,-,-
MONTEGIORDANO,402,-,-,-,-
MORANO CALABRO,492,10,-,-,-
MORMANNO,277,11,-,-,-
MOTTAFOLLONE,213,-,-,-,-
NOCARA,51,-,-,-,-
ORIOLO,158,-,-,-,-
ORSOMARSO,261,-,-,-,-
PALUDI,233,-,-,-,-
PANETTIERI,39,-,-,-,-
PAOLA,3996,36,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,587,-,-,-,-
PATERNO CALABRO,449,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,386,-,-,-,-
PIETRAFITTA,229,-,-,-,-
PIETRAPAOLA,298,-,-,-,-
PLATACI,96,-,-,-,-
PRAIA A MARE,1181,7,-,-,-
RENDE,12588,59,-,-,-
ROCCA IMPERIALE,374,-,-,-,-
ROGGIANO GRAVINA,1550,18,-,-,-
ROGLIANO,1576,11,-,-,-
ROSE,1243,8,-,-,-
ROSETO CAPO SPULICO,201,-,-,-,-
ROTA GRECA,253,-,-,-,-
ROVITO,530,-,-,-,-
SAN BASILE,145,-,-,-,-
SAN BENEDETTO ULLANO,292,-,-,-,-
SAN COSMO ALBANESE,199,6,-,-,-
SAN DEMETRIO CORONE,723,-,-,-,-
SAN DONATO DI NINEA,291,-,-,-,-
SAN FILI,582,6,-,-,-
SAN GIORGIO ALBANESE,399,6,-,-,-
SAN GIOVANNI IN FIORE,4328,34,-,-,-
SAN LORENZO BELLIZZI,79,-,-,-,-
SAN LORENZO DEL VALLO,556,-,-,-,-
SAN LUCIDO,1151,11,-,-,-
SAN MARCO ARGENTANO,1859,7,-,-,-
SAN MARTINO DI FINITA,275,-,-,-,-
SAN NICOLA ARCELLA,306,-,-,-,-
SAN PIETRO IN AMANTEA,141,-,-,-,-
SAN PIETRO IN GUARANO,1224,10,-,-,-
SAN SOSTI,445,7,-,-,-
SAN VINCENZO LA COSTA,748,-,-,-,-
SANGINETO,175,-,-,-,-
SANTA CATERINA ALBANESE,132,-,-,-,-
SANTA DOMENICA TALAO,81,-,-,-,-
SANTA MARIA DEL CEDRO,874,-,-,-,-
SANTA SOFIA D'EPIRO,337,7,-,-,-
SANT'AGATA DI ESARO,133,-,-,-,-
SANTO STEFANO DI ROGLIANO,708,-,-,-,-
SARACENA,955,7,-,-,-
SCALA COELI,57,-,-,-,-
SCALEA,2346,8,-,-,-
SCIGLIANO,230,-,-,-,-
SERRA D'AIELLO,170,-,-,-,-
SPEZZANO ALBANESE,1372,21,-,-,-
SPEZZANO DELLA SILA,1095,16,-,-,-
TARSIA,474,-,-,-,-
TERRANOVA DA SIBARI,1077,14,-,-,-
TERRAVECCHIA,105,-,-,-,-
TORANO CASTELLO,1044,22,-,-,-
TORTORA,1005,9,-,-,-
TREBISACCE,2058,17,-,-,-
VACCARIZZO ALBANESE,262,-,-,-,-
VERBICARO,313,7,-,-,-
VILLAPIANA,897,-,-,-,-
ZUMPANO,857,-,-,-,-
