Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,141,-,-,-,-
ACQUAPPESA,175,-,-,-,-
ACRI,2198,27,-,-,-
AIELLO CALABRO,137,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,181,-,-,-,-
ALESSANDRIA DEL CARRETTO,14,-,-,-,-
ALTILIA,106,-,-,-,-
ALTOMONTE,598,-,-,-,-
ALTRA ASP,894,9,-,-,-
ALTRA REGIONE,597,11,-,-,-
AMANTEA,2362,20,-,-,-
AMENDOLARA,209,-,-,-,-
APRIGLIANO,411,10,-,-,-
BELMONTE CALABRO,222,-,-,-,-
BELSITO,163,-,-,-,-
BELVEDERE MARITTIMO,975,10,-,-,-
BIANCHI,220,-,-,-,-
BISIGNANO,1376,17,-,-,-
BOCCHIGLIERO,116,7,-,-,-
BONIFATI,210,-,-,-,-
BUONVICINO,173,-,-,-,-
CALOPEZZATI,203,-,-,-,-
CALOVETO,203,-,-,-,-
CAMPANA,234,6,-,-,-
CANNA,59,-,-,-,-
CARIATI,771,12,-,-,-
CAROLEI,411,-,-,-,-
CARPANZANO,12,-,-,-,-
CASALI DEL MANCO,1663,20,-,-,-
CASSANO ALLO IONIO,2490,29,-,-,-
CASTIGLIONE COSENTINO,456,-,-,-,-
CASTROLIBERO,1563,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2387,24,-,-,-
CELICO,418,7,-,-,-
CELLARA,78,-,-,-,-
CERCHIARA DI CALABRIA,224,-,-,-,-
CERISANO,449,-,-,-,-
CERVICATI,108,-,-,-,-
CERZETO,215,-,-,-,-
CETRARO,1432,19,-,-,-
CIVITA,42,-,-,-,-
CLETO,115,-,-,-,-
COLOSIMI,177,-,-,-,-
CORIGLIANO-ROSSANO,13388,148,-,-,-
COSENZA,11367,119,-,-,-
CROPALATI,133,-,-,-,-
CROSIA,1447,13,-,-,-
DIAMANTE,312,-,-,-,-
DIPIGNANO,747,8,-,-,-
DOMANICO,168,-,-,-,-
FAGNANO CASTELLO,288,-,-,-,-
FALCONARA ALBANESE,204,-,-,-,-
FIGLINE VEGLIATURO,216,-,-,-,-
FIRMO,164,-,-,-,-
FIUMEFREDDO BRUZIO,453,-,-,-,-
FRANCAVILLA MARITTIMA,356,-,-,-,-
FRASCINETO,250,-,-,-,-
FUSCALDO,1171,8,-,-,-
GRIMALDI,187,-,-,-,-
GRISOLIA,337,-,-,-,-
GUARDIA PIEMONTESE,174,-,-,-,-
LAGO,319,-,-,-,-
LAINO BORGO,240,-,-,-,-
LAINO CASTELLO,109,-,-,-,-
LAPPANO,121,-,-,-,-
LATTARICO,615,-,-,-,-
LONGOBARDI,255,17,-,-,-
LONGOBUCCO,430,-,-,-,-
LUNGRO,213,6,-,-,-
LUZZI,1376,14,-,-,-
MAIERA',97,-,-,-,-
MALITO,77,-,-,-,-
MALVITO,171,-,-,-,-
MANDATORICCIO,412,-,-,-,-
MANGONE,304,-,-,-,-
MARANO MARCHESATO,564,8,-,-,-
MARANO PRINCIPATO,424,-,-,-,-
MARZI,180,-,-,-,-
MENDICINO,1558,6,-,-,-
MONGRASSANO,290,-,-,-,-
MONTALTO UFFUGO,3948,22,-,-,-
MONTEGIORDANO,201,-,-,-,-
MORANO CALABRO,261,9,-,-,-
MORMANNO,187,8,-,-,-
MOTTAFOLLONE,94,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,112,-,-,-,-
ORSOMARSO,148,-,-,-,-
PALUDI,102,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1854,23,-,-,-
PAPASIDERO,29,-,-,-,-
PARENTI,377,-,-,-,-
PATERNO CALABRO,273,-,-,-,-
PEDIVIGLIANO,106,-,-,-,-
PIANE CRATI,241,-,-,-,-
PIETRAFITTA,148,-,-,-,-
PIETRAPAOLA,151,-,-,-,-
PLATACI,59,-,-,-,-
PRAIA A MARE,456,7,-,-,-
RENDE,6456,45,-,-,-
ROCCA IMPERIALE,282,-,-,-,-
ROGGIANO GRAVINA,973,13,-,-,-
ROGLIANO,972,8,-,-,-
ROSE,692,8,-,-,-
ROSETO CAPO SPULICO,142,-,-,-,-
ROTA GRECA,130,-,-,-,-
ROVITO,363,-,-,-,-
SAN BASILE,68,-,-,-,-
SAN BENEDETTO ULLANO,215,-,-,-,-
SAN COSMO ALBANESE,127,6,-,-,-
SAN DEMETRIO CORONE,288,-,-,-,-
SAN DONATO DI NINEA,141,-,-,-,-
SAN FILI,355,-,-,-,-
SAN GIORGIO ALBANESE,125,-,-,-,-
SAN GIOVANNI IN FIORE,2785,31,-,-,-
SAN LORENZO BELLIZZI,34,-,-,-,-
SAN LORENZO DEL VALLO,299,-,-,-,-
SAN LUCIDO,674,8,-,-,-
SAN MARCO ARGENTANO,1020,7,-,-,-
SAN MARTINO DI FINITA,125,-,-,-,-
SAN NICOLA ARCELLA,190,-,-,-,-
SAN PIETRO IN AMANTEA,47,-,-,-,-
SAN PIETRO IN GUARANO,534,8,-,-,-
SAN SOSTI,215,7,-,-,-
SAN VINCENZO LA COSTA,350,-,-,-,-
SANGINETO,117,-,-,-,-
SANTA CATERINA ALBANESE,68,-,-,-,-
SANTA DOMENICA TALAO,50,-,-,-,-
SANTA MARIA DEL CEDRO,543,-,-,-,-
SANTA SOFIA D'EPIRO,168,7,-,-,-
SANT'AGATA DI ESARO,106,-,-,-,-
SANTO STEFANO DI ROGLIANO,390,-,-,-,-
SARACENA,501,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1213,8,-,-,-
SCIGLIANO,100,-,-,-,-
SERRA D'AIELLO,86,-,-,-,-
SPEZZANO ALBANESE,840,16,-,-,-
SPEZZANO DELLA SILA,647,12,-,-,-
TARSIA,193,-,-,-,-
TERRANOVA DA SIBARI,801,12,-,-,-
TERRAVECCHIA,44,-,-,-,-
TORANO CASTELLO,659,19,-,-,-
TORTORA,438,7,-,-,-
TREBISACCE,942,11,-,-,-
VACCARIZZO ALBANESE,130,-,-,-,-
VERBICARO,191,6,-,-,-
VILLAPIANA,554,-,-,-,-
ZUMPANO,553,-,-,-,-
