Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,207,-,-,-,-
ACQUAPPESA,349,-,-,-,-
ACRI,3790,34,-,-,-
AIELLO CALABRO,321,-,-,-,-
AIETA,67,-,-,-,-
ALBIDONA,363,-,-,-,-
ALESSANDRIA DEL CARRETTO,48,-,-,-,-
ALTILIA,185,-,-,-,-
ALTOMONTE,890,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,4468,25,-,-,-
AMENDOLARA,291,-,-,-,-
APRIGLIANO,581,10,-,-,-
BELMONTE CALABRO,398,-,-,-,-
BELSITO,252,-,-,-,-
BELVEDERE MARITTIMO,1725,10,-,-,-
BIANCHI,373,-,-,-,-
BISIGNANO,2059,20,-,-,-
BOCCHIGLIERO,138,7,-,-,-
BONIFATI,396,7,-,-,-
BUONVICINO,328,-,-,-,-
CALOPEZZATI,482,-,-,-,-
CALOVETO,363,-,-,-,-
CAMPANA,284,7,-,-,-
CANNA,138,-,-,-,-
CARIATI,1222,16,-,-,-
CAROLEI,724,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2618,22,-,-,-
CASSANO ALLO IONIO,3973,30,-,-,-
CASTIGLIONE COSENTINO,864,8,-,-,-
CASTROLIBERO,2494,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4102,31,-,-,-
CELICO,552,7,-,-,-
CELLARA,121,-,-,-,-
CERCHIARA DI CALABRIA,459,9,-,-,-
CERISANO,743,-,-,-,-
CERVICATI,173,-,-,-,-
CERZETO,317,-,-,-,-
CETRARO,2371,24,-,-,-
CIVITA,64,-,-,-,-
CLETO,272,-,-,-,-
COLOSIMI,385,-,-,-,-
CORIGLIANO-ROSSANO,21880,164,-,-,-
COSENZA,17909,150,-,-,-
CROPALATI,233,-,-,-,-
CROSIA,2578,17,-,-,-
DIAMANTE,879,7,-,-,-
DIPIGNANO,1190,10,-,-,-
DOMANICO,319,-,-,-,-
FAGNANO CASTELLO,437,6,-,-,-
FALCONARA ALBANESE,289,-,-,-,-
FIGLINE VEGLIATURO,346,-,-,-,-
FIRMO,332,-,-,-,-
FIUMEFREDDO BRUZIO,814,-,-,-,-
FRANCAVILLA MARITTIMA,635,-,-,-,-
FRASCINETO,426,-,-,-,-
FUSCALDO,1879,8,-,-,-
GRIMALDI,406,-,-,-,-
GRISOLIA,479,-,-,-,-
GUARDIA PIEMONTESE,420,-,-,-,-
LAGO,605,-,-,-,-
LAINO BORGO,442,-,-,-,-
LAINO CASTELLO,175,-,-,-,-
LAPPANO,175,-,-,-,-
LATTARICO,1026,6,-,-,-
LONGOBARDI,517,23,-,-,-
LONGOBUCCO,754,-,-,-,-
LUNGRO,350,6,-,-,-
LUZZI,2191,17,-,-,-
MAIERA',220,-,-,-,-
MALITO,154,-,-,-,-
MALVITO,303,8,-,-,-
MANDATORICCIO,536,-,-,-,-
MANGONE,487,-,-,-,-
MARANO MARCHESATO,949,8,-,-,-
MARANO PRINCIPATO,697,-,-,-,-
MARZI,227,-,-,-,-
MENDICINO,2508,9,-,-,-
MONGRASSANO,448,6,-,-,-
MONTALTO UFFUGO,6528,26,-,-,-
MONTEGIORDANO,376,-,-,-,-
MORANO CALABRO,324,10,-,-,-
MORMANNO,267,10,-,-,-
MOTTAFOLLONE,175,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,153,-,-,-,-
ORSOMARSO,250,-,-,-,-
PALUDI,197,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3489,32,-,-,-
PAPASIDERO,38,-,-,-,-
PARENTI,571,-,-,-,-
PATERNO CALABRO,381,-,-,-,-
PEDIVIGLIANO,205,-,-,-,-
PIANE CRATI,330,-,-,-,-
PIETRAFITTA,202,-,-,-,-
PIETRAPAOLA,276,-,-,-,-
PLATACI,87,-,-,-,-
PRAIA A MARE,1044,7,-,-,-
RENDE,10614,54,-,-,-
ROCCA IMPERIALE,358,-,-,-,-
ROGGIANO GRAVINA,1403,17,-,-,-
ROGLIANO,1390,11,-,-,-
ROSE,1092,8,-,-,-
ROSETO CAPO SPULICO,196,-,-,-,-
ROTA GRECA,221,-,-,-,-
ROVITO,483,-,-,-,-
SAN BASILE,124,-,-,-,-
SAN BENEDETTO ULLANO,274,-,-,-,-
SAN COSMO ALBANESE,183,6,-,-,-
SAN DEMETRIO CORONE,644,-,-,-,-
SAN DONATO DI NINEA,260,-,-,-,-
SAN FILI,516,6,-,-,-
SAN GIORGIO ALBANESE,350,6,-,-,-
SAN GIOVANNI IN FIORE,4044,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,477,-,-,-,-
SAN LUCIDO,972,9,-,-,-
SAN MARCO ARGENTANO,1626,7,-,-,-
SAN MARTINO DI FINITA,226,-,-,-,-
SAN NICOLA ARCELLA,280,-,-,-,-
SAN PIETRO IN AMANTEA,124,-,-,-,-
SAN PIETRO IN GUARANO,1034,9,-,-,-
SAN SOSTI,380,7,-,-,-
SAN VINCENZO LA COSTA,627,-,-,-,-
SANGINETO,165,-,-,-,-
SANTA CATERINA ALBANESE,114,-,-,-,-
SANTA DOMENICA TALAO,78,-,-,-,-
SANTA MARIA DEL CEDRO,803,-,-,-,-
SANTA SOFIA D'EPIRO,278,7,-,-,-
SANT'AGATA DI ESARO,124,-,-,-,-
SANTO STEFANO DI ROGLIANO,598,-,-,-,-
SARACENA,849,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2183,8,-,-,-
SCIGLIANO,175,-,-,-,-
SERRA D'AIELLO,161,-,-,-,-
SPEZZANO ALBANESE,1243,20,-,-,-
