Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,223,-,-,-,-
ACQUAPPESA,426,-,-,-,-
ACRI,4469,42,-,-,-
AIELLO CALABRO,376,-,-,-,-
AIETA,77,-,-,-,-
ALBIDONA,412,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,221,-,-,-,-
ALTOMONTE,1041,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5277,27,-,-,-
AMENDOLARA,335,-,-,-,-
APRIGLIANO,673,13,-,-,-
BELMONTE CALABRO,522,-,-,-,-
BELSITO,276,-,-,-,-
BELVEDERE MARITTIMO,2062,11,-,-,-
BIANCHI,411,-,-,-,-
BISIGNANO,2377,22,-,-,-
BOCCHIGLIERO,153,7,-,-,-
BONIFATI,430,8,-,-,-
BUONVICINO,404,-,-,-,-
CALOPEZZATI,536,-,-,-,-
CALOVETO,395,-,-,-,-
CAMPANA,319,8,-,-,-
CANNA,160,-,-,-,-
CARIATI,1340,18,-,-,-
CAROLEI,923,-,-,-,-
CARPANZANO,32,-,-,-,-
CASALI DEL MANCO,3028,26,-,-,-
CASSANO ALLO IONIO,4603,32,-,-,-
CASTIGLIONE COSENTINO,1093,11,-,-,-
CASTROLIBERO,3049,21,-,-,-
CASTROREGIO,52,-,-,-,-
CASTROVILLARI,4935,38,-,-,-
CELICO,616,8,-,-,-
CELLARA,151,-,-,-,-
CERCHIARA DI CALABRIA,517,10,-,-,-
CERISANO,925,-,-,-,-
CERVICATI,208,-,-,-,-
CERZETO,364,-,-,-,-
CETRARO,2746,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,360,-,-,-,-
COLOSIMI,447,-,-,-,-
CORIGLIANO-ROSSANO,24881,180,-,-,-
COSENZA,21828,175,-,-,-
CROPALATI,268,-,-,-,-
CROSIA,2972,17,-,-,-
DIAMANTE,1013,9,-,-,-
DIPIGNANO,1480,12,-,-,-
DOMANICO,402,-,-,-,-
FAGNANO CASTELLO,497,6,-,-,-
FALCONARA ALBANESE,372,-,-,-,-
FIGLINE VEGLIATURO,404,-,-,-,-
FIRMO,382,6,-,-,-
FIUMEFREDDO BRUZIO,1063,-,-,-,-
FRANCAVILLA MARITTIMA,700,-,-,-,-
FRASCINETO,497,-,-,-,-
FUSCALDO,2146,9,-,-,-
GRIMALDI,498,-,-,-,-
GRISOLIA,525,-,-,-,-
GUARDIA PIEMONTESE,497,-,-,-,-
LAGO,735,-,-,-,-
LAINO BORGO,480,-,-,-,-
LAINO CASTELLO,189,-,-,-,-
LAPPANO,197,-,-,-,-
LATTARICO,1171,6,-,-,-
LONGOBARDI,622,24,-,-,-
LONGOBUCCO,826,-,-,-,-
LUNGRO,407,9,-,-,-
LUZZI,2523,17,-,-,-
MAIERA',281,-,-,-,-
MALITO,222,-,-,-,-
MALVITO,401,9,-,-,-
MANDATORICCIO,586,-,-,-,-
MANGONE,565,-,-,-,-
MARANO MARCHESATO,1145,8,-,-,-
MARANO PRINCIPATO,871,-,-,-,-
MARZI,266,-,-,-,-
MENDICINO,3081,14,-,-,-
MONGRASSANO,537,6,-,-,-
MONTALTO UFFUGO,7785,33,-,-,-
MONTEGIORDANO,423,-,-,-,-
MORANO CALABRO,526,11,-,-,-
MORMANNO,280,11,-,-,-
MOTTAFOLLONE,222,-,-,-,-
NOCARA,54,-,-,-,-
ORIOLO,159,-,-,-,-
ORSOMARSO,275,-,-,-,-
PALUDI,237,-,-,-,-
PANETTIERI,39,-,-,-,-
PAOLA,4129,36,-,-,-
PAPASIDERO,42,-,-,-,-
PARENTI,593,-,-,-,-
PATERNO CALABRO,462,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,407,-,-,-,-
PIETRAFITTA,234,-,-,-,-
PIETRAPAOLA,313,-,-,-,-
PLATACI,96,-,-,-,-
PRAIA A MARE,1222,7,-,-,-
RENDE,13344,64,-,-,-
ROCCA IMPERIALE,378,-,-,-,-
ROGGIANO GRAVINA,1582,19,-,-,-
ROGLIANO,1630,12,-,-,-
ROSE,1284,9,-,-,-
ROSETO CAPO SPULICO,208,-,-,-,-
ROTA GRECA,264,-,-,-,-
ROVITO,546,-,-,-,-
SAN BASILE,152,-,-,-,-
SAN BENEDETTO ULLANO,301,-,-,-,-
SAN COSMO ALBANESE,203,6,-,-,-
SAN DEMETRIO CORONE,759,-,-,-,-
SAN DONATO DI NINEA,307,-,-,-,-
SAN FILI,627,6,-,-,-
SAN GIORGIO ALBANESE,410,6,-,-,-
SAN GIOVANNI IN FIORE,4402,34,-,-,-
SAN LORENZO BELLIZZI,81,-,-,-,-
SAN LORENZO DEL VALLO,571,-,-,-,-
SAN LUCIDO,1186,11,-,-,-
SAN MARCO ARGENTANO,1933,7,-,-,-
SAN MARTINO DI FINITA,283,-,-,-,-
SAN NICOLA ARCELLA,320,-,-,-,-
SAN PIETRO IN AMANTEA,150,-,-,-,-
SAN PIETRO IN GUARANO,1289,12,-,-,-
SAN SOSTI,457,7,-,-,-
SAN VINCENZO LA COSTA,788,-,-,-,-
SANGINETO,178,-,-,-,-
SANTA CATERINA ALBANESE,136,-,-,-,-
SANTA DOMENICA TALAO,83,-,-,-,-
SANTA MARIA DEL CEDRO,889,-,-,-,-
SANTA SOFIA D'EPIRO,357,7,-,-,-
SANT'AGATA DI ESARO,135,-,-,-,-
SANTO STEFANO DI ROGLIANO,731,-,-,-,-
SARACENA,984,9,-,-,-
SCALA COELI,69,6,-,-,-
SCALEA,2415,10,-,-,-
SCIGLIANO,242,-,-,-,-
SERRA D'AIELLO,181,-,-,-,-
SPEZZANO ALBANESE,1394,23,-,-,-
SPEZZANO DELLA SILA,1120,16,-,-,-
TARSIA,496,-,-,-,-
TERRANOVA DA SIBARI,1093,14,-,-,-
TERRAVECCHIA,119,-,-,-,-
TORANO CASTELLO,1068,22,-,-,-
TORTORA,1046,9,-,-,-
TREBISACCE,2127,18,-,-,-
VACCARIZZO ALBANESE,276,-,-,-,-
VERBICARO,325,7,-,-,-
VILLAPIANA,929,-,-,-,-
ZUMPANO,897,-,-,-,-
