Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,211,-,-,-,-
ACQUAPPESA,398,-,-,-,-
ACRI,4172,36,-,-,-
AIELLO CALABRO,345,-,-,-,-
AIETA,68,-,-,-,-
ALBIDONA,381,-,-,-,-
ALESSANDRIA DEL CARRETTO,51,-,-,-,-
ALTILIA,211,-,-,-,-
ALTOMONTE,994,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4789,25,-,-,-
AMENDOLARA,317,-,-,-,-
APRIGLIANO,623,10,-,-,-
BELMONTE CALABRO,445,-,-,-,-
BELSITO,266,-,-,-,-
BELVEDERE MARITTIMO,1890,10,-,-,-
BIANCHI,392,-,-,-,-
BISIGNANO,2223,21,-,-,-
BOCCHIGLIERO,145,7,-,-,-
BONIFATI,415,7,-,-,-
BUONVICINO,369,-,-,-,-
CALOPEZZATI,495,-,-,-,-
CALOVETO,378,-,-,-,-
CAMPANA,308,7,-,-,-
CANNA,142,-,-,-,-
CARIATI,1245,16,-,-,-
CAROLEI,841,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2860,25,-,-,-
CASSANO ALLO IONIO,4296,30,-,-,-
CASTIGLIONE COSENTINO,1000,10,-,-,-
CASTROLIBERO,2774,18,-,-,-
CASTROREGIO,47,-,-,-,-
CASTROVILLARI,4519,34,-,-,-
CELICO,602,8,-,-,-
CELLARA,134,-,-,-,-
CERCHIARA DI CALABRIA,482,10,-,-,-
CERISANO,842,-,-,-,-
CERVICATI,195,-,-,-,-
CERZETO,335,-,-,-,-
CETRARO,2560,25,-,-,-
CIVITA,69,-,-,-,-
CLETO,297,-,-,-,-
COLOSIMI,413,-,-,-,-
CORIGLIANO-ROSSANO,23339,166,-,-,-
COSENZA,20192,161,-,-,-
CROPALATI,250,-,-,-,-
CROSIA,2717,17,-,-,-
DIAMANTE,944,8,-,-,-
DIPIGNANO,1360,12,-,-,-
DOMANICO,391,-,-,-,-
FAGNANO CASTELLO,472,6,-,-,-
FALCONARA ALBANESE,346,-,-,-,-
FIGLINE VEGLIATURO,373,-,-,-,-
FIRMO,355,-,-,-,-
FIUMEFREDDO BRUZIO,948,-,-,-,-
FRANCAVILLA MARITTIMA,672,-,-,-,-
FRASCINETO,473,-,-,-,-
FUSCALDO,2037,8,-,-,-
GRIMALDI,475,-,-,-,-
GRISOLIA,506,-,-,-,-
GUARDIA PIEMONTESE,469,-,-,-,-
LAGO,677,-,-,-,-
LAINO BORGO,469,-,-,-,-
LAINO CASTELLO,185,-,-,-,-
LAPPANO,187,-,-,-,-
LATTARICO,1113,6,-,-,-
LONGOBARDI,573,23,-,-,-
LONGOBUCCO,792,-,-,-,-
LUNGRO,374,6,-,-,-
LUZZI,2389,17,-,-,-
MAIERA',246,-,-,-,-
MALITO,206,-,-,-,-
MALVITO,360,8,-,-,-
MANDATORICCIO,559,-,-,-,-
MANGONE,529,-,-,-,-
MARANO MARCHESATO,1052,8,-,-,-
MARANO PRINCIPATO,800,-,-,-,-
MARZI,246,-,-,-,-
MENDICINO,2863,9,-,-,-
MONGRASSANO,502,6,-,-,-
MONTALTO UFFUGO,7215,29,-,-,-
MONTEGIORDANO,397,-,-,-,-
MORANO CALABRO,450,10,-,-,-
MORMANNO,275,11,-,-,-
MOTTAFOLLONE,196,-,-,-,-
NOCARA,49,-,-,-,-
ORIOLO,157,-,-,-,-
ORSOMARSO,260,-,-,-,-
PALUDI,228,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3905,35,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,582,-,-,-,-
PATERNO CALABRO,437,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,371,-,-,-,-
PIETRAFITTA,221,-,-,-,-
PIETRAPAOLA,291,-,-,-,-
PLATACI,95,-,-,-,-
PRAIA A MARE,1149,7,-,-,-
RENDE,12133,57,-,-,-
ROCCA IMPERIALE,373,-,-,-,-
ROGGIANO GRAVINA,1524,17,-,-,-
ROGLIANO,1538,11,-,-,-
ROSE,1221,8,-,-,-
ROSETO CAPO SPULICO,200,-,-,-,-
ROTA GRECA,250,-,-,-,-
ROVITO,521,-,-,-,-
SAN BASILE,138,-,-,-,-
SAN BENEDETTO ULLANO,289,-,-,-,-
SAN COSMO ALBANESE,199,6,-,-,-
SAN DEMETRIO CORONE,686,-,-,-,-
SAN DONATO DI NINEA,286,-,-,-,-
SAN FILI,575,6,-,-,-
SAN GIORGIO ALBANESE,396,6,-,-,-
SAN GIOVANNI IN FIORE,4215,34,-,-,-
SAN LORENZO BELLIZZI,79,-,-,-,-
SAN LORENZO DEL VALLO,542,-,-,-,-
SAN LUCIDO,1123,10,-,-,-
SAN MARCO ARGENTANO,1801,7,-,-,-
SAN MARTINO DI FINITA,261,-,-,-,-
SAN NICOLA ARCELLA,299,-,-,-,-
SAN PIETRO IN AMANTEA,131,-,-,-,-
SAN PIETRO IN GUARANO,1170,10,-,-,-
SAN SOSTI,440,7,-,-,-
SAN VINCENZO LA COSTA,712,-,-,-,-
SANGINETO,171,-,-,-,-
SANTA CATERINA ALBANESE,132,-,-,-,-
SANTA DOMENICA TALAO,80,-,-,-,-
SANTA MARIA DEL CEDRO,858,-,-,-,-
SANTA SOFIA D'EPIRO,326,7,-,-,-
SANT'AGATA DI ESARO,129,-,-,-,-
SANTO STEFANO DI ROGLIANO,674,-,-,-,-
SARACENA,925,6,-,-,-
SCALA COELI,42,-,-,-,-
SCALEA,2314,8,-,-,-
SCIGLIANO,224,-,-,-,-
SERRA D'AIELLO,166,-,-,-,-
SPEZZANO ALBANESE,1345,21,-,-,-
SPEZZANO DELLA SILA,1083,16,-,-,-
TARSIA,442,-,-,-,-
TERRANOVA DA SIBARI,1057,13,-,-,-
TERRAVECCHIA,103,-,-,-,-
TORANO CASTELLO,1016,20,-,-,-
TORTORA,969,9,-,-,-
TREBISACCE,1984,16,-,-,-
VACCARIZZO ALBANESE,255,-,-,-,-
VERBICARO,305,6,-,-,-
VILLAPIANA,875,-,-,-,-
ZUMPANO,843,-,-,-,-
