Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,191,-,-,-,-
ACQUAPPESA,268,-,-,-,-
ACRI,3138,31,-,-,-
AIELLO CALABRO,271,-,-,-,-
AIETA,38,-,-,-,-
ALBIDONA,252,-,-,-,-
ALESSANDRIA DEL CARRETTO,33,-,-,-,-
ALTILIA,168,-,-,-,-
ALTOMONTE,771,-,-,-,-
ALTRA ASP,1019,13,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3755,24,-,-,-
AMENDOLARA,255,-,-,-,-
APRIGLIANO,519,10,-,-,-
BELMONTE CALABRO,335,-,-,-,-
BELSITO,210,-,-,-,-
BELVEDERE MARITTIMO,1430,10,-,-,-
BIANCHI,274,-,-,-,-
BISIGNANO,1798,17,-,-,-
BOCCHIGLIERO,127,7,-,-,-
BONIFATI,334,6,-,-,-
BUONVICINO,279,-,-,-,-
CALOPEZZATI,373,-,-,-,-
CALOVETO,319,-,-,-,-
CAMPANA,271,7,-,-,-
CANNA,80,-,-,-,-
CARIATI,1076,13,-,-,-
CAROLEI,584,-,-,-,-
CARPANZANO,19,-,-,-,-
CASALI DEL MANCO,2260,20,-,-,-
CASSANO ALLO IONIO,3441,29,-,-,-
CASTIGLIONE COSENTINO,741,8,-,-,-
CASTROLIBERO,2149,16,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3440,26,-,-,-
CELICO,469,7,-,-,-
CELLARA,98,-,-,-,-
CERCHIARA DI CALABRIA,369,6,-,-,-
CERISANO,617,-,-,-,-
CERVICATI,149,-,-,-,-
CERZETO,270,-,-,-,-
CETRARO,1982,21,-,-,-
CIVITA,55,-,-,-,-
CLETO,220,-,-,-,-
COLOSIMI,281,-,-,-,-
CORIGLIANO-ROSSANO,18492,157,-,-,-
COSENZA,15582,135,-,-,-
CROPALATI,193,-,-,-,-
CROSIA,2209,15,-,-,-
DIAMANTE,634,-,-,-,-
DIPIGNANO,995,8,-,-,-
DOMANICO,250,-,-,-,-
FAGNANO CASTELLO,382,6,-,-,-
FALCONARA ALBANESE,251,-,-,-,-
FIGLINE VEGLIATURO,306,-,-,-,-
FIRMO,264,-,-,-,-
FIUMEFREDDO BRUZIO,662,-,-,-,-
