Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,210,-,-,-,-
ACQUAPPESA,375,-,-,-,-
ACRI,4024,35,-,-,-
AIELLO CALABRO,333,-,-,-,-
AIETA,68,-,-,-,-
ALBIDONA,378,-,-,-,-
ALESSANDRIA DEL CARRETTO,50,-,-,-,-
ALTILIA,198,-,-,-,-
ALTOMONTE,953,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,4643,25,-,-,-
AMENDOLARA,309,-,-,-,-
APRIGLIANO,603,10,-,-,-
BELMONTE CALABRO,422,-,-,-,-
BELSITO,256,-,-,-,-
BELVEDERE MARITTIMO,1801,10,-,-,-
BIANCHI,380,-,-,-,-
BISIGNANO,2152,21,-,-,-
BOCCHIGLIERO,144,7,-,-,-
BONIFATI,409,7,-,-,-
BUONVICINO,349,-,-,-,-
CALOPEZZATI,487,-,-,-,-
CALOVETO,375,-,-,-,-
CAMPANA,285,7,-,-,-
CANNA,139,-,-,-,-
CARIATI,1236,16,-,-,-
CAROLEI,810,-,-,-,-
CARPANZANO,29,-,-,-,-
CASALI DEL MANCO,2779,24,-,-,-
CASSANO ALLO IONIO,4184,30,-,-,-
CASTIGLIONE COSENTINO,953,10,-,-,-
CASTROLIBERO,2663,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4346,31,-,-,-
CELICO,580,8,-,-,-
CELLARA,129,-,-,-,-
CERCHIARA DI CALABRIA,467,9,-,-,-
CERISANO,804,-,-,-,-
CERVICATI,191,-,-,-,-
CERZETO,326,-,-,-,-
CETRARO,2444,24,-,-,-
CIVITA,67,-,-,-,-
CLETO,291,-,-,-,-
COLOSIMI,405,-,-,-,-
CORIGLIANO-ROSSANO,22773,164,-,-,-
COSENZA,19343,154,-,-,-
CROPALATI,242,-,-,-,-
CROSIA,2674,17,-,-,-
DIAMANTE,913,8,-,-,-
DIPIGNANO,1305,11,-,-,-
DOMANICO,341,-,-,-,-
FAGNANO CASTELLO,460,6,-,-,-
FALCONARA ALBANESE,316,-,-,-,-
FIGLINE VEGLIATURO,355,-,-,-,-
FIRMO,336,-,-,-,-
FIUMEFREDDO BRUZIO,903,-,-,-,-
FRANCAVILLA MARITTIMA,644,-,-,-,-
FRASCINETO,456,-,-,-,-
FUSCALDO,1964,8,-,-,-
GRIMALDI,449,-,-,-,-
GRISOLIA,495,-,-,-,-
GUARDIA PIEMONTESE,449,-,-,-,-
LAGO,646,-,-,-,-
LAINO BORGO,458,-,-,-,-
LAINO CASTELLO,182,-,-,-,-
LAPPANO,182,-,-,-,-
LATTARICO,1071,6,-,-,-
LONGOBARDI,546,23,-,-,-
LONGOBUCCO,774,-,-,-,-
LUNGRO,357,6,-,-,-
LUZZI,2332,17,-,-,-
MAIERA',235,-,-,-,-
MALITO,193,-,-,-,-
MALVITO,337,8,-,-,-
MANDATORICCIO,545,-,-,-,-
MANGONE,509,-,-,-,-
MARANO MARCHESATO,1020,8,-,-,-
MARANO PRINCIPATO,752,-,-,-,-
MARZI,235,-,-,-,-
MENDICINO,2707,9,-,-,-
MONGRASSANO,481,6,-,-,-
MONTALTO UFFUGO,6945,28,-,-,-
MONTEGIORDANO,381,-,-,-,-
MORANO CALABRO,409,10,-,-,-
MORMANNO,270,11,-,-,-
MOTTAFOLLONE,184,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,155,-,-,-,-
ORSOMARSO,254,-,-,-,-
PALUDI,212,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3689,34,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,578,-,-,-,-
PATERNO CALABRO,413,-,-,-,-
PEDIVIGLIANO,211,-,-,-,-
PIANE CRATI,351,-,-,-,-
PIETRAFITTA,218,-,-,-,-
PIETRAPAOLA,282,-,-,-,-
PLATACI,89,-,-,-,-
PRAIA A MARE,1083,7,-,-,-
RENDE,11588,55,-,-,-
ROCCA IMPERIALE,364,-,-,-,-
ROGGIANO GRAVINA,1472,17,-,-,-
ROGLIANO,1467,11,-,-,-
ROSE,1158,8,-,-,-
ROSETO CAPO SPULICO,197,-,-,-,-
ROTA GRECA,242,-,-,-,-
ROVITO,511,-,-,-,-
SAN BASILE,133,-,-,-,-
SAN BENEDETTO ULLANO,281,-,-,-,-
SAN COSMO ALBANESE,186,6,-,-,-
SAN DEMETRIO CORONE,664,-,-,-,-
SAN DONATO DI NINEA,269,-,-,-,-
SAN FILI,540,6,-,-,-
SAN GIORGIO ALBANESE,380,6,-,-,-
SAN GIOVANNI IN FIORE,4120,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,516,-,-,-,-
SAN LUCIDO,1031,10,-,-,-
SAN MARCO ARGENTANO,1733,7,-,-,-
SAN MARTINO DI FINITA,255,-,-,-,-
SAN NICOLA ARCELLA,291,-,-,-,-
SAN PIETRO IN AMANTEA,129,-,-,-,-
SAN PIETRO IN GUARANO,1112,9,-,-,-
SAN SOSTI,401,7,-,-,-
SAN VINCENZO LA COSTA,675,-,-,-,-
SANGINETO,169,-,-,-,-
SANTA CATERINA ALBANESE,128,-,-,-,-
SANTA DOMENICA TALAO,80,-,-,-,-
SANTA MARIA DEL CEDRO,837,-,-,-,-
SANTA SOFIA D'EPIRO,320,7,-,-,-
SANT'AGATA DI ESARO,125,-,-,-,-
SANTO STEFANO DI ROGLIANO,642,-,-,-,-
SARACENA,867,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2245,8,-,-,-
SCIGLIANO,203,-,-,-,-
SERRA D'AIELLO,162,-,-,-,-
SPEZZANO ALBANESE,1299,21,-,-,-
SPEZZANO DELLA SILA,1053,14,-,-,-
TARSIA,428,-,-,-,-
TERRANOVA DA SIBARI,1018,13,-,-,-
TERRAVECCHIA,102,-,-,-,-
TORANO CASTELLO,978,20,-,-,-
TORTORA,903,9,-,-,-
TREBISACCE,1889,16,-,-,-
VACCARIZZO ALBANESE,248,-,-,-,-
VERBICARO,296,6,-,-,-
VILLAPIANA,856,-,-,-,-
ZUMPANO,826,-,-,-,-
