Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,193,-,-,-,-
ACQUAPPESA,280,-,-,-,-
ACRI,3237,33,-,-,-
AIELLO CALABRO,277,-,-,-,-
AIETA,39,-,-,-,-
ALBIDONA,255,-,-,-,-
ALESSANDRIA DEL CARRETTO,33,-,-,-,-
ALTILIA,172,-,-,-,-
ALTOMONTE,791,-,-,-,-
ALTRA ASP,1027,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3885,24,-,-,-
AMENDOLARA,264,-,-,-,-
APRIGLIANO,534,10,-,-,-
BELMONTE CALABRO,341,-,-,-,-
BELSITO,218,-,-,-,-
BELVEDERE MARITTIMO,1508,10,-,-,-
BIANCHI,281,-,-,-,-
BISIGNANO,1848,17,-,-,-
BOCCHIGLIERO,128,7,-,-,-
BONIFATI,343,7,-,-,-
BUONVICINO,281,-,-,-,-
CALOPEZZATI,398,-,-,-,-
CALOVETO,339,-,-,-,-
CAMPANA,278,7,-,-,-
CANNA,101,-,-,-,-
CARIATI,1116,13,-,-,-
CAROLEI,602,-,-,-,-
CARPANZANO,20,-,-,-,-
CASALI DEL MANCO,2336,20,-,-,-
CASSANO ALLO IONIO,3582,29,-,-,-
CASTIGLIONE COSENTINO,774,8,-,-,-
CASTROLIBERO,2228,16,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3612,27,-,-,-
CELICO,480,7,-,-,-
CELLARA,98,-,-,-,-
CERCHIARA DI CALABRIA,408,7,-,-,-
CERISANO,660,-,-,-,-
CERVICATI,154,-,-,-,-
CERZETO,280,-,-,-,-
CETRARO,2052,23,-,-,-
CIVITA,56,-,-,-,-
CLETO,225,-,-,-,-
COLOSIMI,288,-,-,-,-
CORIGLIANO-ROSSANO,19506,159,-,-,-
COSENZA,16107,140,-,-,-
CROPALATI,204,-,-,-,-
CROSIA,2314,15,-,-,-
DIAMANTE,684,-,-,-,-
DIPIGNANO,1046,8,-,-,-
DOMANICO,266,-,-,-,-
FAGNANO CASTELLO,396,6,-,-,-
FALCONARA ALBANESE,258,-,-,-,-
FIGLINE VEGLIATURO,324,-,-,-,-
FIRMO,280,-,-,-,-
FIUMEFREDDO BRUZIO,683,-,-,-,-
FRANCAVILLA MARITTIMA,558,-,-,-,-
FRASCINETO,399,-,-,-,-
FUSCALDO,1680,8,-,-,-
GRIMALDI,387,-,-,-,-
GRISOLIA,445,-,-,-,-
GUARDIA PIEMONTESE,320,-,-,-,-
LAGO,531,-,-,-,-
LAINO BORGO,396,-,-,-,-
LAINO CASTELLO,160,-,-,-,-
LAPPANO,163,-,-,-,-
LATTARICO,910,6,-,-,-
LONGOBARDI,462,21,-,-,-
LONGOBUCCO,655,-,-,-,-
LUNGRO,324,6,-,-,-
LUZZI,1968,17,-,-,-
MAIERA',191,-,-,-,-
MALITO,131,-,-,-,-
MALVITO,261,8,-,-,-
MANDATORICCIO,501,-,-,-,-
MANGONE,441,-,-,-,-
MARANO MARCHESATO,868,8,-,-,-
MARANO PRINCIPATO,642,-,-,-,-
MARZI,210,-,-,-,-
MENDICINO,2261,7,-,-,-
MONGRASSANO,404,-,-,-,-
MONTALTO UFFUGO,5858,23,-,-,-
MONTEGIORDANO,331,-,-,-,-
MORANO CALABRO,292,9,-,-,-
MORMANNO,231,9,-,-,-
MOTTAFOLLONE,146,-,-,-,-
NOCARA,39,-,-,-,-
ORIOLO,138,-,-,-,-
