Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,219,-,-,-,-
ACQUAPPESA,413,-,-,-,-
ACRI,4356,38,-,-,-
AIELLO CALABRO,372,-,-,-,-
AIETA,76,-,-,-,-
ALBIDONA,411,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,219,-,-,-,-
ALTOMONTE,1024,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5166,26,-,-,-
AMENDOLARA,327,-,-,-,-
APRIGLIANO,661,11,-,-,-
BELMONTE CALABRO,517,-,-,-,-
BELSITO,275,-,-,-,-
BELVEDERE MARITTIMO,2014,11,-,-,-
BIANCHI,404,-,-,-,-
BISIGNANO,2341,21,-,-,-
BOCCHIGLIERO,152,7,-,-,-
BONIFATI,426,8,-,-,-
BUONVICINO,395,-,-,-,-
CALOPEZZATI,522,-,-,-,-
CALOVETO,391,-,-,-,-
CAMPANA,315,8,-,-,-
CANNA,153,-,-,-,-
CARIATI,1312,17,-,-,-
CAROLEI,896,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2960,26,-,-,-
CASSANO ALLO IONIO,4499,31,-,-,-
CASTIGLIONE COSENTINO,1056,11,-,-,-
CASTROLIBERO,2959,18,-,-,-
CASTROREGIO,51,-,-,-,-
CASTROVILLARI,4845,36,-,-,-
CELICO,611,8,-,-,-
CELLARA,150,-,-,-,-
CERCHIARA DI CALABRIA,505,10,-,-,-
CERISANO,895,-,-,-,-
CERVICATI,205,-,-,-,-
CERZETO,347,-,-,-,-
CETRARO,2673,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,351,-,-,-,-
COLOSIMI,437,-,-,-,-
CORIGLIANO-ROSSANO,24488,172,-,-,-
COSENZA,21355,168,-,-,-
CROPALATI,261,-,-,-,-
CROSIA,2906,17,-,-,-
DIAMANTE,989,8,-,-,-
DIPIGNANO,1454,12,-,-,-
DOMANICO,398,-,-,-,-
FAGNANO CASTELLO,490,6,-,-,-
FALCONARA ALBANESE,366,-,-,-,-
FIGLINE VEGLIATURO,398,-,-,-,-
FIRMO,378,6,-,-,-
FIUMEFREDDO BRUZIO,1011,-,-,-,-
FRANCAVILLA MARITTIMA,690,-,-,-,-
FRASCINETO,487,-,-,-,-
FUSCALDO,2115,8,-,-,-
GRIMALDI,484,-,-,-,-
GRISOLIA,517,-,-,-,-
GUARDIA PIEMONTESE,485,-,-,-,-
LAGO,726,-,-,-,-
LAINO BORGO,474,-,-,-,-
LAINO CASTELLO,186,-,-,-,-
LAPPANO,196,-,-,-,-
LATTARICO,1151,6,-,-,-
LONGOBARDI,612,23,-,-,-
LONGOBUCCO,813,-,-,-,-
LUNGRO,393,7,-,-,-
LUZZI,2477,17,-,-,-
MAIERA',273,-,-,-,-
MALITO,217,-,-,-,-
MALVITO,387,9,-,-,-
MANDATORICCIO,581,-,-,-,-
MANGONE,556,-,-,-,-
MARANO MARCHESATO,1121,8,-,-,-
MARANO PRINCIPATO,852,-,-,-,-
MARZI,264,-,-,-,-
MENDICINO,3001,9,-,-,-
