Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,141,-,-,-,-
ACQUAPPESA,176,-,-,-,-
ACRI,2207,27,-,-,-
AIELLO CALABRO,137,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,181,-,-,-,-
ALESSANDRIA DEL CARRETTO,15,-,-,-,-
ALTILIA,106,-,-,-,-
ALTOMONTE,601,-,-,-,-
ALTRA ASP,894,9,-,-,-
ALTRA REGIONE,597,11,-,-,-
AMANTEA,2371,20,-,-,-
AMENDOLARA,210,-,-,-,-
APRIGLIANO,414,10,-,-,-
BELMONTE CALABRO,222,-,-,-,-
BELSITO,163,-,-,-,-
BELVEDERE MARITTIMO,978,10,-,-,-
BIANCHI,220,-,-,-,-
BISIGNANO,1377,17,-,-,-
BOCCHIGLIERO,116,7,-,-,-
BONIFATI,210,-,-,-,-
BUONVICINO,174,-,-,-,-
CALOPEZZATI,203,-,-,-,-
CALOVETO,203,-,-,-,-
CAMPANA,234,6,-,-,-
CANNA,61,-,-,-,-
CARIATI,773,12,-,-,-
CAROLEI,413,-,-,-,-
CARPANZANO,12,-,-,-,-
CASALI DEL MANCO,1667,20,-,-,-
CASSANO ALLO IONIO,2494,29,-,-,-
CASTIGLIONE COSENTINO,463,-,-,-,-
CASTROLIBERO,1571,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2394,24,-,-,-
CELICO,418,7,-,-,-
CELLARA,79,-,-,-,-
CERCHIARA DI CALABRIA,224,-,-,-,-
CERISANO,452,-,-,-,-
CERVICATI,110,-,-,-,-
CERZETO,216,-,-,-,-
CETRARO,1436,19,-,-,-
CIVITA,42,-,-,-,-
CLETO,115,-,-,-,-
COLOSIMI,177,-,-,-,-
CORIGLIANO-ROSSANO,13425,148,-,-,-
COSENZA,11414,119,-,-,-
CROPALATI,133,-,-,-,-
CROSIA,1449,13,-,-,-
DIAMANTE,313,-,-,-,-
DIPIGNANO,749,8,-,-,-
DOMANICO,169,-,-,-,-
FAGNANO CASTELLO,288,-,-,-,-
FALCONARA ALBANESE,204,-,-,-,-
FIGLINE VEGLIATURO,216,-,-,-,-
FIRMO,164,-,-,-,-
FIUMEFREDDO BRUZIO,454,-,-,-,-
FRANCAVILLA MARITTIMA,357,-,-,-,-
FRASCINETO,250,-,-,-,-
FUSCALDO,1174,8,-,-,-
GRIMALDI,187,-,-,-,-
GRISOLIA,337,-,-,-,-
GUARDIA PIEMONTESE,176,-,-,-,-
LAGO,319,-,-,-,-
LAINO BORGO,241,-,-,-,-
LAINO CASTELLO,110,-,-,-,-
LAPPANO,121,-,-,-,-
LATTARICO,617,-,-,-,-
LONGOBARDI,255,17,-,-,-
LONGOBUCCO,430,-,-,-,-
LUNGRO,213,6,-,-,-
LUZZI,1378,14,-,-,-
MAIERA',97,-,-,-,-
MALITO,77,-,-,-,-
MALVITO,171,-,-,-,-
MANDATORICCIO,412,-,-,-,-
MANGONE,304,-,-,-,-
MARANO MARCHESATO,565,8,-,-,-
MARANO PRINCIPATO,430,-,-,-,-
MARZI,181,-,-,-,-
MENDICINO,1565,6,-,-,-
MONGRASSANO,291,-,-,-,-
MONTALTO UFFUGO,3957,22,-,-,-
MONTEGIORDANO,201,-,-,-,-
MORANO CALABRO,261,9,-,-,-
MORMANNO,187,8,-,-,-
MOTTAFOLLONE,94,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,112,-,-,-,-
ORSOMARSO,148,-,-,-,-
PALUDI,103,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1861,23,-,-,-
PAPASIDERO,29,-,-,-,-
PARENTI,377,-,-,-,-
PATERNO CALABRO,275,-,-,-,-
PEDIVIGLIANO,107,-,-,-,-
PIANE CRATI,241,-,-,-,-
PIETRAFITTA,148,-,-,-,-
PIETRAPAOLA,151,-,-,-,-
PLATACI,59,-,-,-,-
PRAIA A MARE,460,7,-,-,-
RENDE,6480,45,-,-,-
ROCCA IMPERIALE,282,-,-,-,-
ROGGIANO GRAVINA,976,13,-,-,-
ROGLIANO,973,8,-,-,-
ROSE,696,8,-,-,-
ROSETO CAPO SPULICO,142,-,-,-,-
ROTA GRECA,130,-,-,-,-
ROVITO,363,-,-,-,-
SAN BASILE,68,-,-,-,-
SAN BENEDETTO ULLANO,216,-,-,-,-
SAN COSMO ALBANESE,127,6,-,-,-
SAN DEMETRIO CORONE,288,-,-,-,-
SAN DONATO DI NINEA,141,-,-,-,-
SAN FILI,355,-,-,-,-
SAN GIORGIO ALBANESE,126,-,-,-,-
SAN GIOVANNI IN FIORE,2793,31,-,-,-
SAN LORENZO BELLIZZI,35,-,-,-,-
SAN LORENZO DEL VALLO,300,-,-,-,-
SAN LUCIDO,674,8,-,-,-
SAN MARCO ARGENTANO,1022,7,-,-,-
SAN MARTINO DI FINITA,125,-,-,-,-
SAN NICOLA ARCELLA,190,-,-,-,-
SAN PIETRO IN AMANTEA,49,-,-,-,-
SAN PIETRO IN GUARANO,535,8,-,-,-
SAN SOSTI,218,7,-,-,-
SAN VINCENZO LA COSTA,354,-,-,-,-
SANGINETO,117,-,-,-,-
SANTA CATERINA ALBANESE,68,-,-,-,-
SANTA DOMENICA TALAO,50,-,-,-,-
SANTA MARIA DEL CEDRO,544,-,-,-,-
SANTA SOFIA D'EPIRO,168,7,-,-,-
SANT'AGATA DI ESARO,106,-,-,-,-
SANTO STEFANO DI ROGLIANO,391,-,-,-,-
SARACENA,501,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1219,8,-,-,-
SCIGLIANO,100,-,-,-,-
SERRA D'AIELLO,86,-,-,-,-
SPEZZANO ALBANESE,842,16,-,-,-
SPEZZANO DELLA SILA,648,12,-,-,-
TARSIA,195,-,-,-,-
TERRANOVA DA SIBARI,803,12,-,-,-
TERRAVECCHIA,44,-,-,-,-
TORANO CASTELLO,661,19,-,-,-
TORTORA,438,7,-,-,-
TREBISACCE,944,11,-,-,-
VACCARIZZO ALBANESE,130,-,-,-,-
VERBICARO,191,6,-,-,-
VILLAPIANA,555,-,-,-,-
ZUMPANO,554,-,-,-,-
