Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,140,-,-,-,-
ACQUAPPESA,172,-,-,-,-
ACRI,2153,27,-,-,-
AIELLO CALABRO,136,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,167,-,-,-,-
ALESSANDRIA DEL CARRETTO,13,-,-,-,-
ALTILIA,106,-,-,-,-
ALTOMONTE,586,-,-,-,-
ALTRA ASP,890,9,-,-,-
ALTRA REGIONE,597,11,-,-,-
AMANTEA,2295,19,-,-,-
AMENDOLARA,207,-,-,-,-
APRIGLIANO,403,10,-,-,-
BELMONTE CALABRO,206,-,-,-,-
BELSITO,152,-,-,-,-
BELVEDERE MARITTIMO,940,10,-,-,-
BIANCHI,214,-,-,-,-
BISIGNANO,1363,17,-,-,-
BOCCHIGLIERO,116,7,-,-,-
BONIFATI,206,-,-,-,-
BUONVICINO,169,-,-,-,-
CALOPEZZATI,201,-,-,-,-
CALOVETO,200,-,-,-,-
CAMPANA,234,6,-,-,-
CANNA,58,-,-,-,-
CARIATI,756,12,-,-,-
CAROLEI,410,-,-,-,-
CARPANZANO,12,-,-,-,-
CASALI DEL MANCO,1638,20,-,-,-
CASSANO ALLO IONIO,2472,29,-,-,-
CASTIGLIONE COSENTINO,440,-,-,-,-
CASTROLIBERO,1534,13,-,-,-
CASTROREGIO,15,-,-,-,-
CASTROVILLARI,2330,24,-,-,-
CELICO,413,7,-,-,-
CELLARA,76,-,-,-,-
CERCHIARA DI CALABRIA,222,-,-,-,-
CERISANO,440,-,-,-,-
CERVICATI,107,-,-,-,-
CERZETO,212,-,-,-,-
CETRARO,1395,16,-,-,-
CIVITA,42,-,-,-,-
CLETO,112,-,-,-,-
COLOSIMI,176,-,-,-,-
CORIGLIANO-ROSSANO,13182,147,-,-,-
COSENZA,11130,117,-,-,-
CROPALATI,127,-,-,-,-
CROSIA,1434,13,-,-,-
DIAMANTE,310,-,-,-,-
DIPIGNANO,729,8,-,-,-
DOMANICO,166,-,-,-,-
FAGNANO CASTELLO,285,-,-,-,-
FALCONARA ALBANESE,201,-,-,-,-
FIGLINE VEGLIATURO,215,-,-,-,-
FIRMO,160,-,-,-,-
FIUMEFREDDO BRUZIO,435,-,-,-,-
FRANCAVILLA MARITTIMA,349,-,-,-,-
FRASCINETO,244,-,-,-,-
FUSCALDO,1157,8,-,-,-
GRIMALDI,178,-,-,-,-
GRISOLIA,329,-,-,-,-
GUARDIA PIEMONTESE,173,-,-,-,-
LAGO,307,-,-,-,-
LAINO BORGO,227,-,-,-,-
LAINO CASTELLO,103,-,-,-,-
LAPPANO,121,-,-,-,-
LATTARICO,602,-,-,-,-
LONGOBARDI,242,17,-,-,-
LONGOBUCCO,425,-,-,-,-
LUNGRO,207,6,-,-,-
LUZZI,1354,14,-,-,-
MAIERA',92,-,-,-,-
MALITO,77,-,-,-,-
MALVITO,170,-,-,-,-
MANDATORICCIO,404,-,-,-,-
MANGONE,302,-,-,-,-
MARANO MARCHESATO,544,8,-,-,-
MARANO PRINCIPATO,416,-,-,-,-
MARZI,178,-,-,-,-
MENDICINO,1529,6,-,-,-
MONGRASSANO,281,-,-,-,-
MONTALTO UFFUGO,3873,22,-,-,-
MONTEGIORDANO,200,-,-,-,-
MORANO CALABRO,259,9,-,-,-
MORMANNO,187,8,-,-,-
MOTTAFOLLONE,93,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,111,-,-,-,-
ORSOMARSO,147,-,-,-,-
PALUDI,99,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1813,23,-,-,-
PAPASIDERO,29,-,-,-,-
PARENTI,366,-,-,-,-
PATERNO CALABRO,266,-,-,-,-
PEDIVIGLIANO,106,-,-,-,-
PIANE CRATI,236,-,-,-,-
PIETRAFITTA,143,-,-,-,-
PIETRAPAOLA,145,-,-,-,-
PLATACI,59,-,-,-,-
PRAIA A MARE,449,7,-,-,-
RENDE,6338,45,-,-,-
ROCCA IMPERIALE,282,-,-,-,-
ROGGIANO GRAVINA,958,13,-,-,-
ROGLIANO,961,8,-,-,-
ROSE,673,8,-,-,-
ROSETO CAPO SPULICO,141,-,-,-,-
ROTA GRECA,124,-,-,-,-
ROVITO,359,-,-,-,-
SAN BASILE,67,-,-,-,-
SAN BENEDETTO ULLANO,213,-,-,-,-
SAN COSMO ALBANESE,127,6,-,-,-
SAN DEMETRIO CORONE,276,-,-,-,-
SAN DONATO DI NINEA,134,-,-,-,-
SAN FILI,348,-,-,-,-
SAN GIORGIO ALBANESE,124,-,-,-,-
SAN GIOVANNI IN FIORE,2759,31,-,-,-
SAN LORENZO BELLIZZI,34,-,-,-,-
SAN LORENZO DEL VALLO,297,-,-,-,-
SAN LUCIDO,669,8,-,-,-
SAN MARCO ARGENTANO,995,7,-,-,-
SAN MARTINO DI FINITA,122,-,-,-,-
SAN NICOLA ARCELLA,188,-,-,-,-
SAN PIETRO IN AMANTEA,47,-,-,-,-
SAN PIETRO IN GUARANO,518,7,-,-,-
SAN SOSTI,214,7,-,-,-
SAN VINCENZO LA COSTA,337,-,-,-,-
SANGINETO,116,-,-,-,-
SANTA CATERINA ALBANESE,68,-,-,-,-
SANTA DOMENICA TALAO,49,-,-,-,-
SANTA MARIA DEL CEDRO,536,-,-,-,-
SANTA SOFIA D'EPIRO,166,7,-,-,-
SANT'AGATA DI ESARO,106,-,-,-,-
SANTO STEFANO DI ROGLIANO,381,-,-,-,-
SARACENA,491,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1194,8,-,-,-
SCIGLIANO,98,-,-,-,-
SERRA D'AIELLO,86,-,-,-,-
SPEZZANO ALBANESE,831,16,-,-,-
SPEZZANO DELLA SILA,630,12,-,-,-
TARSIA,188,-,-,-,-
TERRANOVA DA SIBARI,797,12,-,-,-
TERRAVECCHIA,41,-,-,-,-
TORANO CASTELLO,648,19,-,-,-
TORTORA,436,7,-,-,-
TREBISACCE,932,11,-,-,-
VACCARIZZO ALBANESE,130,-,-,-,-
VERBICARO,191,6,-,-,-
VILLAPIANA,547,-,-,-,-
ZUMPANO,538,-,-,-,-
