Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
SAN PIETRO IN GUARANO,1007,9,-,-,-
SAN SOSTI,379,7,-,-,-
SAN VINCENZO LA COSTA,618,-,-,-,-
SANGINETO,165,-,-,-,-
SANTA CATERINA ALBANESE,111,-,-,-,-
SANTA DOMENICA TALAO,77,-,-,-,-
SANTA MARIA DEL CEDRO,801,-,-,-,-
SANTA SOFIA D'EPIRO,269,7,-,-,-
SANT'AGATA DI ESARO,124,-,-,-,-
SANTO STEFANO DI ROGLIANO,592,-,-,-,-
SARACENA,842,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2165,8,-,-,-
SCIGLIANO,175,-,-,-,-
SERRA D'AIELLO,153,-,-,-,-
SPEZZANO ALBANESE,1227,19,-,-,-
SPEZZANO DELLA SILA,946,14,-,-,-
TARSIA,412,-,-,-,-
TERRANOVA DA SIBARI,975,12,-,-,-
TERRAVECCHIA,99,-,-,-,-
TORANO CASTELLO,924,20,-,-,-
TORTORA,848,9,-,-,-
TREBISACCE,1809,15,-,-,-
VACCARIZZO ALBANESE,230,-,-,-,-
VERBICARO,243,6,-,-,-
VILLAPIANA,833,-,-,-,-
ZUMPANO,795,-,-,-,-
