Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,207,-,-,-,-
ACQUAPPESA,327,-,-,-,-
ACRI,3672,33,-,-,-
AIELLO CALABRO,305,-,-,-,-
AIETA,50,-,-,-,-
ALBIDONA,322,-,-,-,-
ALESSANDRIA DEL CARRETTO,46,-,-,-,-
ALTILIA,179,-,-,-,-
ALTOMONTE,820,-,-,-,-
ALTRA ASP,1045,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4285,25,-,-,-
AMENDOLARA,289,-,-,-,-
APRIGLIANO,561,10,-,-,-
BELMONTE CALABRO,385,-,-,-,-
BELSITO,244,-,-,-,-
BELVEDERE MARITTIMO,1669,10,-,-,-
BIANCHI,352,-,-,-,-
BISIGNANO,2001,20,-,-,-
BOCCHIGLIERO,133,7,-,-,-
BONIFATI,384,7,-,-,-
BUONVICINO,308,-,-,-,-
CALOPEZZATI,472,-,-,-,-
CALOVETO,359,-,-,-,-
CAMPANA,282,7,-,-,-
CANNA,134,-,-,-,-
CARIATI,1218,15,-,-,-
CAROLEI,652,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2502,21,-,-,-
CASSANO ALLO IONIO,3841,30,-,-,-
CASTIGLIONE COSENTINO,825,8,-,-,-
CASTROLIBERO,2371,17,-,-,-
CASTROREGIO,44,-,-,-,-
CASTROVILLARI,3884,31,-,-,-
CELICO,502,7,-,-,-
CELLARA,108,-,-,-,-
CERCHIARA DI CALABRIA,451,8,-,-,-
CERISANO,715,-,-,-,-
CERVICATI,164,-,-,-,-
CERZETO,308,-,-,-,-
CETRARO,2314,24,-,-,-
CIVITA,64,-,-,-,-
CLETO,260,-,-,-,-
COLOSIMI,359,-,-,-,-
CORIGLIANO-ROSSANO,21187,163,-,-,-
COSENZA,17114,148,-,-,-
CROPALATI,222,-,-,-,-
CROSIA,2525,16,-,-,-
DIAMANTE,816,7,-,-,-
DIPIGNANO,1112,9,-,-,-
DOMANICO,286,-,-,-,-
FAGNANO CASTELLO,421,6,-,-,-
FALCONARA ALBANESE,282,-,-,-,-
FIGLINE VEGLIATURO,341,-,-,-,-
FIRMO,319,-,-,-,-
FIUMEFREDDO BRUZIO,756,-,-,-,-
FRANCAVILLA MARITTIMA,619,-,-,-,-
FRASCINETO,416,-,-,-,-
FUSCALDO,1829,8,-,-,-
GRIMALDI,401,-,-,-,-
GRISOLIA,470,-,-,-,-
GUARDIA PIEMONTESE,390,-,-,-,-
LAGO,568,-,-,-,-
LAINO BORGO,425,-,-,-,-
LAINO CASTELLO,172,-,-,-,-
LAPPANO,170,-,-,-,-
LATTARICO,965,6,-,-,-
LONGOBARDI,499,23,-,-,-
LONGOBUCCO,737,-,-,-,-
LUNGRO,337,6,-,-,-
LUZZI,2100,17,-,-,-
MAIERA',205,-,-,-,-
MALITO,153,-,-,-,-
MALVITO,286,8,-,-,-
MANDATORICCIO,533,-,-,-,-
MANGONE,473,-,-,-,-
MARANO MARCHESATO,916,8,-,-,-
MARANO PRINCIPATO,665,-,-,-,-
MARZI,221,-,-,-,-
MENDICINO,2376,9,-,-,-
MONGRASSANO,434,6,-,-,-
MONTALTO UFFUGO,6274,26,-,-,-
MONTEGIORDANO,367,-,-,-,-
MORANO CALABRO,301,10,-,-,-
MORMANNO,260,9,-,-,-
MOTTAFOLLONE,154,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,146,-,-,-,-
ORSOMARSO,239,-,-,-,-
PALUDI,194,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3362,31,-,-,-
PAPASIDERO,38,-,-,-,-
PARENTI,550,-,-,-,-
PATERNO CALABRO,371,-,-,-,-
PEDIVIGLIANO,188,-,-,-,-
PIANE CRATI,323,-,-,-,-
PIETRAFITTA,200,-,-,-,-
PIETRAPAOLA,271,-,-,-,-
PLATACI,86,-,-,-,-
PRAIA A MARE,1003,7,-,-,-
RENDE,10152,53,-,-,-
ROCCA IMPERIALE,354,-,-,-,-
ROGGIANO GRAVINA,1357,17,-,-,-
ROGLIANO,1363,11,-,-,-
ROSE,1069,8,-,-,-
ROSETO CAPO SPULICO,188,-,-,-,-
ROTA GRECA,208,-,-,-,-
ROVITO,468,-,-,-,-
SAN BASILE,119,-,-,-,-
SAN BENEDETTO ULLANO,269,-,-,-,-
SAN COSMO ALBANESE,183,6,-,-,-
SAN DEMETRIO CORONE,615,-,-,-,-
SAN DONATO DI NINEA,245,-,-,-,-
SAN FILI,501,6,-,-,-
SAN GIORGIO ALBANESE,315,6,-,-,-
SAN GIOVANNI IN FIORE,3920,33,-,-,-
SAN LORENZO BELLIZZI,75,-,-,-,-
SAN LORENZO DEL VALLO,461,-,-,-,-
SAN LUCIDO,930,9,-,-,-
SAN MARCO ARGENTANO,1583,7,-,-,-
SAN MARTINO DI FINITA,222,-,-,-,-
