Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,213,-,-,-,-
ACQUAPPESA,404,-,-,-,-
ACRI,4213,36,-,-,-
AIELLO CALABRO,353,-,-,-,-
AIETA,74,-,-,-,-
ALBIDONA,391,-,-,-,-
ALESSANDRIA DEL CARRETTO,53,-,-,-,-
ALTILIA,215,-,-,-,-
ALTOMONTE,1004,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4966,26,-,-,-
AMENDOLARA,321,-,-,-,-
APRIGLIANO,632,11,-,-,-
BELMONTE CALABRO,470,-,-,-,-
BELSITO,269,-,-,-,-
BELVEDERE MARITTIMO,1938,10,-,-,-
BIANCHI,399,-,-,-,-
BISIGNANO,2291,21,-,-,-
BOCCHIGLIERO,146,7,-,-,-
BONIFATI,417,7,-,-,-
BUONVICINO,377,-,-,-,-
CALOPEZZATI,503,-,-,-,-
CALOVETO,380,-,-,-,-
CAMPANA,310,8,-,-,-
CANNA,144,-,-,-,-
CARIATI,1259,16,-,-,-
CAROLEI,851,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2909,25,-,-,-
CASSANO ALLO IONIO,4357,30,-,-,-
CASTIGLIONE COSENTINO,1010,10,-,-,-
CASTROLIBERO,2834,18,-,-,-
CASTROREGIO,48,-,-,-,-
CASTROVILLARI,4628,34,-,-,-
CELICO,607,8,-,-,-
CELLARA,140,-,-,-,-
CERCHIARA DI CALABRIA,490,10,-,-,-
CERISANO,879,-,-,-,-
CERVICATI,198,-,-,-,-
CERZETO,340,-,-,-,-
CETRARO,2572,25,-,-,-
CIVITA,74,-,-,-,-
CLETO,309,-,-,-,-
COLOSIMI,426,-,-,-,-
CORIGLIANO-ROSSANO,23753,167,-,-,-
COSENZA,20570,164,-,-,-
CROPALATI,252,-,-,-,-
CROSIA,2765,17,-,-,-
DIAMANTE,956,8,-,-,-
DIPIGNANO,1393,12,-,-,-
DOMANICO,394,-,-,-,-
FAGNANO CASTELLO,479,6,-,-,-
FALCONARA ALBANESE,360,-,-,-,-
FIGLINE VEGLIATURO,377,-,-,-,-
FIRMO,361,-,-,-,-
FIUMEFREDDO BRUZIO,970,-,-,-,-
FRANCAVILLA MARITTIMA,679,-,-,-,-
FRASCINETO,477,-,-,-,-
FUSCALDO,2080,8,-,-,-
GRIMALDI,481,-,-,-,-
GRISOLIA,510,-,-,-,-
GUARDIA PIEMONTESE,474,-,-,-,-
LAGO,700,-,-,-,-
LAINO BORGO,471,-,-,-,-
LAINO CASTELLO,185,-,-,-,-
