Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,207,-,-,-,-
ACQUAPPESA,331,-,-,-,-
ACRI,3705,33,-,-,-
AIELLO CALABRO,309,-,-,-,-
AIETA,58,-,-,-,-
ALBIDONA,326,-,-,-,-
ALESSANDRIA DEL CARRETTO,47,-,-,-,-
ALTILIA,179,-,-,-,-
ALTOMONTE,832,-,-,-,-
ALTRA ASP,1045,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4324,25,-,-,-
AMENDOLARA,289,-,-,-,-
APRIGLIANO,566,10,-,-,-
BELMONTE CALABRO,391,-,-,-,-
BELSITO,249,-,-,-,-
BELVEDERE MARITTIMO,1685,10,-,-,-
BIANCHI,354,-,-,-,-
BISIGNANO,2020,20,-,-,-
BOCCHIGLIERO,134,7,-,-,-
BONIFATI,385,7,-,-,-
BUONVICINO,314,-,-,-,-
CALOPEZZATI,476,-,-,-,-
CALOVETO,363,-,-,-,-
CAMPANA,283,7,-,-,-
CANNA,135,-,-,-,-
CARIATI,1220,15,-,-,-
CAROLEI,657,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2522,21,-,-,-
CASSANO ALLO IONIO,3854,30,-,-,-
CASTIGLIONE COSENTINO,839,8,-,-,-
CASTROLIBERO,2382,18,-,-,-
CASTROREGIO,44,-,-,-,-
CASTROVILLARI,3907,31,-,-,-
CELICO,506,7,-,-,-
CELLARA,110,-,-,-,-
CERCHIARA DI CALABRIA,453,8,-,-,-
CERISANO,720,-,-,-,-
CERVICATI,168,-,-,-,-
CERZETO,309,-,-,-,-
CETRARO,2331,24,-,-,-
CIVITA,64,-,-,-,-
CLETO,264,-,-,-,-
COLOSIMI,371,-,-,-,-
CORIGLIANO-ROSSANO,21298,164,-,-,-
COSENZA,17237,148,-,-,-
CROPALATI,223,-,-,-,-
CROSIA,2535,16,-,-,-
DIAMANTE,830,7,-,-,-
DIPIGNANO,1127,9,-,-,-
DOMANICO,298,-,-,-,-
FAGNANO CASTELLO,422,6,-,-,-
FALCONARA ALBANESE,283,-,-,-,-
FIGLINE VEGLIATURO,341,-,-,-,-
FIRMO,322,-,-,-,-
FIUMEFREDDO BRUZIO,762,-,-,-,-
FRANCAVILLA MARITTIMA,627,-,-,-,-
FRASCINETO,416,-,-,-,-
FUSCALDO,1836,8,-,-,-
GRIMALDI,402,-,-,-,-
GRISOLIA,471,-,-,-,-
GUARDIA PIEMONTESE,391,-,-,-,-
LAGO,569,-,-,-,-
LAINO BORGO,430,-,-,-,-
LAINO CASTELLO,173,-,-,-,-
LAPPANO,170,-,-,-,-
LATTARICO,977,6,-,-,-
LONGOBARDI,502,23,-,-,-
LONGOBUCCO,742,-,-,-,-
LUNGRO,341,6,-,-,-
LUZZI,2115,17,-,-,-
MAIERA',208,-,-,-,-
MALITO,153,-,-,-,-
MALVITO,289,8,-,-,-
MANDATORICCIO,535,-,-,-,-
MANGONE,476,-,-,-,-
MARANO MARCHESATO,917,8,-,-,-
MARANO PRINCIPATO,671,-,-,-,-
MARZI,222,-,-,-,-
MENDICINO,2384,9,-,-,-
MONGRASSANO,439,6,-,-,-
MONTALTO UFFUGO,6294,26,-,-,-
MONTEGIORDANO,370,-,-,-,-
MORANO CALABRO,302,10,-,-,-
MORMANNO,263,9,-,-,-
MOTTAFOLLONE,155,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,146,-,-,-,-
ORSOMARSO,239,-,-,-,-
PALUDI,194,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3385,31,-,-,-
PAPASIDERO,38,-,-,-,-
PARENTI,558,-,-,-,-
PATERNO CALABRO,373,-,-,-,-
PEDIVIGLIANO,192,-,-,-,-
PIANE CRATI,326,-,-,-,-
PIETRAFITTA,200,-,-,-,-
PIETRAPAOLA,273,-,-,-,-
PLATACI,87,-,-,-,-
PRAIA A MARE,1008,7,-,-,-
RENDE,10195,53,-,-,-
ROCCA IMPERIALE,354,-,-,-,-
ROGGIANO GRAVINA,1369,17,-,-,-
ROGLIANO,1370,11,-,-,-
ROSE,1069,8,-,-,-
ROSETO CAPO SPULICO,190,-,-,-,-
ROTA GRECA,208,-,-,-,-
ROVITO,470,-,-,-,-
SAN BASILE,120,-,-,-,-
SAN BENEDETTO ULLANO,269,-,-,-,-
SAN COSMO ALBANESE,183,6,-,-,-
SAN DEMETRIO CORONE,616,-,-,-,-
SAN DONATO DI NINEA,252,-,-,-,-
SAN FILI,506,6,-,-,-
SAN GIORGIO ALBANESE,320,6,-,-,-
SAN GIOVANNI IN FIORE,3971,33,-,-,-
SAN LORENZO BELLIZZI,77,-,-,-,-
SAN LORENZO DEL VALLO,462,-,-,-,-
SAN LUCIDO,939,9,-,-,-
SAN MARCO ARGENTANO,1596,7,-,-,-
SAN MARTINO DI FINITA,222,-,-,-,-
SAN NICOLA ARCELLA,272,-,-,-,-
SAN PIETRO IN AMANTEA,124,-,-,-,-
SAN PIETRO IN GUARANO,959,9,-,-,-
SAN SOSTI,367,7,-,-,-
SAN VINCENZO LA COSTA,609,-,-,-,-
SANGINETO,163,-,-,-,-
SANTA CATERINA ALBANESE,108,-,-,-,-
SANTA DOMENICA TALAO,74,-,-,-,-
SANTA MARIA DEL CEDRO,789,-,-,-,-
SANTA SOFIA D'EPIRO,263,7,-,-,-
SANT'AGATA DI ESARO,123,-,-,-,-
SANTO STEFANO DI ROGLIANO,586,-,-,-,-
SARACENA,832,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2145,8,-,-,-
SCIGLIANO,174,-,-,-,-
SERRA D'AIELLO,151,-,-,-,-
SPEZZANO ALBANESE,1197,19,-,-,-
SPEZZANO DELLA SILA,914,14,-,-,-
TARSIA,410,-,-,-,-
TERRANOVA DA SIBARI,966,12,-,-,-
TERRAVECCHIA,96,-,-,-,-
TORANO CASTELLO,913,20,-,-,-
TORTORA,823,9,-,-,-
TREBISACCE,1787,15,-,-,-
VACCARIZZO ALBANESE,230,-,-,-,-
VERBICARO,232,6,-,-,-
VILLAPIANA,824,-,-,-,-
ZUMPANO,788,-,-,-,-
