Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,207,-,-,-,-
ACQUAPPESA,372,-,-,-,-
ACRI,3948,35,-,-,-
AIELLO CALABRO,324,-,-,-,-
AIETA,68,-,-,-,-
ALBIDONA,370,-,-,-,-
ALESSANDRIA DEL CARRETTO,48,-,-,-,-
ALTILIA,193,-,-,-,-
ALTOMONTE,933,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,4574,25,-,-,-
AMENDOLARA,302,-,-,-,-
APRIGLIANO,593,10,-,-,-
BELMONTE CALABRO,410,-,-,-,-
BELSITO,256,-,-,-,-
BELVEDERE MARITTIMO,1766,10,-,-,-
BIANCHI,377,-,-,-,-
BISIGNANO,2120,21,-,-,-
BOCCHIGLIERO,143,7,-,-,-
BONIFATI,404,7,-,-,-
BUONVICINO,343,-,-,-,-
CALOPEZZATI,485,-,-,-,-
CALOVETO,371,-,-,-,-
CAMPANA,284,7,-,-,-
CANNA,138,-,-,-,-
CARIATI,1232,16,-,-,-
CAROLEI,779,-,-,-,-
CARPANZANO,26,-,-,-,-
CASALI DEL MANCO,2734,23,-,-,-
CASSANO ALLO IONIO,4101,30,-,-,-
CASTIGLIONE COSENTINO,922,9,-,-,-
CASTROLIBERO,2590,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4255,31,-,-,-
CELICO,577,7,-,-,-
CELLARA,128,-,-,-,-
CERCHIARA DI CALABRIA,461,9,-,-,-
CERISANO,782,-,-,-,-
CERVICATI,185,-,-,-,-
CERZETO,323,-,-,-,-
CETRARO,2419,24,-,-,-
CIVITA,66,-,-,-,-
CLETO,282,-,-,-,-
COLOSIMI,394,-,-,-,-
CORIGLIANO-ROSSANO,22435,164,-,-,-
COSENZA,18813,153,-,-,-
CROPALATI,235,-,-,-,-
CROSIA,2616,17,-,-,-
DIAMANTE,902,7,-,-,-
DIPIGNANO,1265,10,-,-,-
DOMANICO,334,-,-,-,-
FAGNANO CASTELLO,450,6,-,-,-
FALCONARA ALBANESE,305,-,-,-,-
FIGLINE VEGLIATURO,351,-,-,-,-
FIRMO,335,-,-,-,-
FIUMEFREDDO BRUZIO,876,-,-,-,-
FRANCAVILLA MARITTIMA,638,-,-,-,-
FRASCINETO,439,-,-,-,-
FUSCALDO,1936,8,-,-,-
GRIMALDI,416,-,-,-,-
GRISOLIA,492,-,-,-,-
GUARDIA PIEMONTESE,437,-,-,-,-
LAGO,622,-,-,-,-
LAINO BORGO,453,-,-,-,-
LAINO CASTELLO,181,-,-,-,-
LAPPANO,178,-,-,-,-
LATTARICO,1053,6,-,-,-
LONGOBARDI,534,23,-,-,-
LONGOBUCCO,766,-,-,-,-
LUNGRO,352,6,-,-,-
LUZZI,2264,17,-,-,-
MAIERA',231,-,-,-,-
MALITO,179,-,-,-,-
MALVITO,322,8,-,-,-
MANDATORICCIO,541,-,-,-,-
MANGONE,497,-,-,-,-
MARANO MARCHESATO,986,8,-,-,-
MARANO PRINCIPATO,733,-,-,-,-
MARZI,233,-,-,-,-
MENDICINO,2636,9,-,-,-
MONGRASSANO,472,6,-,-,-
MONTALTO UFFUGO,6745,28,-,-,-
MONTEGIORDANO,380,-,-,-,-
MORANO CALABRO,367,10,-,-,-
MORMANNO,270,11,-,-,-
MOTTAFOLLONE,181,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,154,-,-,-,-
ORSOMARSO,252,-,-,-,-
PALUDI,200,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3590,32,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,574,-,-,-,-
PATERNO CALABRO,408,-,-,-,-
PEDIVIGLIANO,208,-,-,-,-
PIANE CRATI,344,-,-,-,-
PIETRAFITTA,212,-,-,-,-
PIETRAPAOLA,280,-,-,-,-
PLATACI,89,-,-,-,-
PRAIA A MARE,1068,7,-,-,-
RENDE,11238,54,-,-,-
ROCCA IMPERIALE,359,-,-,-,-
ROGGIANO GRAVINA,1452,17,-,-,-
ROGLIANO,1441,11,-,-,-
ROSE,1120,8,-,-,-
ROSETO CAPO SPULICO,197,-,-,-,-
ROTA GRECA,240,-,-,-,-
ROVITO,503,-,-,-,-
SAN BASILE,130,-,-,-,-
SAN BENEDETTO ULLANO,278,-,-,-,-
SAN COSMO ALBANESE,186,6,-,-,-
SAN DEMETRIO CORONE,658,-,-,-,-
SAN DONATO DI NINEA,268,-,-,-,-
SAN FILI,530,6,-,-,-
SAN GIORGIO ALBANESE,372,6,-,-,-
SAN GIOVANNI IN FIORE,4089,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,503,-,-,-,-
SAN LUCIDO,1003,9,-,-,-
SAN MARCO ARGENTANO,1684,7,-,-,-
SAN MARTINO DI FINITA,247,-,-,-,-
SAN NICOLA ARCELLA,285,-,-,-,-
SAN PIETRO IN AMANTEA,129,-,-,-,-
SAN PIETRO IN GUARANO,1078,9,-,-,-
SAN SOSTI,389,7,-,-,-
SAN VINCENZO LA COSTA,645,-,-,-,-
SANGINETO,169,-,-,-,-
SANTA CATERINA ALBANESE,128,-,-,-,-
SANTA DOMENICA TALAO,78,-,-,-,-
SANTA MARIA DEL CEDRO,822,-,-,-,-
SANTA SOFIA D'EPIRO,306,7,-,-,-
SANT'AGATA DI ESARO,124,-,-,-,-
SANTO STEFANO DI ROGLIANO,615,-,-,-,-
SARACENA,858,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2212,8,-,-,-
SCIGLIANO,183,-,-,-,-
SERRA D'AIELLO,162,-,-,-,-
SPEZZANO ALBANESE,1268,21,-,-,-
SPEZZANO DELLA SILA,1029,14,-,-,-
TARSIA,421,-,-,-,-
TERRANOVA DA SIBARI,1001,12,-,-,-
TERRAVECCHIA,101,-,-,-,-
TORANO CASTELLO,954,20,-,-,-
TORTORA,877,9,-,-,-
TREBISACCE,1863,16,-,-,-
VACCARIZZO ALBANESE,248,-,-,-,-
VERBICARO,287,6,-,-,-
VILLAPIANA,848,-,-,-,-
ZUMPANO,812,-,-,-,-
