Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,199,-,-,-,-
ACQUAPPESA,297,-,-,-,-
ACRI,3406,33,-,-,-
AIELLO CALABRO,289,-,-,-,-
AIETA,42,-,-,-,-
ALBIDONA,268,-,-,-,-
ALESSANDRIA DEL CARRETTO,41,-,-,-,-
ALTILIA,176,-,-,-,-
ALTOMONTE,811,-,-,-,-
ALTRA ASP,1031,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4022,24,-,-,-
AMENDOLARA,276,-,-,-,-
APRIGLIANO,547,10,-,-,-
BELMONTE CALABRO,357,-,-,-,-
BELSITO,232,-,-,-,-
BELVEDERE MARITTIMO,1567,10,-,-,-
BIANCHI,321,-,-,-,-
BISIGNANO,1912,19,-,-,-
BOCCHIGLIERO,130,7,-,-,-
BONIFATI,368,7,-,-,-
BUONVICINO,287,-,-,-,-
CALOPEZZATI,431,-,-,-,-
CALOVETO,346,-,-,-,-
CAMPANA,278,7,-,-,-
CANNA,111,-,-,-,-
CARIATI,1157,14,-,-,-
CAROLEI,630,-,-,-,-
CARPANZANO,24,-,-,-,-
CASALI DEL MANCO,2427,20,-,-,-
CASSANO ALLO IONIO,3709,30,-,-,-
CASTIGLIONE COSENTINO,799,8,-,-,-
CASTROLIBERO,2275,17,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3747,29,-,-,-
CELICO,484,7,-,-,-
CELLARA,99,-,-,-,-
CERCHIARA DI CALABRIA,432,8,-,-,-
CERISANO,684,-,-,-,-
CERVICATI,155,-,-,-,-
CERZETO,295,-,-,-,-
CETRARO,2125,23,-,-,-
CIVITA,60,-,-,-,-
CLETO,232,-,-,-,-
COLOSIMI,307,-,-,-,-
CORIGLIANO-ROSSANO,20360,162,-,-,-
COSENZA,16535,142,-,-,-
CROPALATI,211,-,-,-,-
CROSIA,2422,16,-,-,-
DIAMANTE,737,6,-,-,-
DIPIGNANO,1076,8,-,-,-
DOMANICO,278,-,-,-,-
FAGNANO CASTELLO,406,6,-,-,-
FALCONARA ALBANESE,264,-,-,-,-
FIGLINE VEGLIATURO,331,-,-,-,-
FIRMO,291,-,-,-,-
