Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
SANTA MARIA DEL CEDRO,791,-,-,-,-
SANTA SOFIA D'EPIRO,264,7,-,-,-
SANT'AGATA DI ESARO,123,-,-,-,-
SANTO STEFANO DI ROGLIANO,588,-,-,-,-
SARACENA,833,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2148,8,-,-,-
SCIGLIANO,174,-,-,-,-
SERRA D'AIELLO,151,-,-,-,-
SPEZZANO ALBANESE,1203,19,-,-,-
SPEZZANO DELLA SILA,916,14,-,-,-
TARSIA,411,-,-,-,-
TERRANOVA DA SIBARI,970,12,-,-,-
TERRAVECCHIA,97,-,-,-,-
TORANO CASTELLO,916,20,-,-,-
TORTORA,826,9,-,-,-
TREBISACCE,1791,15,-,-,-
VACCARIZZO ALBANESE,230,-,-,-,-
VERBICARO,235,6,-,-,-
VILLAPIANA,824,-,-,-,-
ZUMPANO,788,-,-,-,-
