Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,207,-,-,-,-
ACQUAPPESA,371,-,-,-,-
ACRI,3942,35,-,-,-
AIELLO CALABRO,324,-,-,-,-
AIETA,68,-,-,-,-
ALBIDONA,369,-,-,-,-
ALESSANDRIA DEL CARRETTO,48,-,-,-,-
ALTILIA,193,-,-,-,-
ALTOMONTE,929,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,4569,25,-,-,-
AMENDOLARA,300,-,-,-,-
APRIGLIANO,593,10,-,-,-
BELMONTE CALABRO,410,-,-,-,-
BELSITO,256,-,-,-,-
BELVEDERE MARITTIMO,1763,10,-,-,-
BIANCHI,377,-,-,-,-
BISIGNANO,2109,21,-,-,-
BOCCHIGLIERO,143,7,-,-,-
BONIFATI,403,7,-,-,-
BUONVICINO,343,-,-,-,-
CALOPEZZATI,485,-,-,-,-
CALOVETO,371,-,-,-,-
CAMPANA,284,7,-,-,-
CANNA,138,-,-,-,-
CARIATI,1232,16,-,-,-
CAROLEI,774,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2720,23,-,-,-
CASSANO ALLO IONIO,4089,30,-,-,-
CASTIGLIONE COSENTINO,918,9,-,-,-
CASTROLIBERO,2581,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4236,31,-,-,-
CELICO,573,7,-,-,-
CELLARA,128,-,-,-,-
CERCHIARA DI CALABRIA,461,9,-,-,-
CERISANO,780,-,-,-,-
CERVICATI,184,-,-,-,-
CERZETO,323,-,-,-,-
CETRARO,2414,24,-,-,-
CIVITA,65,-,-,-,-
CLETO,282,-,-,-,-
COLOSIMI,394,-,-,-,-
CORIGLIANO-ROSSANO,22379,164,-,-,-
COSENZA,18695,153,-,-,-
CROPALATI,235,-,-,-,-
CROSIA,2615,17,-,-,-
DIAMANTE,898,7,-,-,-
DIPIGNANO,1258,10,-,-,-
DOMANICO,334,-,-,-,-
FAGNANO CASTELLO,448,6,-,-,-
FALCONARA ALBANESE,304,-,-,-,-
FIGLINE VEGLIATURO,351,-,-,-,-
FIRMO,335,-,-,-,-
FIUMEFREDDO BRUZIO,875,-,-,-,-
FRANCAVILLA MARITTIMA,638,-,-,-,-
FRASCINETO,435,-,-,-,-
FUSCALDO,1928,8,-,-,-
GRIMALDI,414,-,-,-,-
GRISOLIA,492,-,-,-,-
GUARDIA PIEMONTESE,435,-,-,-,-
LAGO,622,-,-,-,-
LAINO BORGO,453,-,-,-,-
LAINO CASTELLO,181,-,-,-,-
LAPPANO,178,-,-,-,-
LATTARICO,1050,6,-,-,-
LONGOBARDI,533,23,-,-,-
LONGOBUCCO,762,-,-,-,-
LUNGRO,352,6,-,-,-
LUZZI,2257,17,-,-,-
MAIERA',231,-,-,-,-
MALITO,178,-,-,-,-
MALVITO,320,8,-,-,-
MANDATORICCIO,541,-,-,-,-
MANGONE,496,-,-,-,-
MARANO MARCHESATO,986,8,-,-,-
MARANO PRINCIPATO,729,-,-,-,-
MARZI,233,-,-,-,-
MENDICINO,2625,9,-,-,-
MONGRASSANO,471,6,-,-,-
