Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,199,-,-,-,-
ACQUAPPESA,306,-,-,-,-
ACRI,3513,33,-,-,-
AIELLO CALABRO,296,-,-,-,-
AIETA,42,-,-,-,-
ALBIDONA,298,-,-,-,-
ALESSANDRIA DEL CARRETTO,43,-,-,-,-
ALTILIA,177,-,-,-,-
ALTOMONTE,814,-,-,-,-
ALTRA ASP,1033,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4114,24,-,-,-
AMENDOLARA,278,-,-,-,-
APRIGLIANO,552,10,-,-,-
BELMONTE CALABRO,367,-,-,-,-
BELSITO,234,-,-,-,-
BELVEDERE MARITTIMO,1596,10,-,-,-
BIANCHI,334,-,-,-,-
BISIGNANO,1937,19,-,-,-
BOCCHIGLIERO,130,7,-,-,-
BONIFATI,371,7,-,-,-
BUONVICINO,293,-,-,-,-
CALOPEZZATI,447,-,-,-,-
CALOVETO,348,-,-,-,-
CAMPANA,278,7,-,-,-
CANNA,120,-,-,-,-
CARIATI,1187,14,-,-,-
CAROLEI,636,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2456,21,-,-,-
CASSANO ALLO IONIO,3758,30,-,-,-
CASTIGLIONE COSENTINO,812,8,-,-,-
CASTROLIBERO,2306,17,-,-,-
CASTROREGIO,43,-,-,-,-
CASTROVILLARI,3804,30,-,-,-
CELICO,487,7,-,-,-
CELLARA,101,-,-,-,-
CERCHIARA DI CALABRIA,445,8,-,-,-
CERISANO,696,-,-,-,-
CERVICATI,159,-,-,-,-
CERZETO,299,-,-,-,-
CETRARO,2192,24,-,-,-
CIVITA,60,-,-,-,-
CLETO,248,-,-,-,-
COLOSIMI,325,-,-,-,-
CORIGLIANO-ROSSANO,20676,162,-,-,-
COSENZA,16722,145,-,-,-
CROPALATI,218,-,-,-,-
CROSIA,2459,16,-,-,-
DIAMANTE,765,6,-,-,-
DIPIGNANO,1085,9,-,-,-
DOMANICO,280,-,-,-,-
FAGNANO CASTELLO,414,6,-,-,-
FALCONARA ALBANESE,267,-,-,-,-
FIGLINE VEGLIATURO,333,-,-,-,-
FIRMO,300,-,-,-,-
FIUMEFREDDO BRUZIO,717,-,-,-,-
FRANCAVILLA MARITTIMA,597,-,-,-,-
FRASCINETO,408,-,-,-,-
FUSCALDO,1772,8,-,-,-
GRIMALDI,397,-,-,-,-
GRISOLIA,463,-,-,-,-
GUARDIA PIEMONTESE,359,-,-,-,-
LAGO,542,-,-,-,-
LAINO BORGO,416,-,-,-,-
LAINO CASTELLO,164,-,-,-,-
LAPPANO,170,-,-,-,-
LATTARICO,946,6,-,-,-
LONGOBARDI,473,21,-,-,-
LONGOBUCCO,704,-,-,-,-
LUNGRO,333,6,-,-,-
LUZZI,2055,17,-,-,-
MAIERA',195,-,-,-,-
MALITO,145,-,-,-,-
MALVITO,278,8,-,-,-
MANDATORICCIO,515,-,-,-,-
MANGONE,458,-,-,-,-
MARANO MARCHESATO,901,8,-,-,-
MARANO PRINCIPATO,657,-,-,-,-
MARZI,217,-,-,-,-
MENDICINO,2333,9,-,-,-
MONGRASSANO,431,6,-,-,-
MONTALTO UFFUGO,6126,26,-,-,-
MONTEGIORDANO,350,-,-,-,-
MORANO CALABRO,297,10,-,-,-
MORMANNO,242,9,-,-,-
MOTTAFOLLONE,152,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,141,-,-,-,-
ORSOMARSO,233,-,-,-,-
PALUDI,188,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3244,31,-,-,-
PAPASIDERO,35,-,-,-,-
PARENTI,540,-,-,-,-
PATERNO CALABRO,364,-,-,-,-
PEDIVIGLIANO,183,-,-,-,-
PIANE CRATI,318,-,-,-,-
PIETRAFITTA,197,-,-,-,-
PIETRAPAOLA,259,-,-,-,-
PLATACI,80,-,-,-,-
PRAIA A MARE,951,7,-,-,-
RENDE,9921,52,-,-,-
ROCCA IMPERIALE,345,-,-,-,-
ROGGIANO GRAVINA,1325,15,-,-,-
ROGLIANO,1327,11,-,-,-
ROSE,1039,8,-,-,-
