Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,213,-,-,-,-
ACQUAPPESA,402,-,-,-,-
ACRI,4208,36,-,-,-
AIELLO CALABRO,353,-,-,-,-
AIETA,70,-,-,-,-
ALBIDONA,391,-,-,-,-
ALESSANDRIA DEL CARRETTO,52,-,-,-,-
ALTILIA,215,-,-,-,-
ALTOMONTE,1003,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4954,26,-,-,-
AMENDOLARA,320,-,-,-,-
APRIGLIANO,632,11,-,-,-
BELMONTE CALABRO,468,-,-,-,-
BELSITO,269,-,-,-,-
BELVEDERE MARITTIMO,1935,10,-,-,-
BIANCHI,399,-,-,-,-
BISIGNANO,2288,21,-,-,-
BOCCHIGLIERO,146,7,-,-,-
BONIFATI,417,7,-,-,-
BUONVICINO,376,-,-,-,-
CALOPEZZATI,502,-,-,-,-
CALOVETO,380,-,-,-,-
CAMPANA,310,7,-,-,-
CANNA,144,-,-,-,-
CARIATI,1257,16,-,-,-
CAROLEI,851,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2905,25,-,-,-
CASSANO ALLO IONIO,4355,30,-,-,-
CASTIGLIONE COSENTINO,1010,10,-,-,-
CASTROLIBERO,2830,18,-,-,-
CASTROREGIO,48,-,-,-,-
CASTROVILLARI,4615,34,-,-,-
CELICO,607,8,-,-,-
CELLARA,140,-,-,-,-
CERCHIARA DI CALABRIA,490,10,-,-,-
CERISANO,879,-,-,-,-
CERVICATI,198,-,-,-,-
CERZETO,340,-,-,-,-
CETRARO,2570,25,-,-,-
CIVITA,74,-,-,-,-
CLETO,307,-,-,-,-
COLOSIMI,425,-,-,-,-
CORIGLIANO-ROSSANO,23701,167,-,-,-
COSENZA,20528,164,-,-,-
CROPALATI,252,-,-,-,-
CROSIA,2760,17,-,-,-
DIAMANTE,954,8,-,-,-
DIPIGNANO,1388,12,-,-,-
DOMANICO,394,-,-,-,-
FAGNANO CASTELLO,477,6,-,-,-
FALCONARA ALBANESE,359,-,-,-,-
FIGLINE VEGLIATURO,377,-,-,-,-
FIRMO,361,-,-,-,-
FIUMEFREDDO BRUZIO,970,-,-,-,-
FRANCAVILLA MARITTIMA,678,-,-,-,-
FRASCINETO,476,-,-,-,-
FUSCALDO,2072,8,-,-,-
GRIMALDI,479,-,-,-,-
GRISOLIA,509,-,-,-,-
GUARDIA PIEMONTESE,473,-,-,-,-
LAGO,699,-,-,-,-
LAINO BORGO,471,-,-,-,-
LAINO CASTELLO,185,-,-,-,-
LAPPANO,190,-,-,-,-
LATTARICO,1123,6,-,-,-
LONGOBARDI,581,23,-,-,-
LONGOBUCCO,798,-,-,-,-
LUNGRO,378,6,-,-,-
LUZZI,2435,17,-,-,-
MAIERA',257,-,-,-,-
MALITO,210,-,-,-,-
MALVITO,372,9,-,-,-
MANDATORICCIO,565,-,-,-,-
MANGONE,545,-,-,-,-
MARANO MARCHESATO,1080,8,-,-,-
MARANO PRINCIPATO,811,-,-,-,-
MARZI,254,-,-,-,-
MENDICINO,2914,9,-,-,-
MONGRASSANO,518,6,-,-,-
MONTALTO UFFUGO,7340,29,-,-,-
MONTEGIORDANO,399,-,-,-,-
MORANO CALABRO,477,10,-,-,-
MORMANNO,277,11,-,-,-
MOTTAFOLLONE,199,-,-,-,-
NOCARA,51,-,-,-,-
ORIOLO,157,-,-,-,-
ORSOMARSO,260,-,-,-,-
PALUDI,230,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3976,36,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,585,-,-,-,-
PATERNO CALABRO,445,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,379,-,-,-,-
PIETRAFITTA,227,-,-,-,-
PIETRAPAOLA,295,-,-,-,-
PLATACI,96,-,-,-,-
PRAIA A MARE,1164,7,-,-,-
RENDE,12412,58,-,-,-
ROCCA IMPERIALE,373,-,-,-,-
ROGGIANO GRAVINA,1539,18,-,-,-
ROGLIANO,1570,11,-,-,-
ROSE,1238,8,-,-,-
ROSETO CAPO SPULICO,201,-,-,-,-
ROTA GRECA,252,-,-,-,-
ROVITO,528,-,-,-,-
SAN BASILE,142,-,-,-,-
SAN BENEDETTO ULLANO,290,-,-,-,-
SAN COSMO ALBANESE,199,6,-,-,-
SAN DEMETRIO CORONE,709,-,-,-,-
