Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,214,-,-,-,-
ACQUAPPESA,404,-,-,-,-
ACRI,4218,36,-,-,-
AIELLO CALABRO,354,-,-,-,-
AIETA,74,-,-,-,-
ALBIDONA,400,-,-,-,-
ALESSANDRIA DEL CARRETTO,54,-,-,-,-
ALTILIA,215,-,-,-,-
ALTOMONTE,1012,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4994,26,-,-,-
AMENDOLARA,322,-,-,-,-
APRIGLIANO,633,11,-,-,-
BELMONTE CALABRO,474,-,-,-,-
BELSITO,269,-,-,-,-
BELVEDERE MARITTIMO,1945,10,-,-,-
BIANCHI,400,-,-,-,-
BISIGNANO,2299,21,-,-,-
BOCCHIGLIERO,146,7,-,-,-
BONIFATI,417,7,-,-,-
BUONVICINO,380,-,-,-,-
CALOPEZZATI,505,-,-,-,-
CALOVETO,381,-,-,-,-
CAMPANA,310,8,-,-,-
CANNA,144,-,-,-,-
CARIATI,1264,16,-,-,-
CAROLEI,855,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2914,25,-,-,-
CASSANO ALLO IONIO,4370,30,-,-,-
CASTIGLIONE COSENTINO,1011,10,-,-,-
CASTROLIBERO,2840,18,-,-,-
CASTROREGIO,48,-,-,-,-
CASTROVILLARI,4652,35,-,-,-
CELICO,607,8,-,-,-
CELLARA,141,-,-,-,-
CERCHIARA DI CALABRIA,492,10,-,-,-
CERISANO,882,-,-,-,-
CERVICATI,200,-,-,-,-
CERZETO,340,-,-,-,-
CETRARO,2575,25,-,-,-
CIVITA,74,-,-,-,-
CLETO,316,-,-,-,-
COLOSIMI,429,-,-,-,-
CORIGLIANO-ROSSANO,23826,167,-,-,-
COSENZA,20651,164,-,-,-
CROPALATI,252,-,-,-,-
CROSIA,2773,17,-,-,-
