Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,201,-,-,-,-
ACQUAPPESA,317,-,-,-,-
ACRI,3624,33,-,-,-
AIELLO CALABRO,300,-,-,-,-
AIETA,47,-,-,-,-
ALBIDONA,320,-,-,-,-
ALESSANDRIA DEL CARRETTO,44,-,-,-,-
ALTILIA,179,-,-,-,-
ALTOMONTE,815,-,-,-,-
ALTRA ASP,1043,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4228,25,-,-,-
AMENDOLARA,283,-,-,-,-
APRIGLIANO,558,10,-,-,-
BELMONTE CALABRO,382,-,-,-,-
BELSITO,239,-,-,-,-
BELVEDERE MARITTIMO,1637,10,-,-,-
BIANCHI,347,-,-,-,-
BISIGNANO,1979,19,-,-,-
BOCCHIGLIERO,131,7,-,-,-
BONIFATI,378,7,-,-,-
BUONVICINO,301,-,-,-,-
CALOPEZZATI,466,-,-,-,-
CALOVETO,351,-,-,-,-
CAMPANA,281,7,-,-,-
CANNA,128,-,-,-,-
CARIATI,1218,15,-,-,-
CAROLEI,644,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2490,21,-,-,-
CASSANO ALLO IONIO,3823,30,-,-,-
CASTIGLIONE COSENTINO,820,8,-,-,-
CASTROLIBERO,2346,17,-,-,-
CASTROREGIO,44,-,-,-,-
CASTROVILLARI,3859,30,-,-,-
CELICO,494,7,-,-,-
CELLARA,104,-,-,-,-
CERCHIARA DI CALABRIA,451,8,-,-,-
CERISANO,710,-,-,-,-
CERVICATI,161,-,-,-,-
CERZETO,306,-,-,-,-
CETRARO,2278,24,-,-,-
CIVITA,64,-,-,-,-
CLETO,254,-,-,-,-
COLOSIMI,345,-,-,-,-
CORIGLIANO-ROSSANO,21001,162,-,-,-
COSENZA,16963,147,-,-,-
CROPALATI,220,-,-,-,-
CROSIA,2515,16,-,-,-
DIAMANTE,790,6,-,-,-
DIPIGNANO,1103,9,-,-,-
DOMANICO,285,-,-,-,-
FAGNANO CASTELLO,419,6,-,-,-
FALCONARA ALBANESE,277,-,-,-,-
FIGLINE VEGLIATURO,337,-,-,-,-
FIRMO,310,-,-,-,-
FIUMEFREDDO BRUZIO,743,-,-,-,-
FRANCAVILLA MARITTIMA,608,-,-,-,-
FRASCINETO,412,-,-,-,-
FUSCALDO,1814,8,-,-,-
GRIMALDI,400,-,-,-,-
GRISOLIA,468,-,-,-,-
GUARDIA PIEMONTESE,376,-,-,-,-
LAGO,557,-,-,-,-
LAINO BORGO,420,-,-,-,-
LAINO CASTELLO,167,-,-,-,-
LAPPANO,170,-,-,-,-
LATTARICO,956,6,-,-,-
LONGOBARDI,494,23,-,-,-
LONGOBUCCO,727,-,-,-,-
LUNGRO,333,6,-,-,-
LUZZI,2076,17,-,-,-
MAIERA',197,-,-,-,-
MALITO,152,-,-,-,-
MALVITO,283,8,-,-,-
MANDATORICCIO,527,-,-,-,-
MANGONE,466,-,-,-,-
MARANO MARCHESATO,910,8,-,-,-
MARANO PRINCIPATO,662,-,-,-,-
MARZI,220,-,-,-,-
MENDICINO,2361,9,-,-,-
MONGRASSANO,432,6,-,-,-
MONTALTO UFFUGO,6229,26,-,-,-
MONTEGIORDANO,364,-,-,-,-
MORANO CALABRO,300,10,-,-,-
MORMANNO,252,9,-,-,-
MOTTAFOLLONE,154,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,144,-,-,-,-
ORSOMARSO,235,-,-,-,-
PALUDI,193,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3331,31,-,-,-
