Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
SPEZZANO ALBANESE,1087,18,-,-,-
SPEZZANO DELLA SILA,834,14,-,-,-
TARSIA,361,-,-,-,-
TERRANOVA DA SIBARI,908,12,-,-,-
TERRAVECCHIA,80,-,-,-,-
TORANO CASTELLO,865,19,-,-,-
TORTORA,696,8,-,-,-
TREBISACCE,1543,12,-,-,-
VACCARIZZO ALBANESE,201,-,-,-,-
VERBICARO,208,6,-,-,-
VILLAPIANA,738,-,-,-,-
ZUMPANO,724,-,-,-,-
