Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,141,-,-,-,-
ACQUAPPESA,173,-,-,-,-
ACRI,2176,27,-,-,-
AIELLO CALABRO,137,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,174,-,-,-,-
ALESSANDRIA DEL CARRETTO,13,-,-,-,-
ALTILIA,106,-,-,-,-
ALTOMONTE,592,-,-,-,-
ALTRA ASP,893,9,-,-,-
ALTRA REGIONE,597,11,-,-,-
AMANTEA,2331,20,-,-,-
AMENDOLARA,208,-,-,-,-
APRIGLIANO,406,10,-,-,-
BELMONTE CALABRO,211,-,-,-,-
BELSITO,159,-,-,-,-
BELVEDERE MARITTIMO,953,10,-,-,-
BIANCHI,218,-,-,-,-
BISIGNANO,1367,17,-,-,-
BOCCHIGLIERO,116,7,-,-,-
BONIFATI,207,-,-,-,-
BUONVICINO,170,-,-,-,-
CALOPEZZATI,201,-,-,-,-
CALOVETO,200,-,-,-,-
CAMPANA,234,6,-,-,-
CANNA,58,-,-,-,-
CARIATI,763,12,-,-,-
CAROLEI,411,-,-,-,-
CARPANZANO,12,-,-,-,-
CASALI DEL MANCO,1650,20,-,-,-
CASSANO ALLO IONIO,2476,29,-,-,-
CASTIGLIONE COSENTINO,447,-,-,-,-
CASTROLIBERO,1547,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2355,24,-,-,-
CELICO,416,7,-,-,-
CELLARA,76,-,-,-,-
CERCHIARA DI CALABRIA,222,-,-,-,-
CERISANO,444,-,-,-,-
CERVICATI,107,-,-,-,-
CERZETO,215,-,-,-,-
CETRARO,1409,16,-,-,-
CIVITA,42,-,-,-,-
CLETO,115,-,-,-,-
COLOSIMI,177,-,-,-,-
CORIGLIANO-ROSSANO,13273,148,-,-,-
COSENZA,11204,118,-,-,-
CROPALATI,130,-,-,-,-
CROSIA,1437,13,-,-,-
DIAMANTE,312,-,-,-,-
DIPIGNANO,741,8,-,-,-
DOMANICO,167,-,-,-,-
FAGNANO CASTELLO,286,-,-,-,-
FALCONARA ALBANESE,201,-,-,-,-
FIGLINE VEGLIATURO,216,-,-,-,-
FIRMO,164,-,-,-,-
FIUMEFREDDO BRUZIO,443,-,-,-,-
FRANCAVILLA MARITTIMA,354,-,-,-,-
FRASCINETO,244,-,-,-,-
FUSCALDO,1159,8,-,-,-
GRIMALDI,179,-,-,-,-
GRISOLIA,335,-,-,-,-
GUARDIA PIEMONTESE,173,-,-,-,-
LAGO,309,-,-,-,-
LAINO BORGO,235,-,-,-,-
LAINO CASTELLO,107,-,-,-,-
LAPPANO,121,-,-,-,-
LATTARICO,605,-,-,-,-
LONGOBARDI,247,17,-,-,-
LONGOBUCCO,426,-,-,-,-
LUNGRO,207,6,-,-,-
LUZZI,1364,14,-,-,-
MAIERA',93,-,-,-,-
MALITO,77,-,-,-,-
MALVITO,170,-,-,-,-
MANDATORICCIO,410,-,-,-,-
MANGONE,302,-,-,-,-
MARANO MARCHESATO,558,8,-,-,-
MARANO PRINCIPATO,417,-,-,-,-
MARZI,178,-,-,-,-
MENDICINO,1540,6,-,-,-
MONGRASSANO,285,-,-,-,-
MONTALTO UFFUGO,3899,22,-,-,-
MONTEGIORDANO,200,-,-,-,-
MORANO CALABRO,261,9,-,-,-
MORMANNO,187,8,-,-,-
MOTTAFOLLONE,93,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,111,-,-,-,-
ORSOMARSO,148,-,-,-,-
PALUDI,102,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1834,23,-,-,-
PAPASIDERO,29,-,-,-,-
PARENTI,370,-,-,-,-
PATERNO CALABRO,268,-,-,-,-
PEDIVIGLIANO,106,-,-,-,-
PIANE CRATI,237,-,-,-,-
PIETRAFITTA,143,-,-,-,-
PIETRAPAOLA,147,-,-,-,-
PLATACI,59,-,-,-,-
PRAIA A MARE,453,7,-,-,-
RENDE,6387,45,-,-,-
ROCCA IMPERIALE,282,-,-,-,-
ROGGIANO GRAVINA,963,13,-,-,-
ROGLIANO,964,8,-,-,-
ROSE,682,8,-,-,-
ROSETO CAPO SPULICO,142,-,-,-,-
ROTA GRECA,127,-,-,-,-
ROVITO,360,-,-,-,-
SAN BASILE,67,-,-,-,-
SAN BENEDETTO ULLANO,215,-,-,-,-
SAN COSMO ALBANESE,127,6,-,-,-
SAN DEMETRIO CORONE,282,-,-,-,-
SAN DONATO DI NINEA,137,-,-,-,-
SAN FILI,353,-,-,-,-
SAN GIORGIO ALBANESE,124,-,-,-,-
SAN GIOVANNI IN FIORE,2768,31,-,-,-
SAN LORENZO BELLIZZI,34,-,-,-,-
SAN LORENZO DEL VALLO,297,-,-,-,-
SAN LUCIDO,670,8,-,-,-
SAN MARCO ARGENTANO,1006,7,-,-,-
SAN MARTINO DI FINITA,123,-,-,-,-
SAN NICOLA ARCELLA,190,-,-,-,-
SAN PIETRO IN AMANTEA,47,-,-,-,-
SAN PIETRO IN GUARANO,522,7,-,-,-
SAN SOSTI,215,7,-,-,-
SAN VINCENZO LA COSTA,338,-,-,-,-
SANGINETO,116,-,-,-,-
SANTA CATERINA ALBANESE,68,-,-,-,-
SANTA DOMENICA TALAO,49,-,-,-,-
SANTA MARIA DEL CEDRO,540,-,-,-,-
SANTA SOFIA D'EPIRO,168,7,-,-,-
SANT'AGATA DI ESARO,106,-,-,-,-
SANTO STEFANO DI ROGLIANO,385,-,-,-,-
SARACENA,496,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1204,8,-,-,-
SCIGLIANO,98,-,-,-,-
SERRA D'AIELLO,86,-,-,-,-
SPEZZANO ALBANESE,834,16,-,-,-
SPEZZANO DELLA SILA,641,12,-,-,-
TARSIA,191,-,-,-,-
TERRANOVA DA SIBARI,799,12,-,-,-
TERRAVECCHIA,43,-,-,-,-
TORANO CASTELLO,652,19,-,-,-
TORTORA,437,7,-,-,-
TREBISACCE,936,11,-,-,-
VACCARIZZO ALBANESE,130,-,-,-,-
VERBICARO,191,6,-,-,-
VILLAPIANA,547,-,-,-,-
ZUMPANO,545,-,-,-,-
