Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
FAGNANO CASTELLO,447,6,-,-,-
FALCONARA ALBANESE,293,-,-,-,-
FIGLINE VEGLIATURO,349,-,-,-,-
FIRMO,335,-,-,-,-
FIUMEFREDDO BRUZIO,852,-,-,-,-
FRANCAVILLA MARITTIMA,638,-,-,-,-
FRASCINETO,429,-,-,-,-
FUSCALDO,1898,8,-,-,-
GRIMALDI,409,-,-,-,-
GRISOLIA,488,-,-,-,-
GUARDIA PIEMONTESE,429,-,-,-,-
LAGO,614,-,-,-,-
LAINO BORGO,449,-,-,-,-
LAINO CASTELLO,181,-,-,-,-
LAPPANO,177,-,-,-,-
LATTARICO,1043,6,-,-,-
LONGOBARDI,525,23,-,-,-
LONGOBUCCO,757,-,-,-,-
LUNGRO,351,6,-,-,-
LUZZI,2229,17,-,-,-
MAIERA',226,-,-,-,-
MALITO,161,-,-,-,-
MALVITO,309,8,-,-,-
MANDATORICCIO,540,-,-,-,-
MANGONE,491,-,-,-,-
MARANO MARCHESATO,966,8,-,-,-
MARANO PRINCIPATO,713,-,-,-,-
MARZI,229,-,-,-,-
MENDICINO,2574,9,-,-,-
MONGRASSANO,461,6,-,-,-
MONTALTO UFFUGO,6621,27,-,-,-
MONTEGIORDANO,378,-,-,-,-
MORANO CALABRO,343,10,-,-,-
MORMANNO,269,11,-,-,-
MOTTAFOLLONE,180,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,153,-,-,-,-
ORSOMARSO,250,-,-,-,-
PALUDI,199,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3540,32,-,-,-
PAPASIDERO,40,-,-,-,-
PARENTI,571,-,-,-,-
PATERNO CALABRO,399,-,-,-,-
PEDIVIGLIANO,207,-,-,-,-
PIANE CRATI,339,-,-,-,-
PIETRAFITTA,206,-,-,-,-
PIETRAPAOLA,279,-,-,-,-
PLATACI,89,-,-,-,-
PRAIA A MARE,1048,7,-,-,-
RENDE,10925,54,-,-,-
ROCCA IMPERIALE,358,-,-,-,-
ROGGIANO GRAVINA,1422,17,-,-,-
ROGLIANO,1414,11,-,-,-
ROSE,1101,8,-,-,-
ROSETO CAPO SPULICO,197,-,-,-,-
ROTA GRECA,233,-,-,-,-
ROVITO,492,-,-,-,-
SAN BASILE,129,-,-,-,-
SAN BENEDETTO ULLANO,274,-,-,-,-
SAN COSMO ALBANESE,185,6,-,-,-
SAN DEMETRIO CORONE,655,-,-,-,-
SAN DONATO DI NINEA,261,-,-,-,-
SAN FILI,523,6,-,-,-
SAN GIORGIO ALBANESE,357,6,-,-,-
SAN GIOVANNI IN FIORE,4063,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,489,-,-,-,-
SAN LUCIDO,989,9,-,-,-
SAN MARCO ARGENTANO,1654,7,-,-,-
SAN MARTINO DI FINITA,234,-,-,-,-
SAN NICOLA ARCELLA,283,-,-,-,-
SAN PIETRO IN AMANTEA,125,-,-,-,-
SAN PIETRO IN GUARANO,1057,9,-,-,-
SAN SOSTI,383,7,-,-,-
SAN VINCENZO LA COSTA,634,-,-,-,-
SANGINETO,168,-,-,-,-
SANTA CATERINA ALBANESE,124,-,-,-,-
SANTA DOMENICA TALAO,78,-,-,-,-
SANTA MARIA DEL CEDRO,810,-,-,-,-
SANTA SOFIA D'EPIRO,301,7,-,-,-
SANT'AGATA DI ESARO,124,-,-,-,-
SANTO STEFANO DI ROGLIANO,605,-,-,-,-
SARACENA,852,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2198,8,-,-,-
SCIGLIANO,176,-,-,-,-
SERRA D'AIELLO,162,-,-,-,-
SPEZZANO ALBANESE,1253,21,-,-,-
SPEZZANO DELLA SILA,1015,14,-,-,-
TARSIA,419,-,-,-,-
TERRANOVA DA SIBARI,989,12,-,-,-
TERRAVECCHIA,101,-,-,-,-
TORANO CASTELLO,940,20,-,-,-
TORTORA,869,9,-,-,-
TREBISACCE,1839,16,-,-,-
VACCARIZZO ALBANESE,241,-,-,-,-
VERBICARO,273,6,-,-,-
VILLAPIANA,844,-,-,-,-
ZUMPANO,808,-,-,-,-
