Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,199,-,-,-,-
ACQUAPPESA,296,-,-,-,-
ACRI,3381,33,-,-,-
AIELLO CALABRO,287,-,-,-,-
AIETA,41,-,-,-,-
ALBIDONA,261,-,-,-,-
ALESSANDRIA DEL CARRETTO,41,-,-,-,-
ALTILIA,176,-,-,-,-
ALTOMONTE,809,-,-,-,-
ALTRA ASP,1031,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4003,24,-,-,-
AMENDOLARA,276,-,-,-,-
APRIGLIANO,544,10,-,-,-
BELMONTE CALABRO,354,-,-,-,-
BELSITO,230,-,-,-,-
BELVEDERE MARITTIMO,1562,10,-,-,-
BIANCHI,311,-,-,-,-
BISIGNANO,1903,19,-,-,-
BOCCHIGLIERO,130,7,-,-,-
BONIFATI,367,7,-,-,-
BUONVICINO,287,-,-,-,-
CALOPEZZATI,430,-,-,-,-
CALOVETO,346,-,-,-,-
CAMPANA,278,7,-,-,-
CANNA,111,-,-,-,-
CARIATI,1153,14,-,-,-
CAROLEI,626,-,-,-,-
CARPANZANO,24,-,-,-,-
CASALI DEL MANCO,2427,20,-,-,-
CASSANO ALLO IONIO,3704,30,-,-,-
CASTIGLIONE COSENTINO,799,8,-,-,-
CASTROLIBERO,2268,17,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3734,28,-,-,-
CELICO,483,7,-,-,-
CELLARA,99,-,-,-,-
CERCHIARA DI CALABRIA,430,8,-,-,-
CERISANO,680,-,-,-,-
CERVICATI,155,-,-,-,-
CERZETO,293,-,-,-,-
CETRARO,2116,23,-,-,-
CIVITA,60,-,-,-,-
CLETO,228,-,-,-,-
COLOSIMI,304,-,-,-,-
CORIGLIANO-ROSSANO,20308,162,-,-,-
COSENZA,16490,142,-,-,-
CROPALATI,209,-,-,-,-
CROSIA,2410,16,-,-,-
DIAMANTE,735,6,-,-,-
DIPIGNANO,1074,8,-,-,-
DOMANICO,275,-,-,-,-
FAGNANO CASTELLO,404,6,-,-,-
FALCONARA ALBANESE,263,-,-,-,-
FIGLINE VEGLIATURO,331,-,-,-,-
FIRMO,291,-,-,-,-
FIUMEFREDDO BRUZIO,709,-,-,-,-
FRANCAVILLA MARITTIMA,585,-,-,-,-
FRASCINETO,408,-,-,-,-
FUSCALDO,1738,8,-,-,-
GRIMALDI,390,-,-,-,-
GRISOLIA,453,-,-,-,-
GUARDIA PIEMONTESE,340,-,-,-,-
LAGO,536,-,-,-,-
LAINO BORGO,407,-,-,-,-
LAINO CASTELLO,160,-,-,-,-
LAPPANO,168,-,-,-,-
LATTARICO,941,6,-,-,-
LONGOBARDI,469,21,-,-,-
LONGOBUCCO,691,-,-,-,-
LUNGRO,331,6,-,-,-
LUZZI,2038,17,-,-,-
MAIERA',195,-,-,-,-
MALITO,142,-,-,-,-
MALVITO,265,8,-,-,-
MANDATORICCIO,507,-,-,-,-
MANGONE,451,-,-,-,-
MARANO MARCHESATO,888,8,-,-,-
MARANO PRINCIPATO,648,-,-,-,-
MARZI,217,-,-,-,-
MENDICINO,2301,9,-,-,-
MONGRASSANO,418,6,-,-,-
MONTALTO UFFUGO,6036,25,-,-,-
MONTEGIORDANO,342,-,-,-,-
MORANO CALABRO,297,10,-,-,-
MORMANNO,235,9,-,-,-
MOTTAFOLLONE,150,-,-,-,-
NOCARA,41,-,-,-,-
ORIOLO,140,-,-,-,-
ORSOMARSO,230,-,-,-,-
PALUDI,175,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3178,31,-,-,-
PAPASIDERO,34,-,-,-,-
