Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
PARENTI,533,-,-,-,-
PATERNO CALABRO,359,-,-,-,-
PEDIVIGLIANO,175,-,-,-,-
PIANE CRATI,315,-,-,-,-
PIETRAFITTA,185,-,-,-,-
PIETRAPAOLA,256,-,-,-,-
PLATACI,79,-,-,-,-
PRAIA A MARE,930,7,-,-,-
RENDE,9774,52,-,-,-
ROCCA IMPERIALE,342,-,-,-,-
ROGGIANO GRAVINA,1291,15,-,-,-
ROGLIANO,1314,11,-,-,-
ROSE,1029,8,-,-,-
ROSETO CAPO SPULICO,161,-,-,-,-
ROTA GRECA,193,-,-,-,-
ROVITO,444,-,-,-,-
SAN BASILE,118,-,-,-,-
SAN BENEDETTO ULLANO,263,-,-,-,-
SAN COSMO ALBANESE,175,6,-,-,-
SAN DEMETRIO CORONE,587,-,-,-,-
SAN DONATO DI NINEA,223,-,-,-,-
SAN FILI,485,6,-,-,-
SAN GIORGIO ALBANESE,292,-,-,-,-
SAN GIOVANNI IN FIORE,3718,33,-,-,-
SAN LORENZO BELLIZZI,68,-,-,-,-
SAN LORENZO DEL VALLO,422,-,-,-,-
SAN LUCIDO,845,9,-,-,-
SAN MARCO ARGENTANO,1515,7,-,-,-
SAN MARTINO DI FINITA,195,-,-,-,-
SAN NICOLA ARCELLA,256,-,-,-,-
SAN PIETRO IN AMANTEA,119,-,-,-,-
SAN PIETRO IN GUARANO,904,9,-,-,-
SAN SOSTI,330,7,-,-,-
SAN VINCENZO LA COSTA,582,-,-,-,-
SANGINETO,157,-,-,-,-
SANTA CATERINA ALBANESE,106,-,-,-,-
SANTA DOMENICA TALAO,74,-,-,-,-
SANTA MARIA DEL CEDRO,765,-,-,-,-
SANTA SOFIA D'EPIRO,238,7,-,-,-
SANT'AGATA DI ESARO,121,-,-,-,-
SANTO STEFANO DI ROGLIANO,561,-,-,-,-
SARACENA,782,6,-,-,-
SCALA COELI,38,-,-,-,-
SCALEA,2052,8,-,-,-
SCIGLIANO,162,-,-,-,-
SERRA D'AIELLO,135,-,-,-,-
SPEZZANO ALBANESE,1130,18,-,-,-
SPEZZANO DELLA SILA,861,14,-,-,-
TARSIA,385,-,-,-,-
TERRANOVA DA SIBARI,925,12,-,-,-
TERRAVECCHIA,85,-,-,-,-
TORANO CASTELLO,894,20,-,-,-
TORTORA,761,8,-,-,-
TREBISACCE,1646,15,-,-,-
VACCARIZZO ALBANESE,212,-,-,-,-
VERBICARO,216,6,-,-,-
VILLAPIANA,770,-,-,-,-
ZUMPANO,749,-,-,-,-
