Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,210,-,-,-,-
ACQUAPPESA,376,-,-,-,-
ACRI,4033,35,-,-,-
AIELLO CALABRO,333,-,-,-,-
AIETA,68,-,-,-,-
ALBIDONA,378,-,-,-,-
ALESSANDRIA DEL CARRETTO,51,-,-,-,-
ALTILIA,200,-,-,-,-
ALTOMONTE,962,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,4652,25,-,-,-
AMENDOLARA,309,-,-,-,-
APRIGLIANO,604,10,-,-,-
BELMONTE CALABRO,422,-,-,-,-
BELSITO,257,-,-,-,-
BELVEDERE MARITTIMO,1806,10,-,-,-
BIANCHI,381,-,-,-,-
BISIGNANO,2157,21,-,-,-
BOCCHIGLIERO,144,7,-,-,-
BONIFATI,411,7,-,-,-
BUONVICINO,351,-,-,-,-
CALOPEZZATI,487,-,-,-,-
CALOVETO,376,-,-,-,-
CAMPANA,285,7,-,-,-
CANNA,140,-,-,-,-
CARIATI,1236,16,-,-,-
CAROLEI,817,-,-,-,-
CARPANZANO,29,-,-,-,-
CASALI DEL MANCO,2784,24,-,-,-
CASSANO ALLO IONIO,4195,30,-,-,-
CASTIGLIONE COSENTINO,955,10,-,-,-
CASTROLIBERO,2671,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4355,31,-,-,-
CELICO,582,8,-,-,-
CELLARA,129,-,-,-,-
CERCHIARA DI CALABRIA,467,9,-,-,-
CERISANO,809,-,-,-,-
CERVICATI,191,-,-,-,-
CERZETO,331,-,-,-,-
CETRARO,2453,24,-,-,-
CIVITA,67,-,-,-,-
CLETO,291,-,-,-,-
COLOSIMI,408,-,-,-,-
CORIGLIANO-ROSSANO,22817,164,-,-,-
COSENZA,19398,154,-,-,-
CROPALATI,243,-,-,-,-
CROSIA,2676,17,-,-,-
DIAMANTE,916,8,-,-,-
DIPIGNANO,1309,11,-,-,-
DOMANICO,343,-,-,-,-
FAGNANO CASTELLO,462,6,-,-,-
FALCONARA ALBANESE,316,-,-,-,-
FIGLINE VEGLIATURO,355,-,-,-,-
FIRMO,336,-,-,-,-
FIUMEFREDDO BRUZIO,910,-,-,-,-
FRANCAVILLA MARITTIMA,644,-,-,-,-
FRASCINETO,457,-,-,-,-
FUSCALDO,1971,8,-,-,-
GRIMALDI,452,-,-,-,-
GRISOLIA,495,-,-,-,-
GUARDIA PIEMONTESE,451,-,-,-,-
LAGO,647,-,-,-,-
LAINO BORGO,458,-,-,-,-
LAINO CASTELLO,182,-,-,-,-
LAPPANO,182,-,-,-,-
LATTARICO,1072,6,-,-,-
LONGOBARDI,548,23,-,-,-
LONGOBUCCO,774,-,-,-,-
LUNGRO,357,6,-,-,-
LUZZI,2334,17,-,-,-
MAIERA',235,-,-,-,-
MALITO,195,-,-,-,-
MALVITO,343,8,-,-,-
MANDATORICCIO,545,-,-,-,-
MANGONE,509,-,-,-,-
MARANO MARCHESATO,1021,8,-,-,-
MARANO PRINCIPATO,753,-,-,-,-
MARZI,238,-,-,-,-
MENDICINO,2713,9,-,-,-
MONGRASSANO,481,6,-,-,-
MONTALTO UFFUGO,6957,29,-,-,-
MONTEGIORDANO,381,-,-,-,-
MORANO CALABRO,411,10,-,-,-
MORMANNO,270,11,-,-,-
MOTTAFOLLONE,184,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,155,-,-,-,-
ORSOMARSO,254,-,-,-,-
PALUDI,215,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3700,34,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,578,-,-,-,-
PATERNO CALABRO,417,-,-,-,-
PEDIVIGLIANO,211,-,-,-,-
PIANE CRATI,352,-,-,-,-
PIETRAFITTA,219,-,-,-,-
PIETRAPAOLA,282,-,-,-,-
PLATACI,89,-,-,-,-
PRAIA A MARE,1085,7,-,-,-
RENDE,11631,55,-,-,-
ROCCA IMPERIALE,366,-,-,-,-
ROGGIANO GRAVINA,1472,17,-,-,-
ROGLIANO,1472,11,-,-,-
ROSE,1163,8,-,-,-
ROSETO CAPO SPULICO,197,-,-,-,-
ROTA GRECA,242,-,-,-,-
ROVITO,511,-,-,-,-
SAN BASILE,133,-,-,-,-
SAN BENEDETTO ULLANO,283,-,-,-,-
SAN COSMO ALBANESE,186,6,-,-,-
SAN DEMETRIO CORONE,668,-,-,-,-
SAN DONATO DI NINEA,273,-,-,-,-
SAN FILI,540,6,-,-,-
SAN GIORGIO ALBANESE,380,6,-,-,-
SAN GIOVANNI IN FIORE,4127,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,518,-,-,-,-
SAN LUCIDO,1037,10,-,-,-
SAN MARCO ARGENTANO,1738,7,-,-,-
SAN MARTINO DI FINITA,256,-,-,-,-
SAN NICOLA ARCELLA,291,-,-,-,-
SAN PIETRO IN AMANTEA,129,-,-,-,-
SAN PIETRO IN GUARANO,1114,9,-,-,-
SAN SOSTI,404,7,-,-,-
SAN VINCENZO LA COSTA,677,-,-,-,-
SANGINETO,169,-,-,-,-
SANTA CATERINA ALBANESE,128,-,-,-,-
SANTA DOMENICA TALAO,80,-,-,-,-
SANTA MARIA DEL CEDRO,840,-,-,-,-
SANTA SOFIA D'EPIRO,320,7,-,-,-
SANT'AGATA DI ESARO,125,-,-,-,-
SANTO STEFANO DI ROGLIANO,647,-,-,-,-
SARACENA,868,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2249,8,-,-,-
SCIGLIANO,211,-,-,-,-
SERRA D'AIELLO,162,-,-,-,-
SPEZZANO ALBANESE,1299,21,-,-,-
SPEZZANO DELLA SILA,1056,14,-,-,-
TARSIA,431,-,-,-,-
TERRANOVA DA SIBARI,1019,13,-,-,-
TERRAVECCHIA,103,-,-,-,-
TORANO CASTELLO,980,20,-,-,-
TORTORA,905,9,-,-,-
TREBISACCE,1893,16,-,-,-
VACCARIZZO ALBANESE,248,-,-,-,-
VERBICARO,297,6,-,-,-
VILLAPIANA,858,-,-,-,-
ZUMPANO,831,-,-,-,-
