Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,217,-,-,-,-
ACQUAPPESA,405,-,-,-,-
ACRI,4274,36,-,-,-
AIELLO CALABRO,360,-,-,-,-
AIETA,74,-,-,-,-
ALBIDONA,409,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,217,-,-,-,-
ALTOMONTE,1021,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5094,26,-,-,-
AMENDOLARA,322,-,-,-,-
APRIGLIANO,648,11,-,-,-
BELMONTE CALABRO,500,-,-,-,-
BELSITO,272,-,-,-,-
BELVEDERE MARITTIMO,1973,10,-,-,-
BIANCHI,402,-,-,-,-
BISIGNANO,2319,21,-,-,-
BOCCHIGLIERO,148,7,-,-,-
BONIFATI,422,7,-,-,-
BUONVICINO,389,-,-,-,-
CALOPEZZATI,513,-,-,-,-
CALOVETO,384,-,-,-,-
CAMPANA,312,8,-,-,-
CANNA,149,-,-,-,-
CARIATI,1288,17,-,-,-
CAROLEI,867,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2932,26,-,-,-
CASSANO ALLO IONIO,4422,31,-,-,-
CASTIGLIONE COSENTINO,1036,11,-,-,-
CASTROLIBERO,2893,18,-,-,-
CASTROREGIO,50,-,-,-,-
CASTROVILLARI,4772,35,-,-,-
CELICO,609,8,-,-,-
CELLARA,148,-,-,-,-
CERCHIARA DI CALABRIA,495,10,-,-,-
CERISANO,888,-,-,-,-
CERVICATI,202,-,-,-,-
CERZETO,342,-,-,-,-
CETRARO,2601,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,346,-,-,-,-
COLOSIMI,434,-,-,-,-
CORIGLIANO-ROSSANO,24187,170,-,-,-
COSENZA,21018,165,-,-,-
CROPALATI,254,-,-,-,-
CROSIA,2817,17,-,-,-
DIAMANTE,978,8,-,-,-
DIPIGNANO,1425,12,-,-,-
DOMANICO,395,-,-,-,-
FAGNANO CASTELLO,483,6,-,-,-
FALCONARA ALBANESE,362,-,-,-,-
FIGLINE VEGLIATURO,384,-,-,-,-
FIRMO,367,6,-,-,-
FIUMEFREDDO BRUZIO,986,-,-,-,-
FRANCAVILLA MARITTIMA,682,-,-,-,-
FRASCINETO,484,-,-,-,-
FUSCALDO,2100,8,-,-,-
GRIMALDI,482,-,-,-,-
GRISOLIA,513,-,-,-,-
GUARDIA PIEMONTESE,479,-,-,-,-
LAGO,718,-,-,-,-
LAINO BORGO,472,-,-,-,-
LAINO CASTELLO,185,-,-,-,-
LAPPANO,196,-,-,-,-
LATTARICO,1142,6,-,-,-
LONGOBARDI,600,23,-,-,-
LONGOBUCCO,809,-,-,-,-
LUNGRO,384,7,-,-,-
LUZZI,2463,17,-,-,-
MAIERA',268,-,-,-,-
MALITO,212,-,-,-,-
MALVITO,378,9,-,-,-
MANDATORICCIO,573,-,-,-,-
MANGONE,550,-,-,-,-
MARANO MARCHESATO,1102,8,-,-,-
MARANO PRINCIPATO,831,-,-,-,-
MARZI,259,-,-,-,-
MENDICINO,2956,9,-,-,-
MONGRASSANO,520,6,-,-,-
MONTALTO UFFUGO,7479,29,-,-,-
MONTEGIORDANO,405,-,-,-,-
MORANO CALABRO,495,10,-,-,-
MORMANNO,277,11,-,-,-
MOTTAFOLLONE,214,-,-,-,-
NOCARA,51,-,-,-,-
ORIOLO,158,-,-,-,-
ORSOMARSO,265,-,-,-,-
PALUDI,233,-,-,-,-
PANETTIERI,39,-,-,-,-
PAOLA,4008,37,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,587,-,-,-,-
PATERNO CALABRO,452,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,389,-,-,-,-
PIETRAFITTA,232,-,-,-,-
PIETRAPAOLA,305,-,-,-,-
PLATACI,96,-,-,-,-
PRAIA A MARE,1189,7,-,-,-
RENDE,12728,61,-,-,-
ROCCA IMPERIALE,374,-,-,-,-
ROGGIANO GRAVINA,1552,18,-,-,-
ROGLIANO,1586,11,-,-,-
ROSE,1243,9,-,-,-
ROSETO CAPO SPULICO,203,-,-,-,-
ROTA GRECA,253,-,-,-,-
ROVITO,532,-,-,-,-
SAN BASILE,147,-,-,-,-
SAN BENEDETTO ULLANO,292,-,-,-,-
SAN COSMO ALBANESE,202,6,-,-,-
SAN DEMETRIO CORONE,733,-,-,-,-
SAN DONATO DI NINEA,292,-,-,-,-
SAN FILI,586,6,-,-,-
SAN GIORGIO ALBANESE,403,6,-,-,-
SAN GIOVANNI IN FIORE,4347,34,-,-,-
SAN LORENZO BELLIZZI,79,-,-,-,-
SAN LORENZO DEL VALLO,557,-,-,-,-
SAN LUCIDO,1154,11,-,-,-
SAN MARCO ARGENTANO,1876,7,-,-,-
SAN MARTINO DI FINITA,276,-,-,-,-
SAN NICOLA ARCELLA,308,-,-,-,-
SAN PIETRO IN AMANTEA,142,-,-,-,-
