Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,189,-,-,-,-
ACQUAPPESA,264,-,-,-,-
ACRI,3099,30,-,-,-
AIELLO CALABRO,268,-,-,-,-
AIETA,35,-,-,-,-
ALBIDONA,252,-,-,-,-
ALESSANDRIA DEL CARRETTO,33,-,-,-,-
ALTILIA,167,-,-,-,-
ALTOMONTE,759,-,-,-,-
ALTRA ASP,1009,12,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3675,24,-,-,-
AMENDOLARA,250,-,-,-,-
APRIGLIANO,502,10,-,-,-
BELMONTE CALABRO,327,-,-,-,-
BELSITO,209,-,-,-,-
BELVEDERE MARITTIMO,1392,10,-,-,-
BIANCHI,273,-,-,-,-
BISIGNANO,1780,17,-,-,-
BOCCHIGLIERO,126,7,-,-,-
BONIFATI,323,6,-,-,-
BUONVICINO,275,-,-,-,-
CALOPEZZATI,351,-,-,-,-
CALOVETO,313,-,-,-,-
CAMPANA,266,7,-,-,-
CANNA,77,-,-,-,-
CARIATI,1060,13,-,-,-
CAROLEI,577,-,-,-,-
CARPANZANO,18,-,-,-,-
CASALI DEL MANCO,2220,20,-,-,-
CASSANO ALLO IONIO,3344,29,-,-,-
CASTIGLIONE COSENTINO,723,8,-,-,-
CASTROLIBERO,2106,16,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3356,26,-,-,-
CELICO,464,7,-,-,-
CELLARA,98,-,-,-,-
CERCHIARA DI CALABRIA,344,6,-,-,-
CERISANO,595,-,-,-,-
CERVICATI,147,-,-,-,-
CERZETO,268,-,-,-,-
CETRARO,1914,20,-,-,-
CIVITA,55,-,-,-,-
CLETO,216,-,-,-,-
COLOSIMI,268,-,-,-,-
CORIGLIANO-ROSSANO,17997,157,-,-,-
COSENZA,15274,135,-,-,-
CROPALATI,186,-,-,-,-
CROSIA,2140,15,-,-,-
DIAMANTE,599,-,-,-,-
DIPIGNANO,971,8,-,-,-
DOMANICO,245,-,-,-,-
FAGNANO CASTELLO,365,-,-,-,-
FALCONARA ALBANESE,246,-,-,-,-
FIGLINE VEGLIATURO,302,-,-,-,-
FIRMO,254,-,-,-,-
FIUMEFREDDO BRUZIO,645,-,-,-,-
FRANCAVILLA MARITTIMA,516,-,-,-,-
FRASCINETO,354,-,-,-,-
FUSCALDO,1568,8,-,-,-
GRIMALDI,362,-,-,-,-
GRISOLIA,422,-,-,-,-
