Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,207,-,-,-,-
ACQUAPPESA,349,-,-,-,-
ACRI,3798,34,-,-,-
AIELLO CALABRO,321,-,-,-,-
AIETA,67,-,-,-,-
ALBIDONA,363,-,-,-,-
ALESSANDRIA DEL CARRETTO,48,-,-,-,-
ALTILIA,185,-,-,-,-
ALTOMONTE,892,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,4477,25,-,-,-
AMENDOLARA,291,-,-,-,-
APRIGLIANO,584,10,-,-,-
BELMONTE CALABRO,398,-,-,-,-
BELSITO,252,-,-,-,-
BELVEDERE MARITTIMO,1731,10,-,-,-
BIANCHI,373,-,-,-,-
BISIGNANO,2062,20,-,-,-
BOCCHIGLIERO,138,7,-,-,-
BONIFATI,398,7,-,-,-
BUONVICINO,331,-,-,-,-
CALOPEZZATI,483,-,-,-,-
CALOVETO,367,-,-,-,-
CAMPANA,284,7,-,-,-
CANNA,138,-,-,-,-
CARIATI,1223,16,-,-,-
CAROLEI,729,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2627,22,-,-,-
CASSANO ALLO IONIO,3984,30,-,-,-
CASTIGLIONE COSENTINO,869,8,-,-,-
CASTROLIBERO,2498,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4108,31,-,-,-
CELICO,553,7,-,-,-
CELLARA,123,-,-,-,-
CERCHIARA DI CALABRIA,459,9,-,-,-
CERISANO,745,-,-,-,-
CERVICATI,174,-,-,-,-
CERZETO,317,-,-,-,-
CETRARO,2373,24,-,-,-
CIVITA,65,-,-,-,-
CLETO,272,-,-,-,-
COLOSIMI,385,-,-,-,-
CORIGLIANO-ROSSANO,21921,164,-,-,-
COSENZA,17960,151,-,-,-
CROPALATI,233,-,-,-,-
CROSIA,2581,17,-,-,-
DIAMANTE,883,7,-,-,-
DIPIGNANO,1195,10,-,-,-
DOMANICO,322,-,-,-,-
FAGNANO CASTELLO,438,6,-,-,-
FALCONARA ALBANESE,289,-,-,-,-
FIGLINE VEGLIATURO,346,-,-,-,-
FIRMO,332,-,-,-,-
FIUMEFREDDO BRUZIO,822,-,-,-,-
FRANCAVILLA MARITTIMA,635,-,-,-,-
FRASCINETO,426,-,-,-,-
FUSCALDO,1880,8,-,-,-
GRIMALDI,407,-,-,-,-
GRISOLIA,479,-,-,-,-
GUARDIA PIEMONTESE,422,-,-,-,-
LAGO,606,-,-,-,-
LAINO BORGO,442,-,-,-,-
LAINO CASTELLO,175,-,-,-,-
LAPPANO,175,-,-,-,-
LATTARICO,1030,6,-,-,-
LONGOBARDI,518,23,-,-,-
LONGOBUCCO,754,-,-,-,-
LUNGRO,350,6,-,-,-
LUZZI,2194,17,-,-,-
MAIERA',222,-,-,-,-
MALITO,154,-,-,-,-
MALVITO,303,8,-,-,-
MANDATORICCIO,536,-,-,-,-
MANGONE,487,-,-,-,-
MARANO MARCHESATO,950,8,-,-,-
MARANO PRINCIPATO,697,-,-,-,-
MARZI,227,-,-,-,-
MENDICINO,2516,9,-,-,-
MONGRASSANO,449,6,-,-,-
MONTALTO UFFUGO,6544,26,-,-,-
MONTEGIORDANO,376,-,-,-,-
MORANO CALABRO,329,10,-,-,-
MORMANNO,267,10,-,-,-
MOTTAFOLLONE,177,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,153,-,-,-,-
ORSOMARSO,250,-,-,-,-
PALUDI,197,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3500,32,-,-,-
PAPASIDERO,38,-,-,-,-
PARENTI,571,-,-,-,-
PATERNO CALABRO,384,-,-,-,-
PEDIVIGLIANO,206,-,-,-,-
PIANE CRATI,330,-,-,-,-
PIETRAFITTA,202,-,-,-,-
PIETRAPAOLA,276,-,-,-,-
PLATACI,87,-,-,-,-
PRAIA A MARE,1045,7,-,-,-
RENDE,10652,54,-,-,-
ROCCA IMPERIALE,358,-,-,-,-
ROGGIANO GRAVINA,1407,17,-,-,-
ROGLIANO,1391,11,-,-,-
ROSE,1094,8,-,-,-
ROSETO CAPO SPULICO,196,-,-,-,-
ROTA GRECA,224,-,-,-,-
ROVITO,484,-,-,-,-
SAN BASILE,125,-,-,-,-
SAN BENEDETTO ULLANO,274,-,-,-,-
SAN COSMO ALBANESE,183,6,-,-,-
SAN DEMETRIO CORONE,646,-,-,-,-
SAN DONATO DI NINEA,261,-,-,-,-
SAN FILI,516,6,-,-,-
SAN GIORGIO ALBANESE,354,6,-,-,-
SAN GIOVANNI IN FIORE,4048,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,478,-,-,-,-
SAN LUCIDO,972,9,-,-,-
SAN MARCO ARGENTANO,1630,7,-,-,-
SAN MARTINO DI FINITA,229,-,-,-,-
SAN NICOLA ARCELLA,280,-,-,-,-
SAN PIETRO IN AMANTEA,124,-,-,-,-
SAN PIETRO IN GUARANO,1039,9,-,-,-
SAN SOSTI,380,7,-,-,-
SAN VINCENZO LA COSTA,629,-,-,-,-
SANGINETO,165,-,-,-,-
SANTA CATERINA ALBANESE,116,-,-,-,-
SANTA DOMENICA TALAO,78,-,-,-,-
SANTA MARIA DEL CEDRO,803,-,-,-,-
SANTA SOFIA D'EPIRO,289,7,-,-,-
SANT'AGATA DI ESARO,124,-,-,-,-
SANTO STEFANO DI ROGLIANO,599,-,-,-,-
SARACENA,849,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2190,8,-,-,-
SCIGLIANO,175,-,-,-,-
SERRA D'AIELLO,161,-,-,-,-
SPEZZANO ALBANESE,1244,20,-,-,-
