Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,207,-,-,-,-
ACQUAPPESA,362,-,-,-,-
ACRI,3837,34,-,-,-
AIELLO CALABRO,322,-,-,-,-
AIETA,67,-,-,-,-
ALBIDONA,364,-,-,-,-
ALESSANDRIA DEL CARRETTO,48,-,-,-,-
ALTILIA,188,-,-,-,-
ALTOMONTE,906,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,4492,25,-,-,-
AMENDOLARA,291,-,-,-,-
APRIGLIANO,587,10,-,-,-
BELMONTE CALABRO,400,-,-,-,-
BELSITO,254,-,-,-,-
BELVEDERE MARITTIMO,1744,10,-,-,-
BIANCHI,374,-,-,-,-
BISIGNANO,2073,20,-,-,-
BOCCHIGLIERO,140,7,-,-,-
BONIFATI,399,7,-,-,-
BUONVICINO,334,-,-,-,-
CALOPEZZATI,484,-,-,-,-
CALOVETO,368,-,-,-,-
CAMPANA,284,7,-,-,-
CANNA,138,-,-,-,-
CARIATI,1228,16,-,-,-
CAROLEI,741,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2646,23,-,-,-
CASSANO ALLO IONIO,4016,30,-,-,-
CASTIGLIONE COSENTINO,882,8,-,-,-
CASTROLIBERO,2519,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4146,31,-,-,-
CELICO,560,7,-,-,-
CELLARA,127,-,-,-,-
CERCHIARA DI CALABRIA,460,9,-,-,-
CERISANO,756,-,-,-,-
CERVICATI,175,-,-,-,-
CERZETO,317,-,-,-,-
CETRARO,2382,24,-,-,-
CIVITA,65,-,-,-,-
CLETO,272,-,-,-,-
COLOSIMI,389,-,-,-,-
CORIGLIANO-ROSSANO,22025,164,-,-,-
COSENZA,18149,151,-,-,-
CROPALATI,233,-,-,-,-
CROSIA,2590,17,-,-,-
DIAMANTE,889,7,-,-,-
DIPIGNANO,1214,10,-,-,-
DOMANICO,328,-,-,-,-
FAGNANO CASTELLO,440,6,-,-,-
FALCONARA ALBANESE,293,-,-,-,-
FIGLINE VEGLIATURO,347,-,-,-,-
FIRMO,334,-,-,-,-
FIUMEFREDDO BRUZIO,838,-,-,-,-
FRANCAVILLA MARITTIMA,637,-,-,-,-
FRASCINETO,427,-,-,-,-
FUSCALDO,1892,8,-,-,-
GRIMALDI,407,-,-,-,-
GRISOLIA,486,-,-,-,-
GUARDIA PIEMONTESE,428,-,-,-,-
LAGO,612,-,-,-,-
LAINO BORGO,445,-,-,-,-
LAINO CASTELLO,180,-,-,-,-
LAPPANO,177,-,-,-,-
LATTARICO,1037,6,-,-,-
LONGOBARDI,522,23,-,-,-
LONGOBUCCO,756,-,-,-,-
LUNGRO,350,6,-,-,-
LUZZI,2221,17,-,-,-
MAIERA',225,-,-,-,-
MALITO,160,-,-,-,-
MALVITO,306,8,-,-,-
MANDATORICCIO,538,-,-,-,-
MANGONE,489,-,-,-,-
MARANO MARCHESATO,960,8,-,-,-
MARANO PRINCIPATO,709,-,-,-,-
MARZI,227,-,-,-,-
MENDICINO,2537,9,-,-,-
MONGRASSANO,453,6,-,-,-
MONTALTO UFFUGO,6584,26,-,-,-
MONTEGIORDANO,376,-,-,-,-
MORANO CALABRO,334,10,-,-,-
MORMANNO,269,10,-,-,-
MOTTAFOLLONE,180,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,153,-,-,-,-
ORSOMARSO,250,-,-,-,-
PALUDI,198,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3522,32,-,-,-
PAPASIDERO,40,-,-,-,-
PARENTI,571,-,-,-,-
PATERNO CALABRO,394,-,-,-,-
PEDIVIGLIANO,206,-,-,-,-
PIANE CRATI,335,-,-,-,-
PIETRAFITTA,205,-,-,-,-
PIETRAPAOLA,277,-,-,-,-
PLATACI,89,-,-,-,-
PRAIA A MARE,1046,7,-,-,-
RENDE,10800,54,-,-,-
ROCCA IMPERIALE,358,-,-,-,-
ROGGIANO GRAVINA,1414,17,-,-,-
ROGLIANO,1401,11,-,-,-
ROSE,1099,8,-,-,-
ROSETO CAPO SPULICO,196,-,-,-,-
ROTA GRECA,227,-,-,-,-
ROVITO,489,-,-,-,-
SAN BASILE,126,-,-,-,-
SAN BENEDETTO ULLANO,274,-,-,-,-
SAN COSMO ALBANESE,184,6,-,-,-
SAN DEMETRIO CORONE,654,-,-,-,-
SAN DONATO DI NINEA,261,-,-,-,-
SAN FILI,519,6,-,-,-
SAN GIORGIO ALBANESE,356,6,-,-,-
SAN GIOVANNI IN FIORE,4053,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,487,-,-,-,-
SAN LUCIDO,982,9,-,-,-
SAN MARCO ARGENTANO,1643,7,-,-,-
SAN MARTINO DI FINITA,232,-,-,-,-
SAN NICOLA ARCELLA,281,-,-,-,-
SAN PIETRO IN AMANTEA,125,-,-,-,-
SAN PIETRO IN GUARANO,1054,9,-,-,-
SAN SOSTI,381,7,-,-,-
SAN VINCENZO LA COSTA,634,-,-,-,-
SANGINETO,168,-,-,-,-
SANTA CATERINA ALBANESE,121,-,-,-,-
SANTA DOMENICA TALAO,78,-,-,-,-
SANTA MARIA DEL CEDRO,805,-,-,-,-
SANTA SOFIA D'EPIRO,299,7,-,-,-
SANT'AGATA DI ESARO,124,-,-,-,-
SANTO STEFANO DI ROGLIANO,602,-,-,-,-
SARACENA,850,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2193,8,-,-,-
SCIGLIANO,175,-,-,-,-
SERRA D'AIELLO,162,-,-,-,-
SPEZZANO ALBANESE,1251,21,-,-,-
SPEZZANO DELLA SILA,1008,14,-,-,-
TARSIA,417,-,-,-,-
TERRANOVA DA SIBARI,988,12,-,-,-
TERRAVECCHIA,101,-,-,-,-
TORANO CASTELLO,938,20,-,-,-
TORTORA,864,9,-,-,-
TREBISACCE,1832,16,-,-,-
VACCARIZZO ALBANESE,234,-,-,-,-
VERBICARO,262,6,-,-,-
VILLAPIANA,840,-,-,-,-
ZUMPANO,806,-,-,-,-
