Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,114,-,-,-,-
ACQUAPPESA,156,-,-,-,-
ACRI,1971,27,-,-,-
AIELLO CALABRO,105,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,161,-,-,-,-
ALESSANDRIA DEL CARRETTO,10,-,-,-,-
ALTILIA,95,-,-,-,-
ALTOMONTE,543,-,-,-,-
ALTRA ASP,866,9,-,-,-
ALTRA REGIONE,594,11,-,-,-
AMANTEA,2032,18,-,-,-
AMENDOLARA,167,-,-,-,-
APRIGLIANO,371,9,-,-,-
BELMONTE CALABRO,186,-,-,-,-
BELSITO,108,-,-,-,-
BELVEDERE MARITTIMO,824,9,-,-,-
BIANCHI,182,-,-,-,-
BISIGNANO,1308,17,-,-,-
BOCCHIGLIERO,116,7,-,-,-
BONIFATI,192,-,-,-,-
BUONVICINO,141,-,-,-,-
CALOPEZZATI,139,-,-,-,-
CALOVETO,182,-,-,-,-
CAMPANA,231,6,-,-,-
CANNA,49,-,-,-,-
CARIATI,694,12,-,-,-
CAROLEI,381,-,-,-,-
CARPANZANO,8,-,-,-,-
CASALI DEL MANCO,1501,19,-,-,-
CASSANO ALLO IONIO,2282,29,-,-,-
CASTIGLIONE COSENTINO,364,-,-,-,-
CASTROLIBERO,1401,13,-,-,-
CASTROREGIO,15,-,-,-,-
CASTROVILLARI,2089,23,-,-,-
CELICO,387,7,-,-,-
CELLARA,58,-,-,-,-
CERCHIARA DI CALABRIA,203,-,-,-,-
CERISANO,406,-,-,-,-
CERVICATI,97,-,-,-,-
CERZETO,193,-,-,-,-
CETRARO,1249,16,-,-,-
CIVITA,37,-,-,-,-
CLETO,109,-,-,-,-
COLOSIMI,163,-,-,-,-
CORIGLIANO-ROSSANO,12145,147,-,-,-
COSENZA,10118,114,-,-,-
CROPALATI,112,-,-,-,-
CROSIA,1334,13,-,-,-
DIAMANTE,281,-,-,-,-
DIPIGNANO,669,8,-,-,-
DOMANICO,162,-,-,-,-
FAGNANO CASTELLO,240,-,-,-,-
FALCONARA ALBANESE,167,-,-,-,-
FIGLINE VEGLIATURO,190,-,-,-,-
FIRMO,130,-,-,-,-
FIUMEFREDDO BRUZIO,370,-,-,-,-
FRANCAVILLA MARITTIMA,329,-,-,-,-
FRASCINETO,195,-,-,-,-
FUSCALDO,1056,8,-,-,-
GRIMALDI,161,-,-,-,-
GRISOLIA,314,-,-,-,-
GUARDIA PIEMONTESE,170,-,-,-,-
LAGO,262,-,-,-,-
LAINO BORGO,187,-,-,-,-
LAINO CASTELLO,79,-,-,-,-
LAPPANO,114,-,-,-,-
LATTARICO,543,-,-,-,-
LONGOBARDI,215,17,-,-,-
LONGOBUCCO,410,-,-,-,-
LUNGRO,178,6,-,-,-
LUZZI,1255,14,-,-,-
MAIERA',85,-,-,-,-
MALITO,75,-,-,-,-
MALVITO,155,-,-,-,-
MANDATORICCIO,336,-,-,-,-
MANGONE,286,-,-,-,-
MARANO MARCHESATO,510,8,-,-,-
MARANO PRINCIPATO,388,-,-,-,-
MARZI,173,-,-,-,-
MENDICINO,1394,-,-,-,-
MONGRASSANO,246,-,-,-,-
MONTALTO UFFUGO,3460,22,-,-,-
MONTEGIORDANO,160,-,-,-,-
MORANO CALABRO,255,9,-,-,-
MORMANNO,177,8,-,-,-
MOTTAFOLLONE,80,-,-,-,-
NOCARA,33,-,-,-,-
ORIOLO,94,-,-,-,-
ORSOMARSO,133,-,-,-,-
PALUDI,91,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1509,23,-,-,-
PAPASIDERO,23,-,-,-,-
PARENTI,329,-,-,-,-
PATERNO CALABRO,229,-,-,-,-
PEDIVIGLIANO,98,-,-,-,-
PIANE CRATI,215,-,-,-,-
PIETRAFITTA,129,-,-,-,-
PIETRAPAOLA,122,-,-,-,-
PLATACI,56,-,-,-,-
PRAIA A MARE,421,7,-,-,-
RENDE,5706,44,-,-,-
ROCCA IMPERIALE,273,-,-,-,-
ROGGIANO GRAVINA,865,13,-,-,-
ROGLIANO,890,7,-,-,-
ROSE,622,8,-,-,-
ROSETO CAPO SPULICO,136,-,-,-,-
ROTA GRECA,73,-,-,-,-
ROVITO,349,-,-,-,-
SAN BASILE,61,-,-,-,-
SAN BENEDETTO ULLANO,204,-,-,-,-
SAN COSMO ALBANESE,121,6,-,-,-
SAN DEMETRIO CORONE,224,-,-,-,-
SAN DONATO DI NINEA,105,-,-,-,-
SAN FILI,272,-,-,-,-
SAN GIORGIO ALBANESE,112,-,-,-,-
SAN GIOVANNI IN FIORE,2554,31,-,-,-
SAN LORENZO BELLIZZI,28,-,-,-,-
SAN LORENZO DEL VALLO,283,-,-,-,-
SAN LUCIDO,629,8,-,-,-
SAN MARCO ARGENTANO,886,6,-,-,-
SAN MARTINO DI FINITA,105,-,-,-,-
SAN NICOLA ARCELLA,163,-,-,-,-
SAN PIETRO IN AMANTEA,41,-,-,-,-
SAN PIETRO IN GUARANO,451,7,-,-,-
SAN SOSTI,188,7,-,-,-
SAN VINCENZO LA COSTA,305,-,-,-,-
SANGINETO,113,-,-,-,-
SANTA CATERINA ALBANESE,60,-,-,-,-
SANTA DOMENICA TALAO,42,-,-,-,-
SANTA MARIA DEL CEDRO,490,-,-,-,-
SANTA SOFIA D'EPIRO,160,6,-,-,-
SANT'AGATA DI ESARO,103,-,-,-,-
SANTO STEFANO DI ROGLIANO,337,-,-,-,-
SARACENA,444,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1100,8,-,-,-
SCIGLIANO,92,-,-,-,-
SERRA D'AIELLO,76,-,-,-,-
SPEZZANO ALBANESE,782,16,-,-,-
SPEZZANO DELLA SILA,597,12,-,-,-
TARSIA,142,-,-,-,-
TERRANOVA DA SIBARI,770,11,-,-,-
TERRAVECCHIA,33,-,-,-,-
TORANO CASTELLO,588,18,-,-,-
TORTORA,413,7,-,-,-
TREBISACCE,801,11,-,-,-
VACCARIZZO ALBANESE,125,-,-,-,-
VERBICARO,185,6,-,-,-
VILLAPIANA,495,-,-,-,-
ZUMPANO,493,-,-,-,-
