Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,200,-,-,-,-
ACQUAPPESA,309,-,-,-,-
ACRI,3564,33,-,-,-
AIELLO CALABRO,300,-,-,-,-
AIETA,45,-,-,-,-
ALBIDONA,309,-,-,-,-
ALESSANDRIA DEL CARRETTO,44,-,-,-,-
ALTILIA,178,-,-,-,-
ALTOMONTE,815,-,-,-,-
ALTRA ASP,1038,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4163,25,-,-,-
AMENDOLARA,280,-,-,-,-
APRIGLIANO,555,10,-,-,-
BELMONTE CALABRO,374,-,-,-,-
BELSITO,235,-,-,-,-
BELVEDERE MARITTIMO,1615,10,-,-,-
BIANCHI,343,-,-,-,-
BISIGNANO,1946,19,-,-,-
BOCCHIGLIERO,130,7,-,-,-
BONIFATI,376,7,-,-,-
BUONVICINO,294,-,-,-,-
CALOPEZZATI,455,-,-,-,-
CALOVETO,351,-,-,-,-
CAMPANA,281,7,-,-,-
CANNA,124,-,-,-,-
CARIATI,1202,15,-,-,-
CAROLEI,641,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2469,21,-,-,-
CASSANO ALLO IONIO,3785,30,-,-,-
CASTIGLIONE COSENTINO,817,8,-,-,-
CASTROLIBERO,2329,17,-,-,-
CASTROREGIO,43,-,-,-,-
CASTROVILLARI,3836,30,-,-,-
CELICO,489,7,-,-,-
CELLARA,102,-,-,-,-
CERCHIARA DI CALABRIA,451,8,-,-,-
CERISANO,703,-,-,-,-
CERVICATI,160,-,-,-,-
CERZETO,303,-,-,-,-
CETRARO,2239,24,-,-,-
CIVITA,62,-,-,-,-
CLETO,253,-,-,-,-
COLOSIMI,336,-,-,-,-
CORIGLIANO-ROSSANO,20848,162,-,-,-
COSENZA,16824,146,-,-,-
CROPALATI,218,-,-,-,-
CROSIA,2492,16,-,-,-
DIAMANTE,780,6,-,-,-
DIPIGNANO,1091,9,-,-,-
DOMANICO,283,-,-,-,-
FAGNANO CASTELLO,419,6,-,-,-
FALCONARA ALBANESE,270,-,-,-,-
FIGLINE VEGLIATURO,334,-,-,-,-
FIRMO,301,-,-,-,-
FIUMEFREDDO BRUZIO,728,-,-,-,-
FRANCAVILLA MARITTIMA,599,-,-,-,-
FRASCINETO,409,-,-,-,-
FUSCALDO,1782,8,-,-,-
GRIMALDI,398,-,-,-,-
GRISOLIA,466,-,-,-,-
GUARDIA PIEMONTESE,371,-,-,-,-
LAGO,548,-,-,-,-
LAINO BORGO,417,-,-,-,-
