Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
LAINO CASTELLO,165,-,-,-,-
LAPPANO,170,-,-,-,-
LATTARICO,950,6,-,-,-
LONGOBARDI,486,23,-,-,-
LONGOBUCCO,719,-,-,-,-
LUNGRO,333,6,-,-,-
LUZZI,2063,17,-,-,-
MAIERA',195,-,-,-,-
MALITO,149,-,-,-,-
MALVITO,280,8,-,-,-
MANDATORICCIO,522,-,-,-,-
MANGONE,462,-,-,-,-
MARANO MARCHESATO,904,8,-,-,-
MARANO PRINCIPATO,658,-,-,-,-
MARZI,219,-,-,-,-
MENDICINO,2342,9,-,-,-
MONGRASSANO,432,6,-,-,-
MONTALTO UFFUGO,6165,26,-,-,-
MONTEGIORDANO,359,-,-,-,-
MORANO CALABRO,297,10,-,-,-
MORMANNO,248,9,-,-,-
MOTTAFOLLONE,153,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,142,-,-,-,-
ORSOMARSO,233,-,-,-,-
PALUDI,191,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3286,31,-,-,-
PAPASIDERO,35,-,-,-,-
PARENTI,542,-,-,-,-
PATERNO CALABRO,365,-,-,-,-
PEDIVIGLIANO,184,-,-,-,-
PIANE CRATI,320,-,-,-,-
PIETRAFITTA,198,-,-,-,-
PIETRAPAOLA,262,-,-,-,-
PLATACI,82,-,-,-,-
PRAIA A MARE,978,7,-,-,-
RENDE,9984,53,-,-,-
ROCCA IMPERIALE,348,-,-,-,-
ROGGIANO GRAVINA,1329,15,-,-,-
ROGLIANO,1334,11,-,-,-
ROSE,1053,8,-,-,-
ROSETO CAPO SPULICO,185,-,-,-,-
ROTA GRECA,202,-,-,-,-
ROVITO,460,-,-,-,-
SAN BASILE,119,-,-,-,-
SAN BENEDETTO ULLANO,268,-,-,-,-
SAN COSMO ALBANESE,182,6,-,-,-
SAN DEMETRIO CORONE,608,-,-,-,-
SAN DONATO DI NINEA,232,-,-,-,-
SAN FILI,495,6,-,-,-
SAN GIORGIO ALBANESE,300,-,-,-,-
SAN GIOVANNI IN FIORE,3813,33,-,-,-
SAN LORENZO BELLIZZI,72,-,-,-,-
SAN LORENZO DEL VALLO,441,-,-,-,-
SAN LUCIDO,883,9,-,-,-
SAN MARCO ARGENTANO,1563,7,-,-,-
SAN MARTINO DI FINITA,208,-,-,-,-
SAN NICOLA ARCELLA,266,-,-,-,-
SAN PIETRO IN AMANTEA,124,-,-,-,-
SAN PIETRO IN GUARANO,937,9,-,-,-
SAN SOSTI,335,7,-,-,-
SAN VINCENZO LA COSTA,600,-,-,-,-
SANGINETO,158,-,-,-,-
SANTA CATERINA ALBANESE,108,-,-,-,-
SANTA DOMENICA TALAO,74,-,-,-,-
SANTA MARIA DEL CEDRO,775,-,-,-,-
SANTA SOFIA D'EPIRO,258,7,-,-,-
SANT'AGATA DI ESARO,121,-,-,-,-
SANTO STEFANO DI ROGLIANO,571,-,-,-,-
SARACENA,816,6,-,-,-
SCALA COELI,39,-,-,-,-
SCALEA,2107,8,-,-,-
SCIGLIANO,170,-,-,-,-
SERRA D'AIELLO,143,-,-,-,-
SPEZZANO ALBANESE,1158,19,-,-,-
SPEZZANO DELLA SILA,876,14,-,-,-
TARSIA,393,-,-,-,-
TERRANOVA DA SIBARI,939,12,-,-,-
TERRAVECCHIA,90,-,-,-,-
TORANO CASTELLO,902,20,-,-,-
TORTORA,790,9,-,-,-
TREBISACCE,1708,15,-,-,-
VACCARIZZO ALBANESE,221,-,-,-,-
VERBICARO,221,6,-,-,-
VILLAPIANA,797,-,-,-,-
ZUMPANO,766,-,-,-,-
