Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,224,-,-,-,-
ACQUAPPESA,429,-,-,-,-
ACRI,4486,43,-,-,-
AIELLO CALABRO,379,-,-,-,-
AIETA,77,-,-,-,-
ALBIDONA,412,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,221,-,-,-,-
ALTOMONTE,1043,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5308,27,-,-,-
AMENDOLARA,336,-,-,-,-
APRIGLIANO,679,13,-,-,-
BELMONTE CALABRO,523,-,-,-,-
BELSITO,276,-,-,-,-
BELVEDERE MARITTIMO,2072,11,-,-,-
BIANCHI,412,-,-,-,-
BISIGNANO,2383,23,-,-,-
BOCCHIGLIERO,153,7,-,-,-
BONIFATI,430,8,-,-,-
BUONVICINO,404,-,-,-,-
CALOPEZZATI,536,-,-,-,-
CALOVETO,395,-,-,-,-
CAMPANA,320,8,-,-,-
CANNA,161,-,-,-,-
CARIATI,1341,18,-,-,-
CAROLEI,926,-,-,-,-
CARPANZANO,32,-,-,-,-
CASALI DEL MANCO,3040,27,-,-,-
CASSANO ALLO IONIO,4621,32,-,-,-
CASTIGLIONE COSENTINO,1107,11,-,-,-
CASTROLIBERO,3063,21,-,-,-
CASTROREGIO,52,-,-,-,-
CASTROVILLARI,4956,38,-,-,-
CELICO,619,8,-,-,-
CELLARA,152,-,-,-,-
CERCHIARA DI CALABRIA,518,10,-,-,-
CERISANO,926,-,-,-,-
CERVICATI,208,-,-,-,-
CERZETO,365,-,-,-,-
CETRARO,2754,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,360,-,-,-,-
COLOSIMI,453,-,-,-,-
CORIGLIANO-ROSSANO,24941,182,-,-,-
COSENZA,21937,177,-,-,-
CROPALATI,268,-,-,-,-
CROSIA,2976,17,-,-,-
DIAMANTE,1017,9,-,-,-
DIPIGNANO,1485,12,-,-,-
DOMANICO,404,-,-,-,-
FAGNANO CASTELLO,501,6,-,-,-
FALCONARA ALBANESE,373,-,-,-,-
FIGLINE VEGLIATURO,404,-,-,-,-
FIRMO,384,6,-,-,-
FIUMEFREDDO BRUZIO,1076,-,-,-,-
FRANCAVILLA MARITTIMA,702,-,-,-,-
FRASCINETO,500,-,-,-,-
FUSCALDO,2146,9,-,-,-
GRIMALDI,499,-,-,-,-
GRISOLIA,525,-,-,-,-
GUARDIA PIEMONTESE,499,-,-,-,-
LAGO,736,-,-,-,-
