latitudine,longitudine,Positivi ultimi 30gg,Deceduti ultimi 30gg,Comune
39.25365492,16.69731802,180,5,SAN GIOVANNI IN FIORE
39.88922996,16.32822504,-,-,SAN LORENZO BELLIZZI
39.66685921,16.29472655,3,-,SAN LORENZO DEL VALLO
39.30820078,16.05094144,26,-,SAN LUCIDO
39.55681601,16.11786811,23,-,SAN MARCO ARGENTANO
39.49068894,16.10711702,-,-,SAN MARTINO DI FINITA
39.8457919,15.79364896,1,-,SAN NICOLA ARCELLA
39.13658207,16.11243497,-,-,SAN PIETRO IN AMANTEA
39.34473972,16.31210874,15,-,SAN PIETRO IN GUARANO
39.65815182,16.02916167,47,-,SAN SOSTI
39.36475905,16.1508893,6,1,SAN VINCENZO LA COSTA
39.60366647,15.91251148,2,-,SANGINETO
39.58577673,16.07067974,-,-,SANTA CATERINA ALBANESE
39.81957215,15.85542937,-,-,SANTA DOMENICA TALAO
39.74889043,15.83623515,3,-,SANTA MARIA DEL CEDRO
39.54597475,16.32883248,8,-,SANTA SOFIA D'EPIRO
39.62090696,15.98238081,9,-,SANT'AGATA DI ESARO
39.19223486,16.3207926,17,-,SANTO STEFANO DI ROGLIANO
39.77527455,16.15618881,7,1,SARACENA
39.4488244,16.88589056,4,1,SCALA COELI
39.80643078,15.79100532,10,-,SCALEA
39.12822708,16.30670827,-,-,SCIGLIANO
39.09003923,16.12612198,-,-,SERRA D'AIELLO
39.66184414,16.30856798,22,1,SPEZZANO ALBANESE
39.29780432,16.33736492,41,1,SPEZZANO DELLA SILA
39.61728492,16.27301582,8,-,TARSIA
39.65582009,16.34380151,66,1,TERRANOVA DA SIBARI
39.46366527,16.94752399,-,-,TERRAVECCHIA
39.50489706,16.14471775,43,1,TORANO CASTELLO
39.92210156,15.76829121,57,1,TORTORA
39.86679844,16.53046229,35,-,TREBISACCE
39.58707282,16.43323022,-,-,VACCARIZZO ALBANESE
39.75488674,15.91112224,20,-,VERBICARO
39.84696351,16.45512175,25,-,VILLAPIANA
39.31063234,16.29350577,27,1,ZUMPANO
