Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,207,-,-,-,-
ACQUAPPESA,368,-,-,-,-
ACRI,3896,35,-,-,-
AIELLO CALABRO,323,-,-,-,-
AIETA,67,-,-,-,-
ALBIDONA,367,-,-,-,-
ALESSANDRIA DEL CARRETTO,48,-,-,-,-
ALTILIA,191,-,-,-,-
ALTOMONTE,920,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,4527,25,-,-,-
AMENDOLARA,294,-,-,-,-
APRIGLIANO,591,10,-,-,-
BELMONTE CALABRO,403,-,-,-,-
BELSITO,254,-,-,-,-
BELVEDERE MARITTIMO,1756,10,-,-,-
BIANCHI,375,-,-,-,-
BISIGNANO,2092,21,-,-,-
BOCCHIGLIERO,141,7,-,-,-
BONIFATI,400,7,-,-,-
BUONVICINO,340,-,-,-,-
CALOPEZZATI,485,-,-,-,-
CALOVETO,369,-,-,-,-
CAMPANA,284,7,-,-,-
CANNA,138,-,-,-,-
CARIATI,1232,16,-,-,-
CAROLEI,761,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2670,23,-,-,-
CASSANO ALLO IONIO,4047,30,-,-,-
CASTIGLIONE COSENTINO,897,8,-,-,-
CASTROLIBERO,2549,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4200,31,-,-,-
CELICO,563,7,-,-,-
CELLARA,128,-,-,-,-
CERCHIARA DI CALABRIA,461,9,-,-,-
CERISANO,767,-,-,-,-
CERVICATI,184,-,-,-,-
CERZETO,321,-,-,-,-
CETRARO,2401,24,-,-,-
CIVITA,65,-,-,-,-
CLETO,272,-,-,-,-
COLOSIMI,392,-,-,-,-
CORIGLIANO-ROSSANO,22166,164,-,-,-
COSENZA,18391,152,-,-,-
CROPALATI,233,-,-,-,-
CROSIA,2598,17,-,-,-
DIAMANTE,895,7,-,-,-
DIPIGNANO,1232,10,-,-,-
DOMANICO,332,-,-,-,-
FAGNANO CASTELLO,448,6,-,-,-
FALCONARA ALBANESE,293,-,-,-,-
FIGLINE VEGLIATURO,349,-,-,-,-
FIRMO,335,-,-,-,-
FIUMEFREDDO BRUZIO,863,-,-,-,-
FRANCAVILLA MARITTIMA,638,-,-,-,-
FRASCINETO,429,-,-,-,-
FUSCALDO,1909,8,-,-,-
GRIMALDI,409,-,-,-,-
GRISOLIA,492,-,-,-,-
GUARDIA PIEMONTESE,432,-,-,-,-
LAGO,617,-,-,-,-
LAINO BORGO,451,-,-,-,-
LAINO CASTELLO,181,-,-,-,-
LAPPANO,178,-,-,-,-
LATTARICO,1047,6,-,-,-
LONGOBARDI,531,23,-,-,-
LONGOBUCCO,758,-,-,-,-
LUNGRO,351,6,-,-,-
LUZZI,2236,17,-,-,-
MAIERA',228,-,-,-,-
MALITO,168,-,-,-,-
MALVITO,314,8,-,-,-
MANDATORICCIO,540,-,-,-,-
MANGONE,495,-,-,-,-
MARANO MARCHESATO,973,8,-,-,-
MARANO PRINCIPATO,717,-,-,-,-
MARZI,230,-,-,-,-
MENDICINO,2589,9,-,-,-
MONGRASSANO,464,6,-,-,-
MONTALTO UFFUGO,6651,28,-,-,-
MONTEGIORDANO,378,-,-,-,-
MORANO CALABRO,348,10,-,-,-
MORMANNO,270,11,-,-,-
MOTTAFOLLONE,180,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,153,-,-,-,-
ORSOMARSO,250,-,-,-,-
PALUDI,200,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3554,32,-,-,-
PAPASIDERO,40,-,-,-,-
PARENTI,571,-,-,-,-
PATERNO CALABRO,403,-,-,-,-
PEDIVIGLIANO,207,-,-,-,-
PIANE CRATI,341,-,-,-,-
PIETRAFITTA,207,-,-,-,-
PIETRAPAOLA,279,-,-,-,-
PLATACI,89,-,-,-,-
PRAIA A MARE,1055,7,-,-,-
RENDE,11021,54,-,-,-
ROCCA IMPERIALE,358,-,-,-,-
ROGGIANO GRAVINA,1427,17,-,-,-
ROGLIANO,1422,11,-,-,-
ROSE,1102,8,-,-,-
ROSETO CAPO SPULICO,197,-,-,-,-
ROTA GRECA,235,-,-,-,-
ROVITO,496,-,-,-,-
SAN BASILE,129,-,-,-,-
SAN BENEDETTO ULLANO,275,-,-,-,-
SAN COSMO ALBANESE,185,6,-,-,-
SAN DEMETRIO CORONE,655,-,-,-,-
SAN DONATO DI NINEA,263,-,-,-,-
SAN FILI,527,6,-,-,-
SAN GIORGIO ALBANESE,359,6,-,-,-
SAN GIOVANNI IN FIORE,4070,34,-,-,-
SAN LORENZO BELLIZZI,78,-,-,-,-
SAN LORENZO DEL VALLO,491,-,-,-,-
SAN LUCIDO,992,9,-,-,-
SAN MARCO ARGENTANO,1661,7,-,-,-
SAN MARTINO DI FINITA,241,-,-,-,-
SAN NICOLA ARCELLA,283,-,-,-,-
SAN PIETRO IN AMANTEA,128,-,-,-,-
SAN PIETRO IN GUARANO,1059,9,-,-,-
SAN SOSTI,384,7,-,-,-
SAN VINCENZO LA COSTA,635,-,-,-,-
SANGINETO,168,-,-,-,-
SANTA CATERINA ALBANESE,126,-,-,-,-
SANTA DOMENICA TALAO,78,-,-,-,-
SANTA MARIA DEL CEDRO,812,-,-,-,-
SANTA SOFIA D'EPIRO,303,7,-,-,-
SANT'AGATA DI ESARO,124,-,-,-,-
SANTO STEFANO DI ROGLIANO,608,-,-,-,-
SARACENA,856,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2201,8,-,-,-
SCIGLIANO,177,-,-,-,-
SERRA D'AIELLO,162,-,-,-,-
SPEZZANO ALBANESE,1255,21,-,-,-
SPEZZANO DELLA SILA,1018,14,-,-,-
