Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
TARSIA,420,-,-,-,-
TERRANOVA DA SIBARI,989,12,-,-,-
TERRAVECCHIA,101,-,-,-,-
TORANO CASTELLO,946,20,-,-,-
TORTORA,870,9,-,-,-
TREBISACCE,1851,16,-,-,-
VACCARIZZO ALBANESE,242,-,-,-,-
VERBICARO,282,6,-,-,-
VILLAPIANA,846,-,-,-,-
ZUMPANO,810,-,-,-,-
