Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,217,-,-,-,-
ACQUAPPESA,405,-,-,-,-
ACRI,4265,36,-,-,-
AIELLO CALABRO,360,-,-,-,-
AIETA,74,-,-,-,-
ALBIDONA,409,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,216,-,-,-,-
ALTOMONTE,1021,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5074,26,-,-,-
AMENDOLARA,322,-,-,-,-
APRIGLIANO,647,11,-,-,-
BELMONTE CALABRO,500,-,-,-,-
BELSITO,272,-,-,-,-
BELVEDERE MARITTIMO,1963,10,-,-,-
BIANCHI,402,-,-,-,-
BISIGNANO,2319,21,-,-,-
BOCCHIGLIERO,147,7,-,-,-
BONIFATI,422,7,-,-,-
BUONVICINO,388,-,-,-,-
CALOPEZZATI,512,-,-,-,-
CALOVETO,383,-,-,-,-
CAMPANA,312,8,-,-,-
CANNA,149,-,-,-,-
CARIATI,1286,17,-,-,-
CAROLEI,865,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2931,26,-,-,-
CASSANO ALLO IONIO,4417,31,-,-,-
CASTIGLIONE COSENTINO,1032,11,-,-,-
CASTROLIBERO,2884,18,-,-,-
CASTROREGIO,50,-,-,-,-
CASTROVILLARI,4767,35,-,-,-
CELICO,609,8,-,-,-
CELLARA,146,-,-,-,-
CERCHIARA DI CALABRIA,495,10,-,-,-
CERISANO,886,-,-,-,-
CERVICATI,201,-,-,-,-
CERZETO,342,-,-,-,-
CETRARO,2596,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,345,-,-,-,-
COLOSIMI,434,-,-,-,-
CORIGLIANO-ROSSANO,24134,170,-,-,-
COSENZA,20971,165,-,-,-
CROPALATI,254,-,-,-,-
CROSIA,2814,17,-,-,-
DIAMANTE,975,8,-,-,-
DIPIGNANO,1421,12,-,-,-
DOMANICO,395,-,-,-,-
FAGNANO CASTELLO,483,6,-,-,-
FALCONARA ALBANESE,362,-,-,-,-
FIGLINE VEGLIATURO,383,-,-,-,-
FIRMO,367,6,-,-,-
FIUMEFREDDO BRUZIO,982,-,-,-,-
FRANCAVILLA MARITTIMA,681,-,-,-,-
FRASCINETO,483,-,-,-,-
FUSCALDO,2098,8,-,-,-
GRIMALDI,482,-,-,-,-
GRISOLIA,513,-,-,-,-
GUARDIA PIEMONTESE,479,-,-,-,-
LAGO,717,-,-,-,-
LAINO BORGO,472,-,-,-,-
LAINO CASTELLO,185,-,-,-,-
LAPPANO,195,-,-,-,-
LATTARICO,1142,6,-,-,-
LONGOBARDI,599,23,-,-,-
LONGOBUCCO,809,-,-,-,-
LUNGRO,384,7,-,-,-
LUZZI,2461,17,-,-,-
MAIERA',267,-,-,-,-
MALITO,212,-,-,-,-
MALVITO,378,9,-,-,-
MANDATORICCIO,573,-,-,-,-
MANGONE,548,-,-,-,-
MARANO MARCHESATO,1101,8,-,-,-
MARANO PRINCIPATO,831,-,-,-,-
MARZI,259,-,-,-,-
MENDICINO,2953,9,-,-,-
MONGRASSANO,520,6,-,-,-
MONTALTO UFFUGO,7464,29,-,-,-
MONTEGIORDANO,404,-,-,-,-
MORANO CALABRO,495,10,-,-,-
MORMANNO,277,11,-,-,-
MOTTAFOLLONE,213,-,-,-,-
NOCARA,51,-,-,-,-
ORIOLO,158,-,-,-,-
ORSOMARSO,265,-,-,-,-
PALUDI,233,-,-,-,-
PANETTIERI,39,-,-,-,-
PAOLA,4004,37,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,587,-,-,-,-
PATERNO CALABRO,451,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,389,-,-,-,-
PIETRAFITTA,231,-,-,-,-
PIETRAPAOLA,305,-,-,-,-
PLATACI,96,-,-,-,-
PRAIA A MARE,1187,7,-,-,-
RENDE,12707,61,-,-,-
ROCCA IMPERIALE,374,-,-,-,-
ROGGIANO GRAVINA,1552,18,-,-,-
ROGLIANO,1582,11,-,-,-
ROSE,1243,9,-,-,-
ROSETO CAPO SPULICO,203,-,-,-,-
ROTA GRECA,253,-,-,-,-
ROVITO,532,-,-,-,-
SAN BASILE,146,-,-,-,-
SAN BENEDETTO ULLANO,292,-,-,-,-
SAN COSMO ALBANESE,202,6,-,-,-
SAN DEMETRIO CORONE,732,-,-,-,-
SAN DONATO DI NINEA,292,-,-,-,-
SAN FILI,585,6,-,-,-
SAN GIORGIO ALBANESE,401,6,-,-,-
SAN GIOVANNI IN FIORE,4344,34,-,-,-
SAN LORENZO BELLIZZI,79,-,-,-,-
SAN LORENZO DEL VALLO,557,-,-,-,-
SAN LUCIDO,1152,11,-,-,-
SAN MARCO ARGENTANO,1873,7,-,-,-
SAN MARTINO DI FINITA,276,-,-,-,-
SAN NICOLA ARCELLA,308,-,-,-,-
SAN PIETRO IN AMANTEA,142,-,-,-,-
