Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,191,-,-,-,-
ACQUAPPESA,264,-,-,-,-
ACRI,3127,31,-,-,-
AIELLO CALABRO,271,-,-,-,-
AIETA,37,-,-,-,-
ALBIDONA,252,-,-,-,-
ALESSANDRIA DEL CARRETTO,33,-,-,-,-
ALTILIA,168,-,-,-,-
ALTOMONTE,766,-,-,-,-
ALTRA ASP,1019,13,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,3740,24,-,-,-
AMENDOLARA,255,-,-,-,-
APRIGLIANO,516,10,-,-,-
BELMONTE CALABRO,333,-,-,-,-
BELSITO,209,-,-,-,-
BELVEDERE MARITTIMO,1419,10,-,-,-
BIANCHI,274,-,-,-,-
BISIGNANO,1793,17,-,-,-
BOCCHIGLIERO,127,7,-,-,-
BONIFATI,331,6,-,-,-
BUONVICINO,278,-,-,-,-
CALOPEZZATI,362,-,-,-,-
CALOVETO,319,-,-,-,-
CAMPANA,270,7,-,-,-
CANNA,78,-,-,-,-
CARIATI,1069,13,-,-,-
CAROLEI,583,-,-,-,-
CARPANZANO,19,-,-,-,-
CASALI DEL MANCO,2247,20,-,-,-
CASSANO ALLO IONIO,3416,29,-,-,-
CASTIGLIONE COSENTINO,736,8,-,-,-
CASTROLIBERO,2135,16,-,-,-
CASTROREGIO,42,-,-,-,-
CASTROVILLARI,3417,26,-,-,-
CELICO,464,7,-,-,-
CELLARA,98,-,-,-,-
CERCHIARA DI CALABRIA,360,6,-,-,-
CERISANO,610,-,-,-,-
CERVICATI,149,-,-,-,-
CERZETO,269,-,-,-,-
CETRARO,1963,21,-,-,-
CIVITA,55,-,-,-,-
CLETO,219,-,-,-,-
COLOSIMI,277,-,-,-,-
CORIGLIANO-ROSSANO,18362,157,-,-,-
COSENZA,15488,135,-,-,-
CROPALATI,190,-,-,-,-
CROSIA,2191,15,-,-,-
DIAMANTE,623,-,-,-,-
DIPIGNANO,987,8,-,-,-
DOMANICO,247,-,-,-,-
FAGNANO CASTELLO,379,-,-,-,-
FALCONARA ALBANESE,250,-,-,-,-
FIGLINE VEGLIATURO,305,-,-,-,-
FIRMO,261,-,-,-,-
FIUMEFREDDO BRUZIO,657,-,-,-,-
FRANCAVILLA MARITTIMA,528,-,-,-,-
FRASCINETO,361,-,-,-,-
FUSCALDO,1606,8,-,-,-
GRIMALDI,368,-,-,-,-
GRISOLIA,431,-,-,-,-
GUARDIA PIEMONTESE,295,-,-,-,-
LAGO,516,-,-,-,-
LAINO BORGO,377,-,-,-,-
LAINO CASTELLO,153,-,-,-,-
LAPPANO,160,-,-,-,-
LATTARICO,872,6,-,-,-
LONGOBARDI,437,20,-,-,-
LONGOBUCCO,617,-,-,-,-
LUNGRO,314,6,-,-,-
LUZZI,1905,16,-,-,-
MAIERA',187,-,-,-,-
MALITO,119,-,-,-,-
MALVITO,255,7,-,-,-
MANDATORICCIO,480,-,-,-,-
MANGONE,417,-,-,-,-
MARANO MARCHESATO,835,8,-,-,-
MARANO PRINCIPATO,608,-,-,-,-
MARZI,209,-,-,-,-
MENDICINO,2178,7,-,-,-
MONGRASSANO,394,-,-,-,-
MONTALTO UFFUGO,5594,22,-,-,-
MONTEGIORDANO,324,-,-,-,-
MORANO CALABRO,288,9,-,-,-
MORMANNO,228,8,-,-,-
MOTTAFOLLONE,141,-,-,-,-
NOCARA,38,-,-,-,-
ORIOLO,138,-,-,-,-
ORSOMARSO,215,-,-,-,-
PALUDI,158,-,-,-,-
PANETTIERI,36,-,-,-,-
PAOLA,2893,28,-,-,-
PAPASIDERO,34,-,-,-,-
