Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,216,-,-,-,-
ACQUAPPESA,405,-,-,-,-
ACRI,4257,36,-,-,-
AIELLO CALABRO,360,-,-,-,-
AIETA,74,-,-,-,-
ALBIDONA,408,-,-,-,-
ALESSANDRIA DEL CARRETTO,54,-,-,-,-
ALTILIA,216,-,-,-,-
ALTOMONTE,1020,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5045,26,-,-,-
AMENDOLARA,322,-,-,-,-
APRIGLIANO,642,11,-,-,-
BELMONTE CALABRO,498,-,-,-,-
BELSITO,270,-,-,-,-
BELVEDERE MARITTIMO,1958,10,-,-,-
BIANCHI,402,-,-,-,-
BISIGNANO,2314,21,-,-,-
BOCCHIGLIERO,146,7,-,-,-
BONIFATI,419,7,-,-,-
BUONVICINO,386,-,-,-,-
CALOPEZZATI,511,-,-,-,-
CALOVETO,381,-,-,-,-
CAMPANA,312,8,-,-,-
CANNA,146,-,-,-,-
CARIATI,1277,17,-,-,-
CAROLEI,863,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2928,26,-,-,-
CASSANO ALLO IONIO,4401,31,-,-,-
CASTIGLIONE COSENTINO,1021,11,-,-,-
CASTROLIBERO,2870,18,-,-,-
CASTROREGIO,49,-,-,-,-
CASTROVILLARI,4736,35,-,-,-
CELICO,609,8,-,-,-
CELLARA,144,-,-,-,-
CERCHIARA DI CALABRIA,494,10,-,-,-
CERISANO,884,-,-,-,-
CERVICATI,201,-,-,-,-
CERZETO,341,-,-,-,-
CETRARO,2586,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,342,-,-,-,-
COLOSIMI,434,-,-,-,-
CORIGLIANO-ROSSANO,24055,170,-,-,-
COSENZA,20878,165,-,-,-
CROPALATI,253,-,-,-,-
CROSIA,2802,17,-,-,-
DIAMANTE,968,8,-,-,-
DIPIGNANO,1415,12,-,-,-
DOMANICO,394,-,-,-,-
FAGNANO CASTELLO,481,6,-,-,-
FALCONARA ALBANESE,362,-,-,-,-
FIGLINE VEGLIATURO,382,-,-,-,-
FIRMO,367,6,-,-,-
FIUMEFREDDO BRUZIO,978,-,-,-,-
FRANCAVILLA MARITTIMA,681,-,-,-,-
FRASCINETO,483,-,-,-,-
FUSCALDO,2092,8,-,-,-
GRIMALDI,481,-,-,-,-
GRISOLIA,513,-,-,-,-
