Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,207,-,-,-,-
ACQUAPPESA,354,-,-,-,-
ACRI,3813,34,-,-,-
AIELLO CALABRO,321,-,-,-,-
AIETA,67,-,-,-,-
ALBIDONA,364,-,-,-,-
ALESSANDRIA DEL CARRETTO,48,-,-,-,-
ALTILIA,187,-,-,-,-
ALTOMONTE,895,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,600,11,-,-,-
AMANTEA,4482,25,-,-,-
AMENDOLARA,291,-,-,-,-
APRIGLIANO,584,10,-,-,-
BELMONTE CALABRO,399,-,-,-,-
BELSITO,252,-,-,-,-
BELVEDERE MARITTIMO,1734,10,-,-,-
BIANCHI,373,-,-,-,-
BISIGNANO,2066,20,-,-,-
BOCCHIGLIERO,140,7,-,-,-
BONIFATI,399,7,-,-,-
BUONVICINO,331,-,-,-,-
CALOPEZZATI,484,-,-,-,-
CALOVETO,367,-,-,-,-
CAMPANA,284,7,-,-,-
CANNA,138,-,-,-,-
CARIATI,1226,16,-,-,-
CAROLEI,732,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2630,22,-,-,-
CASSANO ALLO IONIO,3991,30,-,-,-
CASTIGLIONE COSENTINO,878,8,-,-,-
CASTROLIBERO,2506,18,-,-,-
CASTROREGIO,45,-,-,-,-
CASTROVILLARI,4113,31,-,-,-
CELICO,557,7,-,-,-
CELLARA,125,-,-,-,-
CERCHIARA DI CALABRIA,459,9,-,-,-
CERISANO,751,-,-,-,-
CERVICATI,174,-,-,-,-
CERZETO,317,-,-,-,-
CETRARO,2376,24,-,-,-
CIVITA,65,-,-,-,-
CLETO,272,-,-,-,-
COLOSIMI,386,-,-,-,-
CORIGLIANO-ROSSANO,21956,164,-,-,-
COSENZA,18011,151,-,-,-
CROPALATI,233,-,-,-,-
CROSIA,2584,17,-,-,-
DIAMANTE,885,7,-,-,-
DIPIGNANO,1199,10,-,-,-
DOMANICO,324,-,-,-,-
FAGNANO CASTELLO,439,6,-,-,-
FALCONARA ALBANESE,292,-,-,-,-
FIGLINE VEGLIATURO,346,-,-,-,-
FIRMO,332,-,-,-,-
FIUMEFREDDO BRUZIO,830,-,-,-,-
FRANCAVILLA MARITTIMA,636,-,-,-,-
FRASCINETO,426,-,-,-,-
FUSCALDO,1882,8,-,-,-
GRIMALDI,407,-,-,-,-
GRISOLIA,481,-,-,-,-
GUARDIA PIEMONTESE,424,-,-,-,-
LAGO,607,-,-,-,-
LAINO BORGO,444,-,-,-,-
LAINO CASTELLO,176,-,-,-,-
LAPPANO,175,-,-,-,-
LATTARICO,1034,6,-,-,-
LONGOBARDI,518,23,-,-,-
LONGOBUCCO,755,-,-,-,-
LUNGRO,350,6,-,-,-
LUZZI,2203,17,-,-,-
MAIERA',224,-,-,-,-
MALITO,154,-,-,-,-
MALVITO,303,8,-,-,-
MANDATORICCIO,536,-,-,-,-
MANGONE,487,-,-,-,-
MARANO MARCHESATO,954,8,-,-,-
MARANO PRINCIPATO,700,-,-,-,-
MARZI,227,-,-,-,-
MENDICINO,2521,9,-,-,-
MONGRASSANO,450,6,-,-,-
MONTALTO UFFUGO,6551,26,-,-,-
MONTEGIORDANO,376,-,-,-,-
MORANO CALABRO,332,10,-,-,-
MORMANNO,267,10,-,-,-
MOTTAFOLLONE,179,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,153,-,-,-,-
ORSOMARSO,250,-,-,-,-
PALUDI,197,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3504,32,-,-,-
