Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,219,-,-,-,-
ACQUAPPESA,416,-,-,-,-
ACRI,4368,38,-,-,-
AIELLO CALABRO,374,-,-,-,-
AIETA,77,-,-,-,-
ALBIDONA,412,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,219,-,-,-,-
ALTOMONTE,1025,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5171,26,-,-,-
AMENDOLARA,327,-,-,-,-
APRIGLIANO,664,11,-,-,-
BELMONTE CALABRO,517,-,-,-,-
BELSITO,275,-,-,-,-
BELVEDERE MARITTIMO,2018,11,-,-,-
BIANCHI,406,-,-,-,-
BISIGNANO,2342,21,-,-,-
BOCCHIGLIERO,152,7,-,-,-
BONIFATI,426,8,-,-,-
BUONVICINO,396,-,-,-,-
CALOPEZZATI,523,-,-,-,-
CALOVETO,391,-,-,-,-
CAMPANA,317,8,-,-,-
CANNA,153,-,-,-,-
CARIATI,1314,17,-,-,-
CAROLEI,905,-,-,-,-
CARPANZANO,31,-,-,-,-
CASALI DEL MANCO,2974,26,-,-,-
CASSANO ALLO IONIO,4510,31,-,-,-
CASTIGLIONE COSENTINO,1057,11,-,-,-
CASTROLIBERO,2967,18,-,-,-
CASTROREGIO,51,-,-,-,-
CASTROVILLARI,4853,36,-,-,-
CELICO,611,8,-,-,-
CELLARA,150,-,-,-,-
CERCHIARA DI CALABRIA,508,10,-,-,-
CERISANO,900,-,-,-,-
CERVICATI,206,-,-,-,-
CERZETO,350,-,-,-,-
CETRARO,2693,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,352,-,-,-,-
COLOSIMI,437,-,-,-,-
CORIGLIANO-ROSSANO,24539,172,-,-,-
COSENZA,21421,169,-,-,-
CROPALATI,262,-,-,-,-
CROSIA,2926,17,-,-,-
DIAMANTE,990,8,-,-,-
DIPIGNANO,1460,12,-,-,-
DOMANICO,398,-,-,-,-
FAGNANO CASTELLO,490,6,-,-,-
FALCONARA ALBANESE,366,-,-,-,-
FIGLINE VEGLIATURO,399,-,-,-,-
FIRMO,379,6,-,-,-
FIUMEFREDDO BRUZIO,1016,-,-,-,-
FRANCAVILLA MARITTIMA,693,-,-,-,-
FRASCINETO,489,-,-,-,-
FUSCALDO,2119,8,-,-,-
GRIMALDI,489,-,-,-,-
GRISOLIA,517,-,-,-,-
GUARDIA PIEMONTESE,486,-,-,-,-
LAGO,726,-,-,-,-
LAINO BORGO,474,-,-,-,-
LAINO CASTELLO,186,-,-,-,-
LAPPANO,196,-,-,-,-
LATTARICO,1152,6,-,-,-
LONGOBARDI,612,23,-,-,-
LONGOBUCCO,813,-,-,-,-
LUNGRO,396,7,-,-,-
LUZZI,2482,17,-,-,-
MAIERA',273,-,-,-,-
MALITO,217,-,-,-,-
MALVITO,388,9,-,-,-
MANDATORICCIO,582,-,-,-,-
MANGONE,557,-,-,-,-
MARANO MARCHESATO,1128,8,-,-,-
MARANO PRINCIPATO,856,-,-,-,-
MARZI,264,-,-,-,-
MENDICINO,3007,10,-,-,-
MONGRASSANO,525,6,-,-,-
MONTALTO UFFUGO,7620,29,-,-,-
MONTEGIORDANO,410,-,-,-,-
MORANO CALABRO,514,10,-,-,-
MORMANNO,280,11,-,-,-
MOTTAFOLLONE,217,-,-,-,-
NOCARA,51,-,-,-,-
ORIOLO,159,-,-,-,-
ORSOMARSO,271,-,-,-,-
PALUDI,236,-,-,-,-
PANETTIERI,39,-,-,-,-
PAOLA,4047,37,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,589,-,-,-,-
PATERNO CALABRO,458,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,399,-,-,-,-
PIETRAFITTA,233,-,-,-,-
PIETRAPAOLA,312,-,-,-,-
PLATACI,96,-,-,-,-
PRAIA A MARE,1208,7,-,-,-
RENDE,13022,61,-,-,-
ROCCA IMPERIALE,375,-,-,-,-
ROGGIANO GRAVINA,1570,18,-,-,-
ROGLIANO,1608,11,-,-,-
ROSE,1264,9,-,-,-
ROSETO CAPO SPULICO,206,-,-,-,-
ROTA GRECA,260,-,-,-,-
ROVITO,539,-,-,-,-
SAN BASILE,149,-,-,-,-
SAN BENEDETTO ULLANO,295,-,-,-,-
SAN COSMO ALBANESE,203,6,-,-,-
SAN DEMETRIO CORONE,749,-,-,-,-
SAN DONATO DI NINEA,303,-,-,-,-
SAN FILI,594,6,-,-,-
SAN GIORGIO ALBANESE,407,6,-,-,-
SAN GIOVANNI IN FIORE,4377,34,-,-,-
SAN LORENZO BELLIZZI,79,-,-,-,-
SAN LORENZO DEL VALLO,565,-,-,-,-
SAN LUCIDO,1163,11,-,-,-
SAN MARCO ARGENTANO,1896,7,-,-,-
SAN MARTINO DI FINITA,278,-,-,-,-
SAN NICOLA ARCELLA,314,-,-,-,-
SAN PIETRO IN AMANTEA,147,-,-,-,-
SAN PIETRO IN GUARANO,1265,10,-,-,-
SAN SOSTI,453,7,-,-,-
SAN VINCENZO LA COSTA,779,-,-,-,-
SANGINETO,176,-,-,-,-
SANTA CATERINA ALBANESE,133,-,-,-,-
SANTA DOMENICA TALAO,82,-,-,-,-
SANTA MARIA DEL CEDRO,883,-,-,-,-
SANTA SOFIA D'EPIRO,346,7,-,-,-
SANT'AGATA DI ESARO,133,-,-,-,-
SANTO STEFANO DI ROGLIANO,727,-,-,-,-
SARACENA,980,8,-,-,-
SCALA COELI,64,6,-,-,-
SCALEA,2385,10,-,-,-
SCIGLIANO,235,-,-,-,-
SERRA D'AIELLO,180,-,-,-,-
SPEZZANO ALBANESE,1386,22,-,-,-
SPEZZANO DELLA SILA,1105,16,-,-,-
TARSIA,485,-,-,-,-
TERRANOVA DA SIBARI,1085,14,-,-,-
TERRAVECCHIA,115,-,-,-,-
TORANO CASTELLO,1056,22,-,-,-
TORTORA,1027,9,-,-,-
TREBISACCE,2098,18,-,-,-
VACCARIZZO ALBANESE,270,-,-,-,-
VERBICARO,324,7,-,-,-
VILLAPIANA,910,-,-,-,-
ZUMPANO,883,-,-,-,-
