Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
SANTA CATERINA ALBANESE,108,-,-,-,-
SANTA DOMENICA TALAO,74,-,-,-,-
SANTA MARIA DEL CEDRO,775,-,-,-,-
SANTA SOFIA D'EPIRO,260,7,-,-,-
SANT'AGATA DI ESARO,121,-,-,-,-
SANTO STEFANO DI ROGLIANO,572,-,-,-,-
SARACENA,819,6,-,-,-
SCALA COELI,39,-,-,-,-
SCALEA,2108,8,-,-,-
SCIGLIANO,172,-,-,-,-
SERRA D'AIELLO,143,-,-,-,-
SPEZZANO ALBANESE,1162,19,-,-,-
SPEZZANO DELLA SILA,880,14,-,-,-
TARSIA,394,-,-,-,-
TERRANOVA DA SIBARI,942,12,-,-,-
TERRAVECCHIA,90,-,-,-,-
TORANO CASTELLO,902,20,-,-,-
TORTORA,792,9,-,-,-
TREBISACCE,1715,15,-,-,-
VACCARIZZO ALBANESE,221,-,-,-,-
VERBICARO,221,6,-,-,-
VILLAPIANA,799,-,-,-,-
ZUMPANO,768,-,-,-,-
