Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,200,-,-,-,-
ACQUAPPESA,311,-,-,-,-
ACRI,3575,33,-,-,-
AIELLO CALABRO,300,-,-,-,-
AIETA,45,-,-,-,-
ALBIDONA,315,-,-,-,-
ALESSANDRIA DEL CARRETTO,44,-,-,-,-
ALTILIA,178,-,-,-,-
ALTOMONTE,815,-,-,-,-
ALTRA ASP,1039,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4186,25,-,-,-
AMENDOLARA,281,-,-,-,-
APRIGLIANO,556,10,-,-,-
BELMONTE CALABRO,378,-,-,-,-
BELSITO,235,-,-,-,-
BELVEDERE MARITTIMO,1618,10,-,-,-
BIANCHI,343,-,-,-,-
BISIGNANO,1949,19,-,-,-
BOCCHIGLIERO,130,7,-,-,-
BONIFATI,377,7,-,-,-
BUONVICINO,297,-,-,-,-
CALOPEZZATI,458,-,-,-,-
CALOVETO,351,-,-,-,-
CAMPANA,281,7,-,-,-
CANNA,124,-,-,-,-
CARIATI,1207,15,-,-,-
CAROLEI,641,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2475,21,-,-,-
CASSANO ALLO IONIO,3805,30,-,-,-
CASTIGLIONE COSENTINO,817,8,-,-,-
CASTROLIBERO,2334,17,-,-,-
CASTROREGIO,44,-,-,-,-
CASTROVILLARI,3844,30,-,-,-
CELICO,489,7,-,-,-
CELLARA,103,-,-,-,-
CERCHIARA DI CALABRIA,451,8,-,-,-
CERISANO,704,-,-,-,-
CERVICATI,160,-,-,-,-
CERZETO,303,-,-,-,-
CETRARO,2256,24,-,-,-
CIVITA,62,-,-,-,-
CLETO,253,-,-,-,-
COLOSIMI,338,-,-,-,-
CORIGLIANO-ROSSANO,20886,162,-,-,-
COSENZA,16861,147,-,-,-
CROPALATI,220,-,-,-,-
CROSIA,2499,16,-,-,-
DIAMANTE,782,6,-,-,-
DIPIGNANO,1092,9,-,-,-
DOMANICO,283,-,-,-,-
FAGNANO CASTELLO,419,6,-,-,-
FALCONARA ALBANESE,273,-,-,-,-
FIGLINE VEGLIATURO,335,-,-,-,-
FIRMO,307,-,-,-,-
FIUMEFREDDO BRUZIO,729,-,-,-,-
FRANCAVILLA MARITTIMA,601,-,-,-,-
FRASCINETO,409,-,-,-,-
FUSCALDO,1795,8,-,-,-
GRIMALDI,399,-,-,-,-
GRISOLIA,467,-,-,-,-
GUARDIA PIEMONTESE,371,-,-,-,-
LAGO,549,-,-,-,-
LAINO BORGO,418,-,-,-,-
LAINO CASTELLO,165,-,-,-,-
LAPPANO,170,-,-,-,-
LATTARICO,952,6,-,-,-
LONGOBARDI,488,23,-,-,-
LONGOBUCCO,724,-,-,-,-
LUNGRO,333,6,-,-,-
LUZZI,2068,17,-,-,-
MAIERA',197,-,-,-,-
MALITO,150,-,-,-,-
MALVITO,281,8,-,-,-
MANDATORICCIO,524,-,-,-,-
MANGONE,464,-,-,-,-
MARANO MARCHESATO,906,8,-,-,-
MARANO PRINCIPATO,658,-,-,-,-
MARZI,219,-,-,-,-
MENDICINO,2347,9,-,-,-
MONGRASSANO,432,6,-,-,-
MONTALTO UFFUGO,6188,26,-,-,-
MONTEGIORDANO,360,-,-,-,-
MORANO CALABRO,298,10,-,-,-
MORMANNO,249,9,-,-,-
MOTTAFOLLONE,153,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,142,-,-,-,-
ORSOMARSO,233,-,-,-,-
PALUDI,192,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3296,31,-,-,-
PAPASIDERO,36,-,-,-,-
PARENTI,543,-,-,-,-
PATERNO CALABRO,367,-,-,-,-
PEDIVIGLIANO,186,-,-,-,-
PIANE CRATI,320,-,-,-,-
PIETRAFITTA,198,-,-,-,-
PIETRAPAOLA,263,-,-,-,-
PLATACI,84,-,-,-,-
PRAIA A MARE,979,7,-,-,-
RENDE,10005,53,-,-,-
ROCCA IMPERIALE,348,-,-,-,-
ROGGIANO GRAVINA,1331,15,-,-,-
ROGLIANO,1336,11,-,-,-
ROSE,1059,8,-,-,-
ROSETO CAPO SPULICO,187,-,-,-,-
ROTA GRECA,202,-,-,-,-
ROVITO,465,-,-,-,-
SAN BASILE,119,-,-,-,-
SAN BENEDETTO ULLANO,268,-,-,-,-
SAN COSMO ALBANESE,182,6,-,-,-
SAN DEMETRIO CORONE,608,-,-,-,-
SAN DONATO DI NINEA,234,-,-,-,-
SAN FILI,495,6,-,-,-
SAN GIORGIO ALBANESE,301,6,-,-,-
SAN GIOVANNI IN FIORE,3821,33,-,-,-
SAN LORENZO BELLIZZI,72,-,-,-,-
SAN LORENZO DEL VALLO,444,-,-,-,-
SAN LUCIDO,888,9,-,-,-
SAN MARCO ARGENTANO,1565,7,-,-,-
SAN MARTINO DI FINITA,208,-,-,-,-
SAN NICOLA ARCELLA,267,-,-,-,-
SAN PIETRO IN AMANTEA,124,-,-,-,-
SAN PIETRO IN GUARANO,938,9,-,-,-
SAN SOSTI,335,7,-,-,-
SAN VINCENZO LA COSTA,600,-,-,-,-
SANGINETO,159,-,-,-,-
