Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,141,-,-,-,-
ACQUAPPESA,176,-,-,-,-
ACRI,2233,27,-,-,-
AIELLO CALABRO,137,-,-,-,-
AIETA,12,-,-,-,-
ALBIDONA,181,-,-,-,-
ALESSANDRIA DEL CARRETTO,21,-,-,-,-
ALTILIA,107,-,-,-,-
ALTOMONTE,611,-,-,-,-
ALTRA ASP,905,10,-,-,-
ALTRA REGIONE,598,11,-,-,-
AMANTEA,2428,20,-,-,-
AMENDOLARA,212,-,-,-,-
APRIGLIANO,415,10,-,-,-
BELMONTE CALABRO,225,-,-,-,-
BELSITO,167,-,-,-,-
BELVEDERE MARITTIMO,1016,10,-,-,-
BIANCHI,225,-,-,-,-
BISIGNANO,1387,17,-,-,-
BOCCHIGLIERO,117,7,-,-,-
BONIFATI,212,-,-,-,-
BUONVICINO,177,-,-,-,-
CALOPEZZATI,205,-,-,-,-
CALOVETO,205,-,-,-,-
CAMPANA,234,6,-,-,-
CANNA,64,-,-,-,-
CARIATI,790,12,-,-,-
CAROLEI,413,-,-,-,-
CARPANZANO,12,-,-,-,-
CASALI DEL MANCO,1685,20,-,-,-
CASSANO ALLO IONIO,2519,29,-,-,-
CASTIGLIONE COSENTINO,471,-,-,-,-
CASTROLIBERO,1598,14,-,-,-
CASTROREGIO,16,-,-,-,-
CASTROVILLARI,2415,24,-,-,-
CELICO,418,7,-,-,-
CELLARA,81,-,-,-,-
CERCHIARA DI CALABRIA,224,-,-,-,-
CERISANO,463,-,-,-,-
CERVICATI,113,-,-,-,-
CERZETO,219,-,-,-,-
CETRARO,1450,19,-,-,-
CIVITA,42,-,-,-,-
CLETO,115,-,-,-,-
COLOSIMI,180,-,-,-,-
CORIGLIANO-ROSSANO,13539,148,-,-,-
COSENZA,11551,120,-,-,-
CROPALATI,133,-,-,-,-
CROSIA,1457,13,-,-,-
DIAMANTE,321,-,-,-,-
DIPIGNANO,760,8,-,-,-
DOMANICO,173,-,-,-,-
FAGNANO CASTELLO,288,-,-,-,-
FALCONARA ALBANESE,208,-,-,-,-
FIGLINE VEGLIATURO,216,-,-,-,-
FIRMO,169,-,-,-,-
FIUMEFREDDO BRUZIO,455,-,-,-,-
FRANCAVILLA MARITTIMA,359,-,-,-,-
FRASCINETO,259,-,-,-,-
FUSCALDO,1189,8,-,-,-
GRIMALDI,195,-,-,-,-
GRISOLIA,342,-,-,-,-
GUARDIA PIEMONTESE,176,-,-,-,-
LAGO,321,-,-,-,-
LAINO BORGO,244,-,-,-,-
LAINO CASTELLO,114,-,-,-,-
LAPPANO,121,-,-,-,-
LATTARICO,632,6,-,-,-
LONGOBARDI,259,17,-,-,-
LONGOBUCCO,431,-,-,-,-
LUNGRO,217,6,-,-,-
LUZZI,1399,14,-,-,-
MAIERA',98,-,-,-,-
MALITO,79,-,-,-,-
MALVITO,175,-,-,-,-
MANDATORICCIO,413,-,-,-,-
MANGONE,307,-,-,-,-
MARANO MARCHESATO,571,8,-,-,-
MARANO PRINCIPATO,434,-,-,-,-
MARZI,181,-,-,-,-
MENDICINO,1578,6,-,-,-
MONGRASSANO,291,-,-,-,-
MONTALTO UFFUGO,4006,22,-,-,-
MONTEGIORDANO,205,-,-,-,-
MORANO CALABRO,262,9,-,-,-
MORMANNO,189,8,-,-,-
MOTTAFOLLONE,95,-,-,-,-
NOCARA,34,-,-,-,-
ORIOLO,112,-,-,-,-
ORSOMARSO,149,-,-,-,-
PALUDI,104,-,-,-,-
PANETTIERI,18,-,-,-,-
PAOLA,1895,24,-,-,-
PAPASIDERO,29,-,-,-,-
PARENTI,383,-,-,-,-
PATERNO CALABRO,280,-,-,-,-
PEDIVIGLIANO,107,-,-,-,-
PIANE CRATI,242,-,-,-,-
PIETRAFITTA,148,-,-,-,-
PIETRAPAOLA,153,-,-,-,-
PLATACI,59,-,-,-,-
PRAIA A MARE,469,7,-,-,-
RENDE,6593,46,-,-,-
ROCCA IMPERIALE,286,-,-,-,-
ROGGIANO GRAVINA,981,13,-,-,-
ROGLIANO,990,8,-,-,-
ROSE,701,8,-,-,-
ROSETO CAPO SPULICO,146,-,-,-,-
ROTA GRECA,132,-,-,-,-
ROVITO,367,-,-,-,-
SAN BASILE,72,-,-,-,-
SAN BENEDETTO ULLANO,216,-,-,-,-
SAN COSMO ALBANESE,127,6,-,-,-
SAN DEMETRIO CORONE,294,-,-,-,-
SAN DONATO DI NINEA,142,-,-,-,-
SAN FILI,368,-,-,-,-
SAN GIORGIO ALBANESE,128,-,-,-,-
SAN GIOVANNI IN FIORE,2821,31,-,-,-
SAN LORENZO BELLIZZI,36,-,-,-,-
SAN LORENZO DEL VALLO,303,-,-,-,-
SAN LUCIDO,675,8,-,-,-
SAN MARCO ARGENTANO,1032,7,-,-,-
SAN MARTINO DI FINITA,126,-,-,-,-
SAN NICOLA ARCELLA,190,-,-,-,-
SAN PIETRO IN AMANTEA,50,-,-,-,-
SAN PIETRO IN GUARANO,547,8,-,-,-
SAN SOSTI,224,7,-,-,-
SAN VINCENZO LA COSTA,365,-,-,-,-
SANGINETO,119,-,-,-,-
SANTA CATERINA ALBANESE,69,-,-,-,-
SANTA DOMENICA TALAO,51,-,-,-,-
SANTA MARIA DEL CEDRO,545,-,-,-,-
SANTA SOFIA D'EPIRO,170,7,-,-,-
SANT'AGATA DI ESARO,107,-,-,-,-
SANTO STEFANO DI ROGLIANO,401,-,-,-,-
SARACENA,509,-,-,-,-
SCALA COELI,31,-,-,-,-
SCALEA,1234,8,-,-,-
SCIGLIANO,102,-,-,-,-
SERRA D'AIELLO,86,-,-,-,-
SPEZZANO ALBANESE,848,16,-,-,-
SPEZZANO DELLA SILA,651,12,-,-,-
TARSIA,200,-,-,-,-
TERRANOVA DA SIBARI,807,12,-,-,-
TERRAVECCHIA,44,-,-,-,-
TORANO CASTELLO,664,19,-,-,-
TORTORA,441,7,-,-,-
TREBISACCE,965,11,-,-,-
VACCARIZZO ALBANESE,130,-,-,-,-
VERBICARO,192,6,-,-,-
VILLAPIANA,558,-,-,-,-
ZUMPANO,564,-,-,-,-
