Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,215,-,-,-,-
ACQUAPPESA,405,-,-,-,-
ACRI,4255,36,-,-,-
AIELLO CALABRO,360,-,-,-,-
AIETA,74,-,-,-,-
ALBIDONA,408,-,-,-,-
ALESSANDRIA DEL CARRETTO,54,-,-,-,-
ALTILIA,216,-,-,-,-
ALTOMONTE,1019,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5035,26,-,-,-
AMENDOLARA,322,-,-,-,-
APRIGLIANO,640,11,-,-,-
BELMONTE CALABRO,498,-,-,-,-
BELSITO,269,-,-,-,-
BELVEDERE MARITTIMO,1955,10,-,-,-
BIANCHI,402,-,-,-,-
BISIGNANO,2313,21,-,-,-
BOCCHIGLIERO,146,7,-,-,-
BONIFATI,419,7,-,-,-
BUONVICINO,386,-,-,-,-
CALOPEZZATI,511,-,-,-,-
CALOVETO,381,-,-,-,-
CAMPANA,312,8,-,-,-
CANNA,146,-,-,-,-
CARIATI,1277,16,-,-,-
CAROLEI,863,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2928,26,-,-,-
CASSANO ALLO IONIO,4398,31,-,-,-
CASTIGLIONE COSENTINO,1020,11,-,-,-
CASTROLIBERO,2866,18,-,-,-
CASTROREGIO,49,-,-,-,-
CASTROVILLARI,4725,35,-,-,-
CELICO,609,8,-,-,-
CELLARA,143,-,-,-,-
CERCHIARA DI CALABRIA,492,10,-,-,-
CERISANO,883,-,-,-,-
CERVICATI,201,-,-,-,-
CERZETO,341,-,-,-,-
CETRARO,2585,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,341,-,-,-,-
COLOSIMI,434,-,-,-,-
CORIGLIANO-ROSSANO,24030,169,-,-,-
COSENZA,20847,164,-,-,-
CROPALATI,253,-,-,-,-
CROSIA,2795,17,-,-,-
DIAMANTE,968,8,-,-,-
DIPIGNANO,1412,12,-,-,-
DOMANICO,394,-,-,-,-
FAGNANO CASTELLO,481,6,-,-,-
FALCONARA ALBANESE,362,-,-,-,-
FIGLINE VEGLIATURO,380,-,-,-,-
FIRMO,364,6,-,-,-
FIUMEFREDDO BRUZIO,978,-,-,-,-
FRANCAVILLA MARITTIMA,681,-,-,-,-
FRASCINETO,481,-,-,-,-
FUSCALDO,2092,8,-,-,-
GRIMALDI,481,-,-,-,-
GRISOLIA,513,-,-,-,-
GUARDIA PIEMONTESE,478,-,-,-,-
LAGO,716,-,-,-,-
LAINO BORGO,472,-,-,-,-
LAINO CASTELLO,185,-,-,-,-
LAPPANO,195,-,-,-,-
LATTARICO,1141,6,-,-,-
LONGOBARDI,596,23,-,-,-
LONGOBUCCO,808,-,-,-,-
LUNGRO,384,7,-,-,-
LUZZI,2454,17,-,-,-
MAIERA',263,-,-,-,-
MALITO,212,-,-,-,-
MALVITO,377,9,-,-,-
MANDATORICCIO,572,-,-,-,-
MANGONE,546,-,-,-,-
MARANO MARCHESATO,1097,8,-,-,-
MARANO PRINCIPATO,827,-,-,-,-
MARZI,259,-,-,-,-
MENDICINO,2947,9,-,-,-
MONGRASSANO,520,6,-,-,-
MONTALTO UFFUGO,7440,29,-,-,-
MONTEGIORDANO,402,-,-,-,-
MORANO CALABRO,493,10,-,-,-
MORMANNO,277,11,-,-,-
MOTTAFOLLONE,213,-,-,-,-
NOCARA,51,-,-,-,-
ORIOLO,158,-,-,-,-
ORSOMARSO,261,-,-,-,-
PALUDI,233,-,-,-,-
PANETTIERI,39,-,-,-,-
PAOLA,3997,36,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,587,-,-,-,-
PATERNO CALABRO,450,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,387,-,-,-,-
PIETRAFITTA,230,-,-,-,-
PIETRAPAOLA,302,-,-,-,-
PLATACI,96,-,-,-,-
PRAIA A MARE,1181,7,-,-,-
RENDE,12636,60,-,-,-
ROCCA IMPERIALE,374,-,-,-,-
ROGGIANO GRAVINA,1551,18,-,-,-
ROGLIANO,1578,11,-,-,-
ROSE,1243,9,-,-,-
ROSETO CAPO SPULICO,201,-,-,-,-
ROTA GRECA,253,-,-,-,-
ROVITO,530,-,-,-,-
SAN BASILE,146,-,-,-,-
SAN BENEDETTO ULLANO,292,-,-,-,-
SAN COSMO ALBANESE,199,6,-,-,-
SAN DEMETRIO CORONE,727,-,-,-,-
SAN DONATO DI NINEA,291,-,-,-,-
SAN FILI,582,6,-,-,-
SAN GIORGIO ALBANESE,399,6,-,-,-
SAN GIOVANNI IN FIORE,4331,34,-,-,-
SAN LORENZO BELLIZZI,79,-,-,-,-
SAN LORENZO DEL VALLO,556,-,-,-,-
SAN LUCIDO,1151,11,-,-,-
SAN MARCO ARGENTANO,1867,7,-,-,-
SAN MARTINO DI FINITA,275,-,-,-,-
SAN NICOLA ARCELLA,306,-,-,-,-
SAN PIETRO IN AMANTEA,142,-,-,-,-
SAN PIETRO IN GUARANO,1227,10,-,-,-
SAN SOSTI,446,7,-,-,-
SAN VINCENZO LA COSTA,750,-,-,-,-
SANGINETO,175,-,-,-,-
SANTA CATERINA ALBANESE,132,-,-,-,-
SANTA DOMENICA TALAO,81,-,-,-,-
SANTA MARIA DEL CEDRO,874,-,-,-,-
SANTA SOFIA D'EPIRO,337,7,-,-,-
SANT'AGATA DI ESARO,133,-,-,-,-
SANTO STEFANO DI ROGLIANO,710,-,-,-,-
SARACENA,960,7,-,-,-
SCALA COELI,58,-,-,-,-
SCALEA,2350,8,-,-,-
SCIGLIANO,230,-,-,-,-
SERRA D'AIELLO,170,-,-,-,-
SPEZZANO ALBANESE,1374,21,-,-,-
SPEZZANO DELLA SILA,1096,16,-,-,-
TARSIA,476,-,-,-,-
TERRANOVA DA SIBARI,1082,14,-,-,-
TERRAVECCHIA,107,-,-,-,-
TORANO CASTELLO,1048,22,-,-,-
TORTORA,1006,9,-,-,-
TREBISACCE,2062,17,-,-,-
VACCARIZZO ALBANESE,262,-,-,-,-
VERBICARO,315,7,-,-,-
VILLAPIANA,898,-,-,-,-
ZUMPANO,857,-,-,-,-
