Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,207,-,-,-,-
ACQUAPPESA,328,-,-,-,-
ACRI,3694,33,-,-,-
AIELLO CALABRO,306,-,-,-,-
AIETA,53,-,-,-,-
ALBIDONA,322,-,-,-,-
ALESSANDRIA DEL CARRETTO,47,-,-,-,-
ALTILIA,179,-,-,-,-
ALTOMONTE,822,-,-,-,-
ALTRA ASP,1045,14,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,4297,25,-,-,-
AMENDOLARA,289,-,-,-,-
APRIGLIANO,562,10,-,-,-
BELMONTE CALABRO,387,-,-,-,-
BELSITO,246,-,-,-,-
BELVEDERE MARITTIMO,1673,10,-,-,-
BIANCHI,352,-,-,-,-
BISIGNANO,2011,20,-,-,-
BOCCHIGLIERO,133,7,-,-,-
BONIFATI,384,7,-,-,-
BUONVICINO,308,-,-,-,-
CALOPEZZATI,475,-,-,-,-
CALOVETO,360,-,-,-,-
CAMPANA,283,7,-,-,-
CANNA,134,-,-,-,-
CARIATI,1218,15,-,-,-
CAROLEI,652,-,-,-,-
CARPANZANO,25,-,-,-,-
CASALI DEL MANCO,2511,21,-,-,-
CASSANO ALLO IONIO,3847,30,-,-,-
CASTIGLIONE COSENTINO,832,8,-,-,-
CASTROLIBERO,2375,17,-,-,-
CASTROREGIO,44,-,-,-,-
CASTROVILLARI,3895,31,-,-,-
CELICO,504,7,-,-,-
CELLARA,110,-,-,-,-
CERCHIARA DI CALABRIA,453,8,-,-,-
CERISANO,715,-,-,-,-
CERVICATI,164,-,-,-,-
CERZETO,308,-,-,-,-
CETRARO,2321,24,-,-,-
CIVITA,64,-,-,-,-
CLETO,261,-,-,-,-
COLOSIMI,363,-,-,-,-
CORIGLIANO-ROSSANO,21226,164,-,-,-
COSENZA,17161,148,-,-,-
CROPALATI,223,-,-,-,-
CROSIA,2527,16,-,-,-
DIAMANTE,823,7,-,-,-
DIPIGNANO,1118,9,-,-,-
DOMANICO,289,-,-,-,-
FAGNANO CASTELLO,421,6,-,-,-
FALCONARA ALBANESE,282,-,-,-,-
FIGLINE VEGLIATURO,341,-,-,-,-
FIRMO,320,-,-,-,-
FIUMEFREDDO BRUZIO,757,-,-,-,-
FRANCAVILLA MARITTIMA,621,-,-,-,-
FRASCINETO,416,-,-,-,-
FUSCALDO,1830,8,-,-,-
GRIMALDI,401,-,-,-,-
GRISOLIA,470,-,-,-,-
GUARDIA PIEMONTESE,390,-,-,-,-
LAGO,569,-,-,-,-
LAINO BORGO,426,-,-,-,-
LAINO CASTELLO,173,-,-,-,-
LAPPANO,170,-,-,-,-
LATTARICO,967,6,-,-,-
LONGOBARDI,501,23,-,-,-
LONGOBUCCO,739,-,-,-,-
LUNGRO,339,6,-,-,-
LUZZI,2101,17,-,-,-
MAIERA',205,-,-,-,-
MALITO,153,-,-,-,-
MALVITO,288,8,-,-,-
MANDATORICCIO,535,-,-,-,-
MANGONE,475,-,-,-,-
MARANO MARCHESATO,916,8,-,-,-
MARANO PRINCIPATO,668,-,-,-,-
MARZI,222,-,-,-,-
MENDICINO,2376,9,-,-,-
MONGRASSANO,435,6,-,-,-
MONTALTO UFFUGO,6282,26,-,-,-
MONTEGIORDANO,367,-,-,-,-
MORANO CALABRO,301,10,-,-,-
MORMANNO,261,9,-,-,-
MOTTAFOLLONE,154,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,146,-,-,-,-
ORSOMARSO,239,-,-,-,-
PALUDI,194,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3371,31,-,-,-
PAPASIDERO,38,-,-,-,-
PARENTI,557,-,-,-,-
PATERNO CALABRO,371,-,-,-,-
PEDIVIGLIANO,190,-,-,-,-
PIANE CRATI,323,-,-,-,-
PIETRAFITTA,200,-,-,-,-
PIETRAPAOLA,272,-,-,-,-
PLATACI,86,-,-,-,-
PRAIA A MARE,1004,7,-,-,-
RENDE,10169,53,-,-,-
ROCCA IMPERIALE,354,-,-,-,-
ROGGIANO GRAVINA,1365,17,-,-,-
ROGLIANO,1366,11,-,-,-
ROSE,1069,8,-,-,-
ROSETO CAPO SPULICO,189,-,-,-,-
ROTA GRECA,208,-,-,-,-
ROVITO,468,-,-,-,-
SAN BASILE,119,-,-,-,-
SAN BENEDETTO ULLANO,269,-,-,-,-
SAN COSMO ALBANESE,183,6,-,-,-
SAN DEMETRIO CORONE,615,-,-,-,-
SAN DONATO DI NINEA,245,-,-,-,-
SAN FILI,503,6,-,-,-
SAN GIORGIO ALBANESE,319,6,-,-,-
SAN GIOVANNI IN FIORE,3936,33,-,-,-
SAN LORENZO BELLIZZI,75,-,-,-,-
SAN LORENZO DEL VALLO,462,-,-,-,-
SAN LUCIDO,934,9,-,-,-
SAN MARCO ARGENTANO,1588,7,-,-,-
SAN MARTINO DI FINITA,222,-,-,-,-
SAN NICOLA ARCELLA,272,-,-,-,-
SAN PIETRO IN AMANTEA,124,-,-,-,-
SAN PIETRO IN GUARANO,954,9,-,-,-
SAN SOSTI,364,7,-,-,-
SAN VINCENZO LA COSTA,608,-,-,-,-
SANGINETO,163,-,-,-,-
SANTA CATERINA ALBANESE,108,-,-,-,-
SANTA DOMENICA TALAO,74,-,-,-,-
SANTA MARIA DEL CEDRO,789,-,-,-,-
SANTA SOFIA D'EPIRO,262,7,-,-,-
SANT'AGATA DI ESARO,123,-,-,-,-
SANTO STEFANO DI ROGLIANO,585,-,-,-,-
SARACENA,829,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2139,8,-,-,-
SCIGLIANO,173,-,-,-,-
SERRA D'AIELLO,151,-,-,-,-
SPEZZANO ALBANESE,1187,19,-,-,-
SPEZZANO DELLA SILA,907,14,-,-,-
TARSIA,408,-,-,-,-
TERRANOVA DA SIBARI,958,12,-,-,-
TERRAVECCHIA,94,-,-,-,-
TORANO CASTELLO,907,20,-,-,-
TORTORA,819,9,-,-,-
TREBISACCE,1773,15,-,-,-
VACCARIZZO ALBANESE,228,-,-,-,-
VERBICARO,231,6,-,-,-
VILLAPIANA,821,-,-,-,-
ZUMPANO,785,-,-,-,-
