Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
ACQUAFORMOSA,219,-,-,-,-
ACQUAPPESA,412,-,-,-,-
ACRI,4350,38,-,-,-
AIELLO CALABRO,371,-,-,-,-
AIETA,76,-,-,-,-
ALBIDONA,411,-,-,-,-
ALESSANDRIA DEL CARRETTO,55,-,-,-,-
ALTILIA,219,-,-,-,-
ALTOMONTE,1023,-,-,-,-
ALTRA ASP,1048,15,-,-,-
ALTRA REGIONE,599,11,-,-,-
AMANTEA,5160,26,-,-,-
AMENDOLARA,325,-,-,-,-
APRIGLIANO,661,11,-,-,-
BELMONTE CALABRO,516,-,-,-,-
BELSITO,274,-,-,-,-
BELVEDERE MARITTIMO,2012,11,-,-,-
BIANCHI,404,-,-,-,-
BISIGNANO,2338,21,-,-,-
BOCCHIGLIERO,151,7,-,-,-
BONIFATI,426,8,-,-,-
BUONVICINO,395,-,-,-,-
CALOPEZZATI,520,-,-,-,-
CALOVETO,390,-,-,-,-
CAMPANA,314,8,-,-,-
CANNA,153,-,-,-,-
CARIATI,1309,17,-,-,-
CAROLEI,893,-,-,-,-
CARPANZANO,30,-,-,-,-
CASALI DEL MANCO,2958,26,-,-,-
CASSANO ALLO IONIO,4490,31,-,-,-
CASTIGLIONE COSENTINO,1056,11,-,-,-
CASTROLIBERO,2950,18,-,-,-
CASTROREGIO,50,-,-,-,-
CASTROVILLARI,4837,36,-,-,-
CELICO,610,8,-,-,-
CELLARA,150,-,-,-,-
CERCHIARA DI CALABRIA,505,10,-,-,-
CERISANO,893,-,-,-,-
CERVICATI,204,-,-,-,-
CERZETO,346,-,-,-,-
CETRARO,2666,25,-,-,-
CIVITA,75,-,-,-,-
CLETO,350,-,-,-,-
COLOSIMI,437,-,-,-,-
CORIGLIANO-ROSSANO,24455,172,-,-,-
COSENZA,21298,167,-,-,-
CROPALATI,260,-,-,-,-
CROSIA,2897,17,-,-,-
DIAMANTE,988,8,-,-,-
DIPIGNANO,1449,12,-,-,-
DOMANICO,398,-,-,-,-
FAGNANO CASTELLO,490,6,-,-,-
FALCONARA ALBANESE,365,-,-,-,-
FIGLINE VEGLIATURO,398,-,-,-,-
FIRMO,376,6,-,-,-
FIUMEFREDDO BRUZIO,1011,-,-,-,-
FRANCAVILLA MARITTIMA,689,-,-,-,-
FRASCINETO,487,-,-,-,-
FUSCALDO,2110,8,-,-,-
GRIMALDI,483,-,-,-,-
GRISOLIA,517,-,-,-,-
GUARDIA PIEMONTESE,485,-,-,-,-
LAGO,726,-,-,-,-
LAINO BORGO,474,-,-,-,-
LAINO CASTELLO,185,-,-,-,-
LAPPANO,196,-,-,-,-
LATTARICO,1150,6,-,-,-
LONGOBARDI,609,23,-,-,-
LONGOBUCCO,813,-,-,-,-
LUNGRO,391,7,-,-,-
LUZZI,2476,17,-,-,-
MAIERA',273,-,-,-,-
MALITO,215,-,-,-,-
MALVITO,386,9,-,-,-
MANDATORICCIO,579,-,-,-,-
MANGONE,556,-,-,-,-
MARANO MARCHESATO,1118,8,-,-,-
MARANO PRINCIPATO,849,-,-,-,-
MARZI,264,-,-,-,-
MENDICINO,2993,9,-,-,-
MONGRASSANO,524,6,-,-,-
MONTALTO UFFUGO,7577,29,-,-,-
MONTEGIORDANO,409,-,-,-,-
MORANO CALABRO,503,10,-,-,-
MORMANNO,278,11,-,-,-
MOTTAFOLLONE,216,-,-,-,-
NOCARA,51,-,-,-,-
ORIOLO,159,-,-,-,-
ORSOMARSO,270,-,-,-,-
PALUDI,234,-,-,-,-
PANETTIERI,39,-,-,-,-
PAOLA,4037,37,-,-,-
PAPASIDERO,41,-,-,-,-
PARENTI,588,-,-,-,-
PATERNO CALABRO,458,-,-,-,-
PEDIVIGLIANO,212,-,-,-,-
PIANE CRATI,391,-,-,-,-
PIETRAFITTA,233,-,-,-,-
PIETRAPAOLA,311,-,-,-,-
PLATACI,96,-,-,-,-
PRAIA A MARE,1204,7,-,-,-
RENDE,12955,61,-,-,-
ROCCA IMPERIALE,374,-,-,-,-
ROGGIANO GRAVINA,1564,18,-,-,-
ROGLIANO,1605,11,-,-,-
ROSE,1260,9,-,-,-
ROSETO CAPO SPULICO,206,-,-,-,-
ROTA GRECA,259,-,-,-,-
ROVITO,537,-,-,-,-
SAN BASILE,149,-,-,-,-
SAN BENEDETTO ULLANO,295,-,-,-,-
SAN COSMO ALBANESE,203,6,-,-,-
SAN DEMETRIO CORONE,744,-,-,-,-
SAN DONATO DI NINEA,303,-,-,-,-
SAN FILI,594,6,-,-,-
SAN GIORGIO ALBANESE,406,6,-,-,-
SAN GIOVANNI IN FIORE,4373,34,-,-,-
SAN LORENZO BELLIZZI,79,-,-,-,-
SAN LORENZO DEL VALLO,563,-,-,-,-
SAN LUCIDO,1159,11,-,-,-
SAN MARCO ARGENTANO,1888,7,-,-,-
SAN MARTINO DI FINITA,278,-,-,-,-
SAN NICOLA ARCELLA,313,-,-,-,-
SAN PIETRO IN AMANTEA,146,-,-,-,-
SAN PIETRO IN GUARANO,1256,10,-,-,-
SAN SOSTI,451,7,-,-,-
SAN VINCENZO LA COSTA,777,-,-,-,-
SANGINETO,176,-,-,-,-
SANTA CATERINA ALBANESE,133,-,-,-,-
SANTA DOMENICA TALAO,82,-,-,-,-
SANTA MARIA DEL CEDRO,881,-,-,-,-
SANTA SOFIA D'EPIRO,342,7,-,-,-
SANT'AGATA DI ESARO,133,-,-,-,-
SANTO STEFANO DI ROGLIANO,727,-,-,-,-
SARACENA,977,8,-,-,-
SCALA COELI,63,6,-,-,-
SCALEA,2379,9,-,-,-
SCIGLIANO,235,-,-,-,-
SERRA D'AIELLO,178,-,-,-,-
SPEZZANO ALBANESE,1383,22,-,-,-
SPEZZANO DELLA SILA,1101,16,-,-,-
TARSIA,482,-,-,-,-
TERRANOVA DA SIBARI,1084,14,-,-,-
TERRAVECCHIA,113,-,-,-,-
TORANO CASTELLO,1055,22,-,-,-
TORTORA,1027,9,-,-,-
TREBISACCE,2092,18,-,-,-
VACCARIZZO ALBANESE,268,-,-,-,-
VERBICARO,322,7,-,-,-
VILLAPIANA,905,-,-,-,-
ZUMPANO,873,-,-,-,-
